n_nodes,n_edges,total_edge_length,edge_density_km_per_sqkm,street_density_km_per_sqkm,avg_street_length,circuity_avg,status,lsoa_code,lsoa_name,area_sqkm,road_density
5,8,739.0228632717038,9406.986210075289,4703.493105037644,92.37785790896298,1.004896838628724,success,E01000891,Camden 007C,0.0785610658682776,0.00940698621007529
9,17,1924.5428627898323,15832.197001065973,8034.248979172895,97.66336617528587,1.0339593854916793,success,E01000892,Camden 006D,0.12155879961955084,0.015832197001065973
10,22,3257.3895546706112,6091.895615326758,3045.94780766338,148.06316157593693,1.4066346682480606,success,E01000893,Camden 002A,0.5347086950201938,0.006091895615326757
18,36,2862.9464343103696,12824.232886100277,7010.361502669324,78.25142308920204,1.0155540534336225,success,E01000894,Camden 002B,0.22324504395217384,0.012824232886100276
17,30,1675.9164016903983,17569.254286153886,9947.392164264478,59.30458619149959,1.0656771528095188,success,E01000895,Camden 002C,0.09538915963047831,0.017569254286153885
13,24,2502.5205547229,17105.544712872706,9377.97810845376,105.53745256326486,1.0583202896720105,success,E01000896,Camden 002D,0.14629879356251302,0.017105544712872706
16,32,3836.0004805729805,19214.379830563947,9607.189915281973,119.87501501790564,1.152202205729936,success,E01000897,Camden 008D,0.19964216979156038,0.019214379830563944
7,14,741.6702791188665,4298.3512474355975,2149.175623717798,52.97644850849044,1.007554747949326,success,E01000898,Camden 008E,0.17254762033729748,0.004298351247435598
59,138,10492.879322463701,9705.16323494374,5391.596563291828,75.703942357087,1.064033161439639,success,E01000899,Camden 002E,1.0811646407639766,0.009705163234943739
12,24,1707.97260386918,16838.05954432248,8419.02977216124,71.16552516121583,1.1502008018411067,success,E01000900,Camden 012A,0.10143523957575507,0.01683805954432248
5,8,755.8250719986337,7102.914331255369,3551.457165627685,94.47813399982923,1.0154003778308849,success,E01000901,Camden 007D,0.10641055723743316,0.00710291433125537
3,4,843.294876006499,10464.327072171276,5232.163536085639,210.82371900162477,1.0149581718340643,success,E01000902,Camden 012B,0.08058758773405972,0.010464327072171275
11,20,1611.622680888438,15678.857960327316,7839.428980163658,80.5811340444219,1.0161256435485642,success,E01000903,Camden 006E,0.10278954532060787,0.015678857960327315
4,4,63.517812363140116,548.1980322917516,548.1980322917516,15.879453090785027,1.003240268540257,success,E01000904,Camden 012C,0.11586654570357134,0.0005481980322917516
9,16,738.2299246146417,8586.164210954117,4293.082105477059,46.13937028841511,1.014342907039054,success,E01000905,Camden 012D,0.08597901303504277,0.008586164210954117
19,46,4017.127309070692,28411.28102295958,14205.640511479796,87.32885454501508,1.0473016478628996,success,E01000906,Camden 012E,0.14139198108752615,0.02841128102295958
3,4,710.6437270899286,6733.24936165275,3929.830274820686,138.2546565226228,2.3080469663450716,success,E01000907,Camden 001A,0.1055424638120774,0.0067332493616527505
13,23,2111.698755368985,12208.198063333033,6747.86394407377,83.37170422096266,1.0471370441657335,success,E01000908,Camden 001B,0.17297382827621471,0.012208198063333033
12,23,2002.704344561833,8855.205616359803,4518.797944124243,78.6136136881266,1.0414951166529278,success,E01000909,Camden 001C,0.22616124699147355,0.008855205616359803
7,16,1745.047343297804,13453.35495333529,6726.677476667646,109.06545895611276,1.0027029939906111,success,E01000910,Camden 003A,0.1297109419435321,0.013453354953335292
4,6,614.5727394671203,6980.86086687054,3490.43043343527,102.42878991118671,1.0057208162716988,success,E01000911,Camden 003B,0.08803681253464488,0.00698086086687054
7,12,855.0268734199532,947.2098488189671,473.6049244094836,71.25223945166277,1.0026078332548363,success,E01000912,Camden 001D,0.9026794585023027,0.0009472098488189671
31,69,8687.432497287744,5398.692333092058,2971.418559003379,129.23048447631436,1.0407511822375084,success,E01000913,Camden 001E,1.6091734741090693,0.005398692333092058
74,138,8692.835954661377,19391.609185842313,12623.7159512846,62.186119287550085,1.0749061104766946,success,E01000914,Camden 028B,0.4482782151471968,0.01939160918584231
4,4,188.578316133266,2548.0833579415817,2039.2487611086426,50.30684420745353,1.002693245910921,success,E01000915,Camden 027A,0.07400790698056488,0.002548083357941582
35,65,3959.635980940799,26810.73145171884,17258.351245986327,62.1673057901877,1.0187080970638782,success,E01000916,Camden 027B,0.1476884727323225,0.02681073145171884
4,6,585.7057993940633,7831.463703378613,3915.7318516893056,97.61763323234386,1.0005498731843376,success,E01000917,Camden 027C,0.07478880341887825,0.007831463703378613
49,86,5104.739393584654,30645.229447234746,21900.531517438547,58.84013543951073,1.0251721161585938,success,E01000918,Camden 028C,0.16657533605268135,0.030645229447234745
44,73,4218.006992099926,28132.348354865153,22169.109483814744,59.35557684077185,1.1284498730443133,success,E01000919,Camden 028D,0.14993440785296092,0.02813234835486515
23,44,3134.4923907923508,23042.245066276915,12646.40341958119,68.81283516523678,1.0061608096951302,success,E01000920,Camden 027D,0.13603242139715732,0.023042245066276914
13,24,1774.9147429961265,14326.97468887173,7163.4873444358645,73.95478095817192,1.0227328862434277,success,E01000921,Camden 003C,0.12388622033197041,0.014326974688871731
15,26,1276.0432260912846,6709.465815967525,3523.909131111242,44.679765368844976,1.007144818237207,success,E01000922,Camden 007E,0.19018551716211038,0.006709465815967526
14,24,1667.4052560104215,19516.685273353225,11375.515336071418,69.41896783455525,1.0007900701927863,success,E01000923,Camden 003D,0.08543485907860517,0.019516685273353224
8,14,916.174971399538,9439.351926297055,4719.675963148527,65.44106938568129,1.0012569118886814,success,E01000924,Camden 009C,0.09705909669997255,0.009439351926297055
6,12,940.7886235293043,11267.044173949793,5633.522086974897,78.39905196077537,1.4939233056540961,success,E01000925,Camden 009D,0.08349915106434698,0.011267044173949794
8,7,480.65372151918615,5239.774034832141,5239.774034832142,68.66481735988374,1.004160948240967,success,E01000926,Camden 009E,0.09173176521047899,0.0052397740348321415
18,36,2782.412869793295,27156.116994994878,13578.058497497435,77.28924638314707,1.02252424949215,success,E01000927,Camden 007F,0.10245989403809534,0.027156116994994876
14,30,3111.5869336122073,12190.782205076672,6095.391102538336,103.71956445374025,1.0728305945191432,success,E01000928,Camden 003E,0.25524095839530564,0.012190782205076672
4,6,598.5560910336369,6198.289221260315,3099.1446106301573,99.75934850560616,1.134782438846494,success,E01000929,Camden 020A,0.09656795119862621,0.006198289221260315
27,51,2911.0104487129497,24889.370864989418,13744.487504250714,53.58424814366424,1.0448177800681133,success,E01000930,Camden 020B,0.1169579763387156,0.024889370864989418
12,21,1342.4467956847016,9155.283808183403,5928.851255422698,72.4460280413805,1.0888832159652884,success,E01000931,Camden 013C,0.14663082257316395,0.009155283808183404
6,9,562.9481484637347,8427.716440004207,4928.461239827547,65.84151589549244,1.0001448573671134,success,E01000932,Camden 013D,0.06679723415842093,0.008427716440004208
13,24,2131.1065427472554,19762.143656519256,9881.071828259628,88.7961059478023,1.0255993833453743,success,E01000933,Camden 020C,0.10783782264654437,0.019762143656519255
5,5,91.77884761466098,1037.152327216221,1037.152327216221,18.355769522932196,1.0120473728822905,success,E01000934,Camden 020D,0.08849119382588756,0.001037152327216221
0,0,0.0,,,,,error: Graph contains no edges.,E01000935,Camden 020E,0.0629401840155074,0.0
17,32,2213.4052669052285,25202.716735960978,13301.89137517968,64.9014609066009,1.0441344898005624,success,E01000936,Camden 024A,0.08782407428906222,0.025202716735960976
8,14,952.5989124773645,7505.262053933004,3752.6310269665023,68.0427794626689,1.011616763642631,success,E01000937,Camden 025B,0.12692413744276543,0.007505262053933003
12,14,534.554500271572,6601.592109337783,5751.336177487282,42.33693086773945,1.012768116291014,success,E01000938,Camden 024B,0.08097357295302422,0.006601592109337783
16,20,1467.8016319542248,19057.202986525568,14581.532976352315,66.06363549787498,1.0078266184169435,success,E01000939,Camden 024C,0.07702083212274313,0.01905720298652557
10,17,682.9587988245407,13900.268656869415,7373.5370535265865,36.22823510447831,1.007045740250816,success,E01000940,Camden 024D,0.04913277690406561,0.013900268656869415
6,10,822.9229709759377,18182.022611669312,9091.011305834656,82.29229709759377,1.0852253324544068,success,E01000941,Camden 025C,0.04526025451358649,0.01818202261166931
18,31,1455.5796771941775,19896.45734517143,11032.893184450404,44.84119074102824,1.0074479573748683,success,E01000942,Camden 025D,0.0731577311449078,0.019896457345171432
7,12,902.0988836181192,12897.945217083467,6448.972608541734,75.17490696817661,1.0196341460412521,success,E01000943,Camden 025E,0.06994128664954163,0.012897945217083465
0,0,0.0,,,,,error: Graph contains no edges.,E01000944,Camden 023A,0.05756784778547496,0.0
13,23,1561.3293395745961,5751.955303292757,2881.1105391734814,65.17149644739088,1.0238660740799497,success,E01000945,Camden 023B,0.2714432323006404,0.005751955303292757
16,32,2289.0190243971333,4740.906784118422,2756.0742901923904,70.03664033702051,1.2154407857265779,success,E01000946,Camden 021B,0.48282303969045015,0.0047409067841184226
24,33,2805.2272784512106,17945.696463895714,11978.178049157103,78.01664286950972,1.026088949245081,success,E01000947,Camden 021C,0.156317548560734,0.017945696463895714
12,24,1279.1860276140812,6422.054813881416,3211.027406940708,53.299417817253385,1.2039051788950699,success,E01000948,Camden 021D,0.1991864075730235,0.006422054813881416
5,8,587.4540715594839,9592.028374925396,4796.014187462699,73.4317589449355,1.0004927738590548,success,E01000949,Camden 023C,0.061243988090689205,0.009592028374925395
6,12,980.7896793411417,14436.264288893715,7218.132144446858,81.73247327842847,1.0004166613059462,success,E01000950,Camden 023D,0.06793929923378411,0.014436264288893714
4,6,641.4189494051158,13031.405845895384,6515.702922947692,106.90315823418597,1.1724345959620195,success,E01000951,Camden 023E,0.04922100938228005,0.013031405845895384
5,8,768.257500061191,9008.030061869185,4504.015030934593,96.03218750764887,1.028208254379358,success,E01000952,Camden 022A,0.08528584993440574,0.009008030061869184
18,33,2813.9193549297465,4676.490070786028,2659.590304634924,88.90657215508423,1.0241246205680608,success,E01000953,Camden 022B,0.601716097401396,0.004676490070786027
2,1,78.73180417633347,1460.4423655381433,1460.4423655381433,78.73180417633347,1.006308561913957,success,E01000954,Camden 022C,0.05390955920901569,0.0014604423655381433
5,10,593.9940045555852,9385.51024050255,4692.755120251275,59.39940045555852,1.000107922814228,success,E01000955,Camden 022D,0.06328840833737981,0.009385510240502552
9,12,501.4083536186582,3131.883716196098,2901.584990818042,51.615331750203076,1.0170529829868018,success,E01000956,Camden 022E,0.16009801099117926,0.003131883716196098
12,18,1422.1692941085457,12196.628958053938,7601.1097975843995,80.57416365880958,1.0410338771455026,success,E01000957,Camden 019C,0.11660347289399409,0.01219662895805394
22,35,2680.845960602215,10983.84597909797,8724.087424374626,78.86306846564946,1.0066941096704216,success,E01000958,Camden 019D,0.2440716999950481,0.01098384597909797
2,1,3.70477849869749,50.78479240630841,50.78479240630841,3.70477849869749,1.0,success,E01000959,Camden 019E,0.07295054923247629,5.078479240630842e-05
17,23,1236.828059649797,10721.495567779924,7826.901780626825,50.161595051958585,1.0138062964639154,success,E01000960,Camden 017A,0.11535965778568187,0.010721495567779925
24,38,2609.346802286894,21500.987908791958,13030.471581584323,56.47750349547221,1.025240313990077,success,E01000961,Camden 017B,0.12135939117569139,0.02150098790879196
5,6,354.15820544522353,3727.1203436179876,2997.268384672762,71.2015641090746,1.0021770215730803,success,E01000962,Camden 016A,0.09502193994128864,0.003727120343617988
22,32,2424.1032156030374,12660.785668058385,9137.593663494388,64.79754148343672,1.0186629702048462,success,E01000963,Camden 017C,0.1914654650318229,0.012660785668058385
4,4,613.4393370311559,4932.241439314475,3763.985904171853,156.046498403014,1.0262387928714554,success,E01000964,Camden 016B,0.1243733390951796,0.004932241439314475
12,26,2502.016540871284,23078.862153182763,11539.431076591378,96.2314054181263,1.0394277838615305,success,E01000965,Camden 016C,0.1084116073082154,0.02307886215318276
0,0,0.0,,,,,error: Graph contains no edges.,E01000966,Camden 016D,0.12924859741862205,0.0
12,24,2562.4101755749,6857.853046127625,3428.926523063813,106.7670906489542,1.0244870543830469,success,E01000967,Camden 017D,0.3736461190316404,0.006857853046127625
5,5,521.666592646089,6306.176383709015,4501.95256873748,93.10389187870662,1.0010126882709478,success,E01000968,Camden 016E,0.08272312109660145,0.006306176383709015
16,34,2714.5342519182805,16174.554685982223,8358.702958188987,77.93443303085554,1.007950431824631,success,E01000969,Camden 010A,0.16782744901600588,0.016174554685982223
6,12,1030.509594765223,15066.992487818196,7533.496243909098,85.87579956376858,1.0205780001078877,success,E01000970,Camden 010B,0.06839517545378745,0.015066992487818197
12,24,2067.5034408357697,25274.21618203784,12637.10809101892,86.1459767014904,1.006149851417804,success,E01000971,Camden 010C,0.08180287079704279,0.025274216182037842
16,30,2051.5264207887553,14503.227612992167,7251.613806496087,68.38421402629187,1.0490387474598237,success,E01000972,Camden 010D,0.14145309413409282,0.014503227612992166
14,26,3036.7105354516743,13084.535248633429,6953.087643387319,115.2642855498242,1.1277039684621641,success,E01000973,Camden 010E,0.23208394320072115,0.01308453524863343
2,2,331.1790096311836,2899.3737770988946,1449.6868885494473,165.5895048155918,1.0000393346380019,success,E01000974,Camden 013E,0.11422432397197177,0.0028993737770988946
20,50,4252.206332435969,28373.26115207282,14186.630576036401,85.04412664871933,1.003339932813915,success,E01001571,Greenwich 008A,0.14986667586941524,0.02837326115207282
17,38,3049.218918483316,18246.69766627086,9123.348833135424,80.24260311798196,1.0000553792674836,success,E01001572,Greenwich 008B,0.16711072733559987,0.01824669766627086
8,18,1946.0935308970804,14070.063685000567,7035.031842500282,108.11630727206001,1.0008419324816873,success,E01001573,Greenwich 008C,0.13831447919967266,0.014070063685000564
50,118,12401.490165296369,12319.909241712696,6227.01164524,102.75813361309724,1.0410571958518464,success,E01001574,Greenwich 008D,1.0066218769946338,0.012319909241712695
53,102,5415.245701686436,24554.502349521706,12872.44463662387,52.57197618498539,1.029515850102831,success,E01001575,Greenwich 003A,0.22053982705912667,0.024554502349521706
48,105,6678.714203628179,27774.67729889159,14103.357903171493,63.98681529366559,1.0369815333135246,success,E01001576,Greenwich 003B,0.24046055087360846,0.027774677298891593
48,100,5437.35631391812,26028.7229793392,13014.361489669604,54.373563139181215,1.0568774568600663,success,E01001577,Greenwich 003C,0.2088983127690946,0.026028722979339197
19,36,2174.5632771552737,8038.137802065263,4019.0689010326323,60.40453547653539,1.0694948845374803,success,E01001578,Greenwich 003D,0.270530728721341,0.008038137802065262
25,52,3788.2710790380297,14940.289874531401,7470.144937265701,72.85136690457749,1.122113532094922,success,E01001579,Greenwich 003E,0.25356074820849805,0.014940289874531401
21,43,4361.013087365563,14433.922785701085,8197.638743453364,103.20020175293445,1.0285760320130302,success,E01001580,Greenwich 021A,0.30213637360494855,0.014433922785701084
19,34,3003.792007395768,14552.49107231086,7997.818293455265,78.61125941260039,1.077634332557996,success,E01001581,Greenwich 016A,0.20641084694503656,0.014552491072310861
20,48,6179.480066236176,18062.030248772444,9145.410091923368,125.15509847390823,1.1269541644574939,success,E01001582,Greenwich 021B,0.3421254411118127,0.01806203024877244
22,36,2036.015459566436,7028.785617930417,4686.160797723484,56.55965072781018,1.0047486502728216,success,E01001583,Greenwich 021C,0.2896681689042507,0.007028785617930417
17,36,2907.049545327591,8871.769457947385,4435.884728973694,80.7513762590998,1.2029547159167662,success,E01001584,Greenwich 021D,0.32767415329119476,0.008871769457947385
18,36,3368.1993038245478,18418.498914323,9209.249457161499,93.56109177290408,1.0501299211337176,success,E01001585,Greenwich 016B,0.18287045646294736,0.018418498914323
15,35,4103.81500785092,19399.435748244956,9729.655252156863,114.34669705285734,1.0548362589295561,success,E01001586,Greenwich 016C,0.21154300883324337,0.019399435748244955
19,42,4938.65896214619,18240.745637258024,9120.372818629014,117.58711814633787,1.036065267092936,success,E01001587,Greenwich 016D,0.27074874351948786,0.018240745637258023
15,32,4039.499717092344,7801.1317247938,3944.8235574434543,120.1568771303405,1.0699052668425928,success,E01001588,Greenwich 012A,0.5178094486283163,0.0078011317247938
28,62,5316.244333252562,25143.343426068004,12571.671713034,85.74587634278323,1.1819596805186363,success,E01001589,Greenwich 012B,0.21143744661025507,0.025143343426068006
9,20,2034.3033911232683,13271.720165310606,6635.860082655301,101.71516955616339,1.0450081386069274,success,E01001590,Greenwich 014A,0.1532810642316356,0.013271720165310606
11,23,1520.4080921857494,7491.409219048402,3824.4301956725603,64.681806936883,1.0119266491554737,success,E01001591,Greenwich 012C,0.2029535495564451,0.007491409219048401
14,28,2681.982126407055,10966.13450590922,5483.06725295461,95.7850759431091,1.0222832216909024,success,E01001592,Greenwich 014B,0.244569508513856,0.01096613450590922
26,58,5049.532263624871,27387.350307298504,13693.67515364925,87.06090109698052,1.0076859111963465,success,E01001593,Greenwich 014C,0.18437461846315276,0.027387350307298504
20,44,2801.0409499461166,18993.22403868398,9496.61201934199,63.660021589684476,1.0875356338313233,success,E01001594,Greenwich 014D,0.14747580211980682,0.01899322403868398
15,30,3990.4772038484784,10609.028643959704,5304.514321979851,133.01590679494927,1.027858098058822,success,E01001595,Greenwich 012D,0.3761397332186933,0.010609028643959705
21,40,4891.895510461887,16820.47951494946,8410.239757474728,122.29738776154716,1.0199805561559458,success,E01001596,Greenwich 032A,0.2908297296824469,0.01682047951494946
14,25,1664.1662348629468,5160.097683784745,2701.854068072946,67.02816328672219,1.0339398542284741,success,E01001597,Greenwich 031A,0.3225067308497813,0.005160097683784746
19,38,3633.1472443957946,7831.07161722003,4214.216496814614,97.75717680209746,1.0203550848115444,success,E01001598,Greenwich 031B,0.46393998445969187,0.00783107161722003
12,20,2397.2097447941637,5218.571799771809,2917.251062752274,111.67267827228568,1.042162131435124,success,E01001599,Greenwich 032B,0.459361265260159,0.0052185717997718095
22,36,3153.923934894346,10453.820566579703,5917.112875224616,71.40786013605099,1.038650041297289,success,E01001600,Greenwich 032C,0.30170059977662805,0.010453820566579702
21,43,3999.2950118295653,16327.545478142674,8828.981359023011,94.0254245859904,1.0460605765175317,success,E01001601,Greenwich 032D,0.24494159377374472,0.016327545478142674
43,99,8031.986738991024,31271.74191357156,16056.193257338773,82.47901999066681,1.0219371363022318,success,E01001602,Greenwich 031C,0.25684487807521966,0.031271741913571564
21,50,4830.584194425798,22995.480951448502,11497.74047572425,96.61168388851594,1.0403770798431895,success,E01001603,Greenwich 031D,0.21006667373580268,0.022995480951448505
10,18,2658.1214138273926,10988.069958555385,5494.034979277693,147.6734118792996,1.0015645659215082,success,E01001604,Greenwich 027A,0.24190976430376304,0.010988069958555386
22,44,5786.433629988628,8673.984072507112,4411.733648159446,127.95987420728575,1.0194261977353447,success,E01001605,Greenwich 023A,0.6671021737668615,0.00867398407250711
13,22,2647.7958644013324,12408.460631191278,6268.114907104162,111.46083588928745,1.0003433644542221,success,E01001606,Greenwich 023B,0.21338632914267708,0.012408460631191278
13,26,2465.053954959796,11889.20558409331,5944.602792046656,94.80976749845371,1.040527805215184,success,E01001607,Greenwich 027B,0.20733546388144025,0.011889205584093308
15,32,4708.933788675416,10136.069233522358,5158.896235916822,140.98109746897347,1.0001760658486114,success,E01001608,Greenwich 027C,0.4645719834965084,0.010136069233522359
21,44,4565.834585171592,13595.373263039266,6797.686631519633,103.76896784480891,1.0508181850543408,success,E01001609,Greenwich 027D,0.33583738355933107,0.013595373263039265
12,24,3141.44375269839,14146.330947710487,7179.980940224629,122.64939581825018,1.087875945379452,success,E01001610,Greenwich 023C,0.2220677406961709,0.014146330947710487
7,10,646.4738375986768,3175.037763424704,1880.6409745847689,54.70284488718936,1.0673371102094689,success,E01001611,Greenwich 023D,0.2036113853654982,0.0031750377634247036
53,105,6273.869733560177,8575.063384923138,4613.60377708638,57.21190916385971,1.1300095842000635,success,E01001613,Greenwich 028A,0.7316412079928214,0.00857506338492314
31,68,8621.963884395042,9688.78800761163,5140.20387984686,123.6275796469788,1.0807229689014888,success,E01001614,Greenwich 028B,0.8898908591685071,0.00968878800761163
57,117,9365.028748422443,9854.839142200843,5118.003619732099,81.0604319050934,1.0489789441768036,success,E01001615,Greenwich 028C,0.9502974744985018,0.009854839142200844
