lsoa_code,population_density
E01004555,12305.5
E01004494,14764.3
E01004513,12670.6
E01004601,8097.3
E01004493,13949.8
E01004512,12621.5
E01004620,15820.9
E01004621,3854.3
E01004623,11884.6
E01004627,14267.7
E01004499,11516.5
E01004502,11540.1
E01004504,6817.2
E01004594,11837.2
E01004596,13715
E01004629,6521.9
E01004472,13592.7
E01004474,13656.1
E01004476,9427.7
E01004542,11918.1
E01004544,14965.9
E01004628,10276.7
E01004630,15470.5
E01004631,11651.2
E01004633,19987.9
E01004569,8279.5
E01004570,16400.7
E01004571,15048.9
E01004573,1001.3
E01004495,13455
E01004496,10916.3
E01004497,8970.1
E01004622,9130.4
E01004624,3916.4
E01004593,9017.2
E01004595,8012.4
E01004597,13536.1
E01004598,15038.5
E01004599,14133.6
E01004473,16296
E01004475,14394.7
E01004480,21812.4
E01004483,4625.7
E01004484,4818.3
E01004486,5285.6
E01004543,8315.8
E01004545,13194.8
E01004546,16375.5
E01004549,13501.2
E01004625,5285.4
E01004626,3192.7
E01004632,5465.4
E01004634,12013
E01004635,10183.8
E01004636,9549.9
E01004637,10324.2
E01004481,15968.8
E01004488,12346.9
E01004547,12286.5
E01004548,12272.5
E01004482,13139.2
E01004485,11289.9
E01004487,14182.5
E01004489,7527.6
E01004490,12371.9
E01004491,14570.3
E01004492,6295.2
E01004498,14916
E01004532,15975.6
E01004611,12608
E01004612,13305.6
E01004618,12884
E01004531,20381.5
E01004533,16548.6
E01004610,6929.8
E01004613,16822.2
E01004614,13860.8
E01004615,9246.3
E01004616,17920.6
E01004617,4424.1
E01004525,13806.5
E01004526,17133.2
E01004527,16523.9
E01004528,11665.5
E01004529,17167.3
E01004530,12840.3
E01004516,8166.5
E01004518,13718.4
E01004519,12930.8
E01004520,12328.6
E01004523,5438.5
E01004517,14920.8
E01004521,16757.2
E01004522,14765.2
E01004524,13900.2
E01033098,5208.8
E01033132,7742.3
E01004563,14094.4
E01004564,4905.8
E01004567,19497.1
E01033100,16366
E01004647,7131.1
E01004649,7172.7
E01004724,23494.4
E01004730,3245.2
E01004646,8062.7
E01004648,10850.9
E01004650,10318.2
E01004710,15151.3
E01004711,25329.1
E01004651,17750
E01004725,4745.3
E01004726,9094.8
E01004728,19412.6
E01004729,24628.1
E01004718,25155.6
E01004719,18843
E01004720,19254.9
E01004721,15959.3
E01004722,33354
E01004674,21662.9
E01004675,26104.3
E01004677,24135
E01004678,22589.2
E01004679,25817
E01004723,23222.5
E01004676,18223.8
E01004706,10573.5
E01004707,14274.6
E01004708,18953.2
E01004756,25639.7
E01004701,19444.4
E01004703,9595.8
E01004705,18228.4
E01004709,19076.6
E01004659,14294.5
E01004660,21013.2
E01004712,14432.3
E01004727,1365.6
E01004670,32623.3
E01004702,17090.7
E01033598,25725
E01033601,36415.4
E01033602,26282.3
E01033603,25421.7
E01033604,16380
E01033605,22252.4
E01004754,22626.5
E01004755,21303.2
E01004757,13406.1
E01032512,14193.9
E01032513,23152
E01004713,7561.8
E01004714,4908.8
E01004716,5839.9
E01004717,12799.2
E01004762,5283.1
E01004657,9774.6
E01004658,14975.4
E01004661,15049
E01004662,14732.1
E01004663,15296.7
E01004715,16424
E01004763,6866.5
E01004765,6967.5
E01004653,21563.9
E01004654,20702.2
E01004656,13000.7
E01004760,23575.4
E01004680,10904.3
E01004683,11478.1
E01004684,16741.6
E01004686,22241.7
E01033593,18744.6
E01033594,7139.5
E01004681,10460.8
E01004682,13693.8
E01004694,14384.8
E01004697,24241.9
E01004700,25808.7
E01004652,34361.7
E01004693,14822.5
E01004695,19056.9
E01004696,21664.2
E01004698,14288.8
E01004699,15042.9
E01004734,5201.5
E01004735,4268.3
E01004736,1230.7
E01004761,2316.4
E01004687,7122
E01004690,4507
E01004691,3298.9
E01004692,6783.6
E01004731,2967
E01004732,18753.6
E01004733,4720.4
E01004744,13447.3
E01004748,13974.8
E01004740,26741.8
E01004743,30612.2
E01004746,30839.5
E01004747,20138.5
E01004742,26937.9
E01004749,15860.6
E01004751,20236.4
E01004752,37938.7
E01004753,29645.3
E01004668,25818.2
E01004750,6181.2
E01033597,17255.6
E01033599,19772
E01004665,30397.5
E01004669,23902.8
E01004737,15074.3
E01004741,22895.2
