lsoa_code,building_density
E01004268,27.58586722
E01004205,36.82452797
E01004206,18.59205409
E01004208,34.30784732
E01004211,18.27945862
E01004270,11.61461712
E01004271,29.83714989
E01004272,42.31691852
E01004306,41.83759863
E01004307,55.19705291
E01004308,41.19852809
E01004309,30.49650111
E01004310,42.60203513
E01004283,16.2989511
E01004287,30.58503832
E01004289,32.23865752
E01004290,32.42147195
E01004322,51.04093454
E01004323,29.02684405
E01004324,32.32890812
E01004326,32.49516068
E01004245,43.94977841
E01004248,27.46760799
E01004249,21.51227594
E01004286,27.59019299
E01004288,34.74257848
E01004243,27.33473109
E01004244,34.6234157
E01004247,25.19104333
E01004319,24.56731995
E01004321,43.60055932
E01032767,46.89880148
E01004298,44.77295173
E01004300,24.95371831
E01004304,52.30703281
E01004305,28.33812149
E01004251,24.2158284
E01004255,30.11501603
E01004258,24.52619327
E01004256,24.24494081
E01004257,19.62722521
E01004301,18.28230667
E01004302,25.16219644
E01004303,22.75534562
E01032768,23.01543427
E01032769,24.90896598
E01004292,22.10611984
E01004295,17.58711105
E01004296,33.06105068
E01004291,33.10193729
E01004293,24.73104021
E01004297,31.62026157
E01004214,18.74178632
E01004216,24.25077299
E01004217,14.73504585
E01004218,30.65149145
E01004274,30.74595663
E01004275,30.18212557
E01004276,31.11524804
E01004281,19.29086376
E01032775,32.50725023
E01032783,24.18846851
E01004280,21.31674914
E01032770,39.38660217
E01032772,25.96292818
E01032774,14.00600374
E01004277,26.96217722
E01032771,30.34250547
E01032781,33.66248068
E01032782,25.1102969
E01032776,18.82492156
E01032777,22.26614788
E01004219,19.68135593
E01032779,23.31091577
E01032780,14.11666474
E01004221,24.04964301
E01004560,5.509687697
E01004566,25.93215931
E01004582,33.53054902
E01004583,33.34610299
E01004539,34.79194652
E01004540,30.34376139
E01004577,33.45033019
E01004584,20.23365701
E01004579,44.77616577
E01004580,30.65484898
E01004581,33.27601396
E01033099,26.83935315
E01033133,30.12159576
E01004565,41.6649945
E01004590,31.63078327
E01004591,32.43903987
E01004592,38.01532916
E01004604,34.03768955
E01004605,24.70995653
E01004606,42.38764939
E01004607,32.09547211
E01004608,32.83907979
E01004535,18.09720176
E01004537,22.11932588
E01004538,23.82970901
E01004541,30.97401315
E01004534,22.32079702
E01004536,19.13129553
E01004552,44.61043033
E01004585,32.76453055
E01004588,35.38372061
E01004554,8.731928507
E01004556,43.80822128
E01004586,39.64532317
E01004587,47.64316617
E01004589,42.79460772
E01004511,34.48095271
E01004602,30.14783436
E01004609,42.24722438
E01033135,29.83618624
E01004506,28.81188081
E01004638,22.83362522
E01004639,22.42183887
E01004640,25.3148573
E01004641,22.99585749
E01004508,34.49251299
E01004510,24.48387758
E01004514,32.69001265
E01004515,27.50424889
E01004551,21.89748873
E01004568,63.25971652
E01004574,28.31026095
E01004575,11.43128112
E01004576,21.52739385
E01004500,32.82765311
E01004501,20.87655198
E01004503,17.71953507
E01004505,18.45382174
E01004507,25.90391061
E01004553,35.71693023
E01004557,40.33348232
E01004558,19.8272675
E01004559,21.46680152
E01004619,11.64600721
E01004572,4.391401858
E01004642,24.00631804
E01004643,28.8702491
E01004644,24.20270111
E01004645,21.24254621
E01004477,25.28650212
E01004478,40.87606827
E01004479,31.30530858
E01004550,34.78156833
E01004555,34.81285826
E01004494,36.2142088
E01004513,33.53200032
E01004601,15.05968999
E01004493,33.69601827
E01004512,37.06595102
E01004620,37.53037933
E01004621,20.0239531
E01004623,34.24898794
E01004627,34.03334141
E01004499,40.93035409
E01004502,29.26459119
E01004504,20.35919163
E01004594,28.80118423
E01004596,34.8132094
E01004629,23.83408117
E01004472,35.87950101
E01004474,36.68764297
E01004476,24.40819375
E01004542,32.0711907
E01004544,36.50867646
E01004628,39.84010418
E01004630,18.21254269
E01004631,25.47875479
E01004633,16.78063045
E01004569,33.34488056
E01004570,30.44097715
E01004571,19.19480065
E01004573,14.33612607
E01004495,25.59902735
E01004496,33.68840218
E01004497,36.24124819
E01004622,21.13879159
E01004624,37.16228341
E01004593,27.69215758
E01004595,33.03865619
E01004597,29.45528625
E01004598,28.76632164
E01004599,35.14515516
E01004473,34.58368921
E01004475,29.04695326
E01004480,43.85413727
E01004483,6.995897222
E01004484,9.817373904
E01004486,11.05370113
E01004543,24.43482784
E01004545,45.96346822
E01004546,36.84773581
E01004549,32.48026435
E01004625,18.96912928
E01004626,54.10776122
E01004632,10.85854454
E01004634,21.8074614
E01004635,36.92924344
E01004636,16.52675604
E01004637,19.57380454
E01004481,41.95260752
E01004488,31.80026482
E01004547,27.27096675
E01004548,30.93187405
E01004482,26.85699617
E01004485,36.48067583
E01004487,31.83941577
E01004489,17.58789206
E01004490,31.4063971
E01004491,28.81982629
E01004492,25.55761698
E01004498,34.22133766
E01004532,33.74597217
E01004611,41.47638034
E01004612,32.11926718
E01004618,35.4462842
E01004531,33.44821546
E01004533,33.83166661
E01004610,57.39622026
E01004613,37.80364915
E01004614,39.64690824
E01004615,41.83182702
E01004616,46.50521506
E01004617,80.71323803
E01004525,47.74051645
E01004526,34.8753768
E01004527,37.21212935
E01004528,31.01918879
E01004529,32.79541459
E01004530,28.81731123
E01004516,34.84179679
E01004518,37.37405318
E01004519,24.72005283
E01004520,39.79596847
E01004523,12.44530374
E01004517,29.83085418
E01004521,34.76809024
E01004522,30.51731813
E01004524,16.77189249
E01033098,7.364235403
E01033132,18.81348349
E01004567,26.33335466
E01033100,32.12253771
E01004564,19.56790658
E01004563,15.91267529
E01004647,29.3092045
E01004649,39.27706453
E01004724,42.77844547
E01004730,6.444135023
E01004646,27.51894684
E01004648,24.37554156
E01004650,28.31303081
E01004710,25.96325896
E01004711,22.96509993
E01004651,36.31730718
E01004725,22.18185999
E01004726,28.67895659
E01004728,29.73683704
E01004729,32.1202156
E01004718,37.65800757
E01004719,39.12887575
E01004720,35.42054281
E01004721,31.98703841
E01004722,37.05027047
E01004674,31.82475738
E01004675,29.48751468
E01004677,39.38367405
E01004678,31.08591601
E01004679,41.8657844
E01004723,39.78826501
E01004676,48.79638445
E01004706,13.0657073
E01004707,26.4263175
E01004708,32.22804408
E01004756,29.73198401
E01004701,29.02523337
E01004703,23.98097692
E01004705,29.66737668
E01004709,25.2982316
E01004659,39.31412024
E01004660,47.03764488
E01004712,50.1420241
E01004727,9.372949933
E01004670,24.65384211
E01004702,21.14792769
E01033598,35.08563263
E01033601,33.57239392
E01033602,30.6241907
E01033603,41.38385221
E01033604,38.75669374
E01033605,30.69794746
E01004754,26.03887691
E01004755,33.11522053
E01004757,15.64811625
E01032512,21.23381292
E01032513,22.16340964
E01004713,57.26657537
E01004714,52.05070637
E01004716,35.82935624
E01004717,51.60958021
E01004762,52.59922803
E01004657,47.60846112
E01004658,46.48951935
E01004661,40.38252488
E01004662,45.08800037
E01004663,39.55076763
E01004715,48.66439231
E01004763,55.77770991
E01004765,53.6571695
E01004653,40.43280223
E01004654,38.79110529
E01004656,22.0443841
E01004760,32.82656817
E01004680,39.80486023
E01004683,33.10199122
E01004684,30.48905513
E01004686,36.09424106
E01033593,34.98873316
E01033594,37.96013754
E01004681,31.2223385
E01004682,35.92122499
E01004694,38.66833469
E01004697,41.9455272
E01004700,42.10204316
E01004652,47.71953755
E01004693,41.38316956
E01004695,43.85579932
E01004696,17.7166417
E01004698,38.9713543
E01004699,39.64228511
E01004734,51.66868274
E01004735,53.45920927
E01004736,27.84455171
E01004761,47.76609571
E01004687,37.81230543
E01004690,43.92555158
E01004691,29.46737649
E01004692,33.11053816
E01004731,27.54586924
E01004732,53.19799511
E01004733,38.2436429
E01004744,41.12517884
E01004748,53.73269348
E01004740,32.33053771
E01004743,39.50631605
E01004746,32.52951881
E01004747,37.83109217
E01004742,42.75287595
E01004749,40.65956014
E01004751,36.00944767
E01004752,41.20303027
E01004753,38.27863115
E01004668,27.57025136
E01004750,27.91222647
E01033597,32.96731826
E01033599,31.51078618
E01004665,28.27485768
E01004669,22.92499908
E01004737,27.838333
E01004741,33.37307806
