lsoa_code,road_density_km_per_sqkm,road_density,street_density_km_per_sqkm,edge_density_km_per_sqkm,n_nodes,n_edges,total_edge_length,avg_street_length,circuity_avg,status
E01001798,22.0322048138034,0.0220322048138034,11016.102406901726,22032.204813803448,21.0,42.0,2340.203738240177,55.719136624766136,1.0210263893548306,success
E01001799,5.964976106839,0.005964976106839,2982.4880534195013,5964.976106839002,5.0,8.0,644.0440308052222,80.50550385065279,1.0761470448613857,success
E01001800,1.3938166371746998,0.0013938166371747,696.9083185873864,1393.8166371747727,4.0,6.0,113.1525844674738,18.858764077912294,1.0,success
E01001801,7.188802154423501,0.0071888021544235,3594.401077211767,7188.802154423538,8.0,16.0,1047.8571979956996,65.4910748747312,1.05391977020921,success
E01001802,14.997989730591899,0.0149979897305919,7498.994865295974,14997.989730591944,6.0,12.0,1553.6293965317411,129.46911637764512,1.1262009012171084,success
E01001803,5.9089070839919,0.0059089070839919,2954.453541995973,5908.907083991947,6.0,10.0,946.2739847082702,94.627398470827,1.0076605210699596,success
E01001804,8.371531596692801,0.0083715315966928,4185.765798346427,8371.531596692854,4.0,6.0,938.5699866456932,156.42833110761552,1.0140702860602722,success
E01001805,7.528251586434901,0.0075282515864349,3764.125793217465,7528.251586434931,4.0,10.0,1147.1000701716948,114.71000701716947,1.2493500634603156,success
E01001806,2.1091526075787,0.0021091526075787,1505.989107667286,2109.152607578736,11.0,19.0,688.1941328382733,35.0991627189473,1.0262877296113373,success
E01001807,9.970365993766999,0.009970365993767,4985.182996883502,9970.365993767002,6.0,10.0,1167.6569582820432,116.76569582820434,1.011506787175141,success
E01001808,29.646181280954,0.029646181280954,18594.24881695279,29646.181280954075,34.0,66.0,3888.1012976859856,53.01388329824717,1.0702356335789924,success
E01001809,15.420318040258001,0.015420318040258,7814.178628232616,15420.318040258013,17.0,31.0,1734.1303920966916,54.92268631033323,1.0059039262355658,success
E01001811,7.7766626586486005,0.0077766626586486,4539.534409680229,7776.662658648689,9.0,15.0,670.8703573163986,39.161259850783495,1.0077438958881206,success
E01001812,5.4078367486235,0.0054078367486235,2728.2365956054737,5407.836748623579,11.0,19.0,1338.3950763519224,67.5216097751264,1.0015100715101115,success
E01001813,18.4174885334531,0.0184174885334531,9905.988208327111,18417.488533453143,13.0,24.0,1752.4358590716045,58.91007114067587,1.1117629607365014,success
E01001814,3.1218940067034997,0.0031218940067035,1560.9470033517782,3121.894006703557,6.0,10.0,354.4116125633338,35.44116125633337,1.001191497474632,success
E01001815,24.6475043473653,0.0246475043473653,12391.843442562147,24647.50434736536,18.0,39.0,2641.283962642612,66.39694001294711,1.0973367890634187,success
E01001816,24.4743656226184,0.0244743656226184,12237.182811309243,24474.36562261847,26.0,56.0,3311.1119218103054,59.1269986037555,1.0217363988284138,success
E01001819,29.3010703378206,0.0293010703378206,14650.535168910304,29301.07033782061,19.0,42.0,4002.298515049965,95.29282178690391,1.0003943624720368,success
E01001820,28.3801972832708,0.0283801972832708,14190.098641635428,28380.19728327086,23.0,44.0,2388.0322096149016,54.27345930942957,1.0256098003333982,success
E01001821,21.649482592176298,0.0216494825921763,10824.741296088168,21649.482592176337,14.0,26.0,1496.421801804253,57.55468468477895,1.1027037854373638,success
E01001822,21.9155678649959,0.0219155678649959,10957.78393249796,21915.567864995915,11.0,22.0,1803.874578223976,81.99429901018073,1.0975759954048585,success
E01001823,3.9138520844544,0.0039138520844544,1956.9260422272296,3913.85208445446,5.0,12.0,590.4815961178394,49.20679967648662,1.3212266894008442,success
E01001824,13.0674234933603,0.0130674234933603,7133.617180092943,13067.423493360322,18.0,39.0,2818.6181455943915,76.93537611967037,1.080641467148136,success
E01001825,11.3257380402898,0.0113257380402898,5662.869020144939,11325.738040289878,8.0,14.0,1190.4782757348255,85.03416255248756,1.0018433947652226,success
E01001826,8.740747399577199,0.0087407473995772,4370.373699788639,8740.747399577278,7.0,12.0,968.2737850502484,80.68948208752069,1.0114795872968294,success
E01001827,18.3226173874769,0.0183226173874769,9161.308693738463,18322.617387476927,13.0,26.0,3221.3786233458422,123.89917782099396,1.035774338356429,success
E01001828,17.7630059943287,0.0177630059943287,8881.502997164362,17763.00599432872,10.0,18.0,1942.5313260850555,107.91840700472532,1.0253979710473844,success
E01001829,32.174356254305,0.032174356254305,16087.178127152549,32174.35625430509,16.0,40.0,3736.676468747656,93.4169117186914,1.0339892051161552,success
E01001830,10.4936514701821,0.0104936514701821,5417.527516991463,10493.651470182112,9.0,15.0,1074.8174209110464,69.36161556910295,1.0232909177048628,success
E01001831,20.4112678938473,0.0204112678938473,13850.42870961125,20411.267893847325,24.0,36.0,2221.9756075217138,60.310442068621136,1.0011025114156384,success
E01001832,15.040191111669401,0.0150401911116694,10276.205605966024,15040.19111166948,15.0,21.0,1559.4425276750558,71.03257277381505,1.0158182535981082,success
E01001833,12.7406580043393,0.0127406580043393,6370.329002169678,12740.658004339355,9.0,16.0,1445.4491542546116,90.34057214091322,1.039180680578095,success
E01001834,15.3918108430349,0.0153918108430349,7695.905421517497,15391.810843034997,11.0,20.0,1469.0434719941015,73.45217359970508,1.0002881608753678,success
E01001835,2.8330041414039,0.0028330041414039,1416.5020707019703,2833.0041414039406,3.0,4.0,209.27289168492217,52.31822292123054,1.0071157538363258,success
E01001836,29.323462369892297,0.0293234623698923,17640.57710479207,29323.46236989233,31.0,57.0,3842.624603764375,62.47751904159514,1.034756091499725,success
E01001837,32.5837835938958,0.0325837835938958,19550.8419155471,32583.783593895863,56.0,95.0,3722.687264903495,37.858943767053056,1.0862104422473398,success
E01001838,37.68829837876854,0.037688298378768546,18844.14918938428,37688.29837876855,44.0,96.0,2675.581143267049,27.870636909031763,1.0775575875658148,success
E01001839,21.3181017494905,0.0213181017494905,14804.820344776072,21318.101749490543,28.0,50.0,2217.669844243857,42.78080980435956,1.0811523136350547,success
E01001840,21.038267420529998,0.02103826742053,13872.205495963724,21038.267420530006,28.0,44.0,2281.252917450284,51.86937102653501,1.0270418350869746,success
E01001841,13.9699666739985,0.0139699666739985,6984.98333699925,13969.966673998502,11.0,24.0,1900.610709203656,79.19211288348565,1.0000366755521604,success
E01001842,11.925090418238801,0.0119250904182388,5962.545209119428,11925.090418238857,6.0,10.0,780.5679317515735,78.05679317515735,1.273176483348724,success
E01001843,14.0518312153465,0.0140518312153465,8328.409703167823,14051.831215346554,12.0,21.0,1036.0520725775957,55.82362768244286,1.0542998002286987,success
E01001844,29.1398008749061,0.0291398008749061,20798.368403435197,29139.800874906192,37.0,62.0,4515.805121170325,65.77817177760171,1.0155962208636498,success
E01001845,16.284097057504802,0.0162840970575048,9711.760597579689,16284.09705750485,8.0,13.0,1786.960064818987,118.4149738625534,1.0009858627277544,success
E01001846,12.1131793803935,0.0121131793803935,8130.265885415869,12113.179380393554,52.0,97.0,6561.656097211316,67.75583601157534,1.0470836506458192,success
E01001847,29.0170999310103,0.0290170999310103,14705.432326245793,29017.09993101034,18.0,39.0,3090.911193215055,78.3213785773336,1.199247492525288,success
E01001848,9.184663149579599,0.0091846631495796,7243.546405128229,9184.663149579686,13.0,18.0,1391.098570033162,73.13994995090525,1.0331235175251443,success
E01001849,8.846338107523401,0.0088463381075234,5701.7864471933535,8846.338107523476,28.0,54.0,4385.125410465477,85.6476579613348,1.1205137234678204,success
E01001850,1.7357233472131002,0.0017357233472131,1005.044067643056,1735.7233472131886,3.0,3.0,122.60108532099068,35.49514203582569,1.018547872615773,success
E01001851,31.0861117454846,0.0310861117454846,19975.9548356416,31086.111745484624,24.0,46.0,3091.8756405246654,68.51176617038635,1.0188386591806071,success
E01001852,17.4517433437276,0.0174517433437276,9290.06146364291,17451.7433437276,11.0,20.0,1324.4541824570465,64.09498111689801,1.005647752514988,success
E01001853,13.262201073921899,0.0132622010739219,7040.342625849461,13262.201073921957,7.0,11.0,1071.867597444452,94.83487561746286,1.027076143726572,success
E01001854,26.2799984177678,0.0262799984177678,14073.614103838412,26279.99841776784,11.0,22.0,1738.424424285749,77.58091060723373,1.0045836767179122,success
E01001855,21.2066476170428,0.0212066476170428,11182.055436435809,21206.647617042865,11.0,19.0,1609.0094913406929,84.8414782705381,1.0611007517956348,success
E01001856,17.5960543215133,0.0175960543215133,8798.027160756688,17596.054321513377,13.0,24.0,1452.3129671426125,60.513040297608846,1.0003933659100113,success
E01001857,16.7201115214161,0.0167201115214161,10549.069460910046,16720.111521416104,10.0,15.0,1186.4919799121851,74.85827050181217,1.0058397384567077,success
E01001858,3.9463258074871,0.0039463258074871,2636.5788990289493,3946.3258074871233,12.0,19.0,470.55773344180034,22.456016255744707,1.020944491593448,success
E01001859,1.3227404959064,0.0013227404959064,661.3702479532038,1322.7404959064077,2.0,2.0,142.36167531991077,71.18083765995539,1.0000017452636771,success
E01001860,11.778797889461499,0.0117787978894615,5889.398944730753,11778.797889461506,9.0,16.0,1072.124713337742,67.00779458360887,1.1147780630665456,success
E01001861,21.5535764221669,0.0215535764221669,10776.788211083447,21553.5764221669,8.0,18.0,1552.4363118717313,86.24646177065172,1.0509367338425215,success
E01001862,12.5535393951989,0.0125535393951989,7917.062018384213,12553.53939519898,9.0,15.0,1141.0962053935627,79.96088807785219,1.060360316018381,success
E01001863,4.7797058935668995,0.0047797058935669,2389.8529467834665,4779.705893566933,5.0,8.0,404.8970790624835,50.61213488281044,1.018525186111995,success
E01001864,7.363933702125199,0.0073639337021252,3681.966851062614,7363.933702125228,5.0,8.0,541.0466895753398,67.63083619691747,1.025911821646828,success
E01001865,10.684564485986,0.010684564485986,5342.282242993002,10684.564485986004,8.0,16.0,1263.0418534119558,78.94011583824724,1.0773926146141548,success
E01001866,16.6031369967477,0.0166031369967477,8658.028138356733,16603.1369967477,18.0,36.0,2511.1411895346023,68.92017512187135,1.0184436924115603,success
E01001867,9.9790307973184,0.0099790307973184,5372.375228885289,9979.030797318446,8.0,13.0,863.3043805860245,58.09676264471035,1.0039800438047393,success
E01001868,9.0733020741807,0.0090733020741807,5753.4704784000405,9073.30207418078,6.0,9.0,533.9636914588972,67.71833033286626,1.0020613605112985,success
E01001869,10.5134213840214,0.0105134213840214,8676.194225481651,10513.42138402142,25.0,35.0,2407.217619787192,70.9483853658363,1.0295576594658538,success
E01001870,7.1155398363360005,0.007115539836336,4503.610898318251,7115.539836336081,9.0,13.0,721.9641535835343,50.77221756980946,1.0147444826714442,success
E01001871,11.552291452114702,0.0115522914521147,6175.330860861884,11552.291452114769,10.0,19.0,1534.3546652588177,82.0196387457456,1.0012514692444536,success
E01001872,16.938827285168,0.016938827285168,11437.447476587316,16938.82728516805,11.0,17.0,1200.9058722540494,81.08765504833885,1.0057481464788136,success
E01001873,7.072478397677,0.007072478397677,3536.239198838511,7072.478397677023,5.0,8.0,437.424139090406,54.67801738630074,1.000003995817954,success
E01001874,5.4854411384824,0.0054854411384824,3579.775680020201,5485.441138482434,32.0,57.0,5285.710849203568,88.44698815960867,1.0422984264331816,success
E01001875,25.3747843390988,0.0253747843390988,13763.7494640069,25374.784339098813,28.0,61.0,4348.498775567075,69.37369617158664,1.0263473893566626,success
E01001876,2.0476444695373996,0.0020476444695374,1403.841004295154,2047.6444695374948,10.0,18.0,1835.8783892378976,114.423333296262,1.1751609657203663,success
E01001877,3.7502469476875,0.0037502469476875,1910.017560904177,3750.246947687543,19.0,42.0,4784.828596746103,110.7697557615852,1.0770746914962304,success
E01001878,12.4136195975317,0.0124136195975317,6352.156842143277,12413.619597531726,8.0,16.0,1681.5981352805009,95.6098171656676,1.0326465526389104,success
E01001879,38.058206188631104,0.0380582061886311,19029.10309431557,38058.20618863117,16.0,36.0,3067.247870406776,85.2013297335215,1.0503980762783287,success
E01001880,6.0741246707318,0.0060741246707318,3897.7174692110384,6074.124670731827,3.0,3.0,769.8749970295697,247.0113298373749,1.259293234286875,success
E01001881,18.117705082717197,0.0181177050827172,9058.85254135864,18117.70508271728,10.0,22.0,2014.6713242958565,91.57596928617528,1.098808875778862,success
E01001882,30.7104083757348,0.0307104083757348,15355.20418786742,30710.408375734845,15.0,32.0,2452.3193601412195,76.6349800044131,1.0064192479943994,success
E01001883,19.176009500611602,0.0191760095006116,9768.415082733072,19176.009500611675,20.0,43.0,2561.2446598788374,56.72690630158822,1.0027055034947063,success
E01001884,11.247384847132,0.011247384847132,5623.692423566045,11247.384847132093,9.0,16.0,916.993040165695,57.31206501035593,1.0003736583120737,success
E01001885,16.469411583735198,0.0164694115837352,8234.705791867615,16469.411583735226,8.0,14.0,950.719886357264,67.90856331123317,1.1470036492505975,success
E01001886,35.253791801880794,0.0352537918018808,17626.8959009404,35253.79180188081,27.0,56.0,3381.0294663639133,60.375526185069866,1.0755896265542162,success
E01001887,12.0106647741695,0.0120106647741695,6005.332387084799,12010.664774169598,11.0,20.0,1307.6453810248504,65.38226905124252,1.007077667388092,success
E01001888,23.4142581104859,0.0234142581104859,12812.462570480096,23414.258110485905,14.0,29.0,2277.302617882403,83.0771700889597,1.1015402591508847,success
E01001889,4.1766305966955,0.0041766305966955,3337.946917742171,4176.630596695532,4.0,6.0,608.9039094384034,121.65840865356527,1.2487856738648777,success
E01001890,2.9459559172108,0.0029459559172108,2034.4904639013664,2945.955917210824,5.0,7.0,383.8691946694246,66.27544996327178,1.1172526086659689,success
E01001891,9.323528398976599,0.0093235283989766,4774.306114905711,9323.528398976669,16.0,30.0,1635.3047805718472,52.33698337903144,1.0170492766036476,success
E01001892,13.945058728329501,0.0139450587283295,6972.52936416478,13945.05872832956,11.0,20.0,1008.1920243511612,50.409601217558055,1.0032037290129043,success
E01001893,14.5047364730313,0.0145047364730313,7252.368236515696,14504.736473031391,8.0,14.0,1125.2935168466622,80.37810834619016,1.0038371522053524,success
E01001894,12.625411903527501,0.0126254119035275,8252.76296367233,12625.411903527542,20.0,32.0,1939.5553514702951,57.62796886770825,1.05960121802341,success
E01001895,26.7975611374345,0.0267975611374345,14661.239758787848,26797.561137434564,14.0,24.0,2313.356503224929,97.35867140866908,1.0204512039555182,success
E01001896,27.415341937296702,0.0274153419372967,15359.704548381837,27415.34193729673,15.0,34.0,2331.6539562601115,72.57395422998346,1.0215502871976463,success
E01001897,31.0684175329245,0.0310684175329245,15534.20876646226,31068.417532924526,15.0,36.0,2937.131355727888,81.58698210355242,1.0005782597238049,success
E01001898,16.3978643452792,0.0163978643452792,11801.658527900669,16397.864345279235,36.0,55.0,4689.090757268366,82.31150397181689,1.023308111568406,success
E01001899,5.4086926518172,0.0054086926518172,3841.992809089382,5408.692651817293,6.0,7.0,680.9779766414584,96.74472771255184,1.0000322227212242,success
E01001900,7.259995292895099,0.0072599952928951,3889.115173002245,7259.995292895101,9.0,16.0,972.4734203609926,57.8828219561059,1.0021673465204286,success
E01001901,30.2224284440132,0.0302224284440132,15111.214222006613,30222.428444013232,13.0,30.0,2513.776482712353,83.79254942374509,1.0021611427197754,success
E01001902,34.9329339102391,0.0349329339102391,17466.46695511955,34932.9339102391,12.0,26.0,2539.287604906684,97.66490788102632,1.036520271538272,success
E01001903,13.4576454379249,0.0134576454379249,6728.822718962466,13457.645437924932,9.0,18.0,1475.0016689046706,81.94453716137059,1.001101468775476,success
E01001904,8.1435340968253,0.0081435340968253,4071.7670484126593,8143.534096825319,6.0,12.0,1126.2911407730512,93.85759506442092,1.1351367847076168,success
E01001905,27.2531187892667,0.0272531187892667,13626.559394633396,27253.11878926679,9.0,20.0,2405.5541852773526,120.27770926386764,1.0130318590262068,success
E01001906,6.2992195177568,0.0062992195177568,3149.6097588784487,6299.219517756897,6.0,10.0,390.17318764542506,39.01731876454251,1.0003767756297968,success
E01001907,32.4149633424827,0.0324149633424827,16207.481671241369,32414.963342482748,14.0,28.0,2185.2681709135013,78.0452918183393,1.0011002390029986,success
E01001908,25.379348616350597,0.0253793486163506,12689.674308175308,25379.34861635061,7.0,14.0,1151.1589526777132,82.22563947697952,1.0122359003816093,success
E01001909,22.6639656802252,0.0226639656802252,11331.9828401126,22663.9656802252,12.0,24.0,1947.1431346003667,81.13096394168194,1.0971278366271926,success
E01001910,11.849078811181199,0.0118490788111812,10745.088410205624,11849.078811181267,11.0,16.0,962.847462227448,67.16446239629427,1.0522969591379985,success
E01001911,5.5937154173655,0.0055937154173655,2796.857708682764,5593.715417365528,12.0,22.0,880.9505912596082,40.04320869361856,1.0198860066884996,success
E01001912,19.9896408145381,0.0199896408145381,9994.820407269091,19989.64081453818,17.0,32.0,1926.980127981775,60.21812899943048,1.199872193429999,success
E01001913,10.470263363448499,0.0104702633634485,5235.131681724286,10470.26336344857,6.0,12.0,1145.3183388558157,95.4431949046513,1.1345400027462829,success
E01001914,25.8515111179603,0.0258515111179603,13019.819428984534,25851.51111796038,15.0,33.0,1691.381166905931,50.108522336109175,1.0172200446529596,success
E01001915,7.3580091304505,0.0073580091304505,3679.004565225257,7358.00913045051,10.0,24.0,3029.839112121774,126.24329633840732,1.0459743946953255,success
E01001916,6.8061038460729,0.0068061038460729,3403.05192303646,6806.103846072919,9.0,22.0,2428.293341134199,110.37697005155452,1.0508765641048807,success
E01001917,8.016926914314901,0.0080169269143149,4008.4634571574975,8016.926914314998,10.0,18.0,866.0166356559487,48.11203531421936,1.0002369904867416,success
E01001918,19.755415416512797,0.0197554154165128,9877.707708256406,19755.415416512813,7.0,16.0,2076.889364512328,129.8055852820205,1.0066500307907087,success
E01001919,4.5808305913104,0.0045808305913104,2290.415295655236,4580.830591310473,8.0,14.0,661.2540373806809,47.2324312414772,1.0393141766306853,success
E01001920,9.912393160337201,0.0099123931603372,4956.196580168601,9912.3931603372,10.0,20.0,1623.0461753692578,81.1523087684629,1.0651864486054996,success
E01001921,15.444721577742,0.015444721577742,8094.685630409387,15444.721577742095,15.0,29.0,1565.0082960216157,54.682113029193054,1.0000197857463269,success
E01001922,20.416383526052797,0.0204163835260528,10208.191763026403,20416.38352605282,26.0,60.0,3973.9190054250776,66.23198342375125,1.0891451493544166,success
E01001923,19.7706406969842,0.0197706406969842,10149.803054732198,19770.64069698421,23.0,46.0,2206.1779502502336,43.561624146727695,1.0136174575859345,success
E01001924,24.219154209803698,0.0242191542098037,12628.726000409928,24219.154209803724,14.0,26.0,2335.801330492444,81.19797726666384,1.0200653419799115,success
E01001925,16.0754773979576,0.0160754773979576,8155.857808291504,16075.47739795761,12.0,24.0,2276.82059094378,88.85691366579428,1.006830873764764,success
E01001926,34.9787926796268,0.0349787926796268,17489.39633981342,34978.79267962683,18.0,40.0,3169.138458782581,79.22846146956454,1.0281935574088987,success
E01001927,6.5568135975964,0.0065568135975964,3278.406798798233,6556.813597596465,8.0,14.0,1310.1965530220095,93.5854680730007,1.004708812937564,success
E01001928,13.7772557805064,0.0137772557805064,7431.332489552706,13777.255780506464,17.0,30.0,2616.272696138401,74.27341271383526,1.0285195935076925,success
E01001929,45.17691945405,0.04517691945405,22949.67680773081,45176.91945405003,27.0,57.0,3893.7096551253103,65.93291386261616,1.0266361258566843,success
E01001930,11.4434512376534,0.0114434512376534,6041.743215572309,11443.451237653451,24.0,46.0,2897.8294318158146,61.19811565920235,1.0104356379617965,success
E01001931,7.6505121738901005,0.0076505121738901,5191.136080797392,7650.512173890173,6.0,8.0,521.4641487199007,58.97189834559159,1.0035766024493498,success
E01001932,12.3800438163633,0.0123800438163633,7528.661878448377,12380.043816363312,18.0,32.0,2332.692538860008,78.80986911929125,1.005495286927352,success
E01001933,24.6485450312233,0.0246485450312233,12832.781185815758,24648.54503122336,27.0,62.0,4386.078233270217,71.36017328827971,1.0834307489308153,success
E01001934,2.0227667153069,0.0020227667153069,1011.3833576534748,2022.7667153069492,3.0,4.0,367.7030193277998,91.92575483194994,1.0016794584257285,success
E01001935,16.1276004579704,0.0161276004579704,8063.800228985214,16127.600457970428,7.0,18.0,1719.519803483959,95.52887797133106,1.02573249057517,success
E01001937,22.4270813909216,0.0224270813909216,11213.54069546084,22427.08139092167,21.0,50.0,4385.712791354728,87.7142558270946,1.0044877582516232,success
E01001938,10.4140375289361,0.0104140375289361,5207.018764468057,10414.037528936116,7.0,12.0,1077.2415831561857,89.77013192968214,1.0015317205186005,success
E01001939,3.8840492750367,0.0038840492750367,1942.0246375183644,3884.049275036728,9.0,16.0,1253.9952423996317,78.374702649977,1.0485167480995083,success
E01001940,20.4600321381448,0.0204600321381448,15499.56675938558,20460.032138144885,19.0,31.0,1726.3835529103349,62.27751035582165,1.247646615536061,success
E01001941,10.0435881002915,0.0100435881002915,6305.883562958369,10043.58810029151,16.0,27.0,1436.324920295989,56.3624375044007,1.0189493418816604,success
E01001942,17.275493056004997,0.017275493056005,11717.111268984405,17275.493056005023,9.0,18.0,1589.4742240742391,107.80616380837088,1.290721823274228,success
E01001943,13.790419309775599,0.0137904193097756,8406.080404774839,13790.419309775623,38.0,71.0,6104.844083536747,80.89707390652343,1.084464655843532,success
E01001944,21.2718151961723,0.0212718151961723,10635.907598086183,21271.815196172367,6.0,10.0,1410.007280162671,141.0007280162671,1.5193295080000793,success
E01001945,3.9094595175129,0.0039094595175129,1954.7297587564549,3909.459517512909,2.0,2.0,449.0535731142152,224.5267865571076,1.307097022197773,success
E01001946,14.810377718808601,0.0148103777188086,7405.188859404331,14810.37771880866,8.0,18.0,1831.443346178904,101.74685256549468,1.0695637532539564,success
E01001947,2.3028013455255,0.0023028013455255,1151.4006727627686,2302.801345525537,2.0,2.0,126.57642863268858,63.288214316344295,1.0882899047850023,success
E01001948,24.6019738287633,0.0246019738287633,12300.986914381683,24601.973828763363,13.0,32.0,2825.6578661423414,88.30180831694818,1.1127704506841651,success
E01001949,29.6757839528911,0.0296757839528911,15517.08806602095,29675.7839528911,16.0,33.0,2445.740886006358,75.22627317370525,1.0049850493210246,success
E01001950,21.4046402856127,0.0214046402856127,10702.32014280635,21404.640285612702,14.0,28.0,2341.740227377063,83.6335795491808,1.055473432953567,success
E01001951,6.8812244137987,0.0068812244137987,3440.612206899395,6881.22441379879,4.0,6.0,712.0406213853253,118.6734368975542,1.0053342433429973,success
E01001952,23.8805242250458,0.0238805242250458,13363.635348485008,23880.524225045887,21.0,39.0,2258.4252291455587,57.44652942003668,1.0100615612210029,success
E01001953,18.195981475186798,0.0181959814751868,9097.99073759343,18195.981475186865,14.0,28.0,1619.3901535359803,57.83536262628501,1.026346346448581,success
E01001954,4.646904803771,0.004646904803771,2323.452401885528,4646.904803771056,3.0,4.0,399.5538788332717,99.88846970831791,1.000000002567726,success
E01001955,17.5709043047469,0.0175709043047469,8785.452152373487,17570.90430474698,19.0,40.0,3841.242332886081,96.031058322152,1.0733930452577922,success
E01001956,12.035810690039002,0.012035810690039,6017.905345019549,12035.810690039096,12.0,22.0,1608.5154784723034,73.11433993055925,1.0008197553048297,success
E01001957,17.6948394253963,0.0176948394253963,8847.419712698163,17694.839425396327,4.0,6.0,1329.5892566785974,221.5982094464329,1.0251872139088425,success
E01001958,4.56704190319,0.00456704190319,2283.5209515950087,4567.0419031900165,4.0,6.0,209.01080643035164,34.83513440505861,1.0000383331871925,success
E01001959,21.1356112967308,0.0211356112967308,10567.805648365404,21135.611296730807,26.0,56.0,4103.973760019673,73.28524571463701,1.0362101951839713,success
E01001960,24.4847819938302,0.0244847819938302,12242.390996915146,24484.781993830293,11.0,24.0,2028.9421060974707,84.53925442072794,1.0044747637769176,success
E01001961,1.0416066020233998,0.0010416066020234,520.803301011729,1041.606602023458,2.0,2.0,72.70592487590059,36.352962437950296,1.0000103048464233,success
E01002694,9.7644346941641,0.0097644346941641,6019.712745370949,9764.434694164174,10.0,15.0,714.1442894693695,48.91838614092422,1.0225841413305106,success
E01002695,10.950918450884801,0.0109509184508848,7448.55480400275,10950.918450884808,14.0,22.0,1291.870777848578,62.76427427168589,1.0487415543856538,success
E01002696,7.087224678285501,0.0070872246782855,3543.6123391427614,7087.224678285523,7.0,14.0,1047.4128504054206,74.81520360038719,1.095922687466632,success
E01002697,14.4723170590416,0.0144723170590416,9091.47586216499,14472.317059041634,15.0,27.0,1592.1043309034785,62.509764484353376,1.0042465570190393,success
E01002698,12.1016880853064,0.0121016880853064,6112.848716926518,12101.688085306463,11.0,19.0,1318.270377195464,66.588952937779,1.0007429127587073,success
E01002699,16.800611336776498,0.0168006113367765,9627.719197576727,16800.611336776554,13.0,24.0,1531.3128545124518,67.50235210701027,1.0376113053883076,success
E01002700,17.855639786486197,0.0178556397864862,10669.352368975022,17855.639786486212,26.0,49.0,3219.1758300078177,66.3299000488692,1.0767416631236038,success
E01002701,7.7431169779636,0.0077431169779636,5513.600933829456,7743.116977963668,9.0,10.0,643.667035024936,57.29157869319123,1.0016284084949865,success
E01002702,26.3174107644302,0.0263174107644302,13581.821137273544,26317.41076443024,21.0,47.0,3063.366304534512,63.23736570980885,1.0136855392680877,success
E01002703,19.584317138978,0.019584317138978,11621.66304651106,19584.31713897801,14.0,22.0,1681.8656756658472,76.77287445151018,1.0158353881152733,success
E01002704,24.6440093230948,0.0246440093230948,16287.974910279789,24644.0093230949,75.0,143.0,8207.06211214546,58.32577241794071,1.0162816819657967,success
E01002706,18.0272941692752,0.0180272941692752,10870.805009254986,18027.294169275272,24.0,44.0,2479.2448986673758,59.801293772723,1.0006259888447335,success
E01002707,24.7839366141198,0.0247839366141198,17126.568261114975,24783.93661411985,39.0,63.0,2929.18947889537,46.0039210267607,1.0072157137034607,success
E01002708,9.230297969043601,0.0092302979690436,4906.1826892877,9230.297969043697,16.0,31.0,3098.314364802424,102.92799020102996,1.2503806016998866,success
E01002709,12.9371476087484,0.0129371476087484,7401.662547630444,12937.147608748484,9.0,16.0,1051.9929956390613,66.87458293378826,1.222620678088835,success
E01002710,18.9580158774941,0.0189580158774941,9479.00793874708,18958.01587749416,19.0,38.0,2682.9786726075304,70.6047019107245,1.323561979512934,success
E01002711,25.5334367687849,0.0255334367687849,19534.05007210851,25533.436768784984,35.0,56.0,3855.912699948486,65.55377426299536,1.0362311980457024,success
E01002712,7.402221704893299,0.0074022217048933,3701.1108524466895,7402.22170489338,7.0,12.0,865.079602507788,72.08996687564898,1.0001527789562463,success
E01002713,13.791780693365599,0.0137917806933656,6895.890346682799,13791.780693365596,15.0,30.0,1921.0213780448569,64.03404593482857,1.1396519996044572,success
E01002714,22.569258526761697,0.0225692585267617,11402.982329767152,22569.25852676175,14.0,31.0,2559.793189879588,80.83250851330506,1.0418344567412534,success
E01002715,6.2728610310413,0.0062728610310413,3136.430515520651,6272.861031041303,3.0,4.0,362.0573583242818,90.51433958107044,1.00002021734551,success
E01002716,22.087152410338902,0.0220871524103389,11166.484184838047,22087.152410338957,21.0,45.0,2873.55419961305,63.16380500720406,1.131641229449328,success
E01002717,13.6371554606923,0.0136371554606923,6818.577730346176,13637.155460692353,5.0,10.0,1668.628567982669,166.86285679826688,1.315138629678097,success
E01002718,7.2787665821138,0.0072787665821138,3639.3832910569104,7278.766582113823,8.0,14.0,725.1082120582371,51.79344371844549,1.0000228146368264,success
E01002719,5.8253959744701,0.0058253959744701,3044.846475900162,5825.395974470175,7.0,10.0,867.8443913156746,75.60152557605284,1.0071660254509518,success
E01002720,24.181598083035198,0.0241815980830352,13129.605321292673,24181.59808303523,20.0,40.0,2434.105473023053,62.93420795482229,1.1053073130703448,success
E01002721,17.6424356690198,0.0176424356690198,8821.21783450993,17642.435669019855,9.0,18.0,2138.884393542623,118.82691075236797,1.0295712037934432,success
E01002722,21.564927675211397,0.0215649276752114,10782.46383760572,21564.92767521144,10.0,18.0,1838.225117001848,102.12361761121376,1.0208539346916374,success
E01002723,13.676780110663001,0.013676780110663,7280.232193254734,13676.780110663052,13.0,24.0,1413.8899000676497,57.8940065678008,1.011463191052438,success
E01002724,23.867607955111,0.023867607955111,14707.75345737799,23867.60795511101,50.0,97.0,6243.052099414981,66.32945231740254,1.042557145683221,success
