lsoa_code,road_density_km_per_sqkm,road_density,street_density_km_per_sqkm,edge_density_km_per_sqkm,n_nodes,n_edges,total_edge_length,avg_street_length,circuity_avg,status
E01001618,23.1132615528843,0.0231132615528843,11626.960703523177,23113.261552884334,47.0,97.0,7991.295219834106,80.39927664788513,1.0590491500829708,success
E01001619,9.9933057912622,0.0099933057912622,4996.652895631136,9993.305791262266,22.0,42.0,3189.300830721277,75.93573406479234,1.009864000914786,success
E01001620,26.9237255201486,0.0269237255201486,17579.235965610227,26923.725520148622,47.0,86.0,7096.647814128959,78.5355125903287,1.0508239206168857,success
E01001621,9.180636725833999,0.009180636725834,4600.718047468192,9180.636725834036,22.0,45.0,3372.580524007827,73.48307258793633,1.0199655354162025,success
E01001623,12.6828896953994,0.0126828896953994,6341.4448476997095,12682.889695399415,19.0,42.0,3481.8190236604746,82.90045294429703,1.049181588441028,success
E01001624,24.992267241833602,0.0249922672418336,14397.030847736129,24992.267241833684,29.0,59.0,5571.067219235036,94.3901683363166,1.1042631966656151,success
E01001625,28.0769532164106,0.0280769532164106,14448.81657651466,28076.95321641065,44.0,93.0,7429.486946504407,78.02702409225984,1.0232752165867656,success
E01001629,20.3116395888858,0.0203116395888858,11248.203048739411,20311.639588885897,29.0,55.0,4251.456594121868,81.18539671986665,1.04102671616787,success
E01001631,12.2707420471407,0.0122707420471407,7869.731135279801,12270.742047140744,26.0,41.0,2368.512935478706,56.26017327637525,1.0216859247589487,success
E01001632,10.7536874913084,0.0107536874913084,5376.8437456542215,10753.68749130844,9.0,16.0,1305.585396044882,81.59908725280513,1.023766003983286,success
E01001633,17.3948605901724,0.0173948605901724,8697.430295086215,17394.86059017243,12.0,22.0,2005.2085401999725,91.14584273636238,1.089248827435755,success
E01001634,10.236628369202199,0.0102366283692022,5118.31418460114,10236.62836920228,9.0,16.0,1199.012809231499,74.93830057696869,1.0000194881908515,success
E01001635,17.163546860548802,0.0171635468605488,8581.77343027443,17163.546860548868,17.0,32.0,3611.778909321563,112.8680909162988,1.1297801664220752,success
E01001636,22.101992684397597,0.0221019926843976,11225.397505004275,22101.992684397614,13.0,27.0,2677.5564879503904,97.13615402574769,1.3756930323589271,success
E01001637,5.6837010035454005,0.0056837010035454,2841.8505017727502,5683.701003545499,9.0,16.0,1051.0544049662624,65.69090031039141,1.0064799945394711,success
E01001638,29.372107382409098,0.0293721073824091,14686.05369120459,29372.10738240918,27.0,54.0,3082.631204361734,57.08576304373582,1.108898338150615,success
E01001640,26.5627158937714,0.0265627158937714,14700.390922701328,26562.715893771427,29.0,59.0,3585.1120881985084,62.00249511498812,1.054528465521699,success
