lsoa_code,n_oas,population_density,population_density_median,population_density_min,population_density_max,population_density_sd,data_source,density_category
E01003219,0,NA,NA,NA,NA,NA,imputed,Very High
E01003220,0,NA,NA,NA,NA,NA,imputed,Very High
E01003221,0,NA,NA,NA,NA,NA,imputed,Very High
E01003222,0,NA,NA,NA,NA,NA,imputed,Very High
E01003223,0,NA,NA,NA,NA,NA,imputed,Very High
E01003224,0,NA,NA,NA,NA,NA,imputed,Very High
E01003225,0,NA,NA,NA,NA,NA,imputed,Very High
E01003226,0,NA,NA,NA,NA,NA,imputed,Very High
E01003227,0,NA,NA,NA,NA,NA,imputed,Very High
E01003228,0,NA,NA,NA,NA,NA,imputed,Very High
E01003229,0,NA,NA,NA,NA,NA,imputed,Very High
E01003230,0,NA,NA,NA,NA,NA,imputed,Very High
E01003231,0,NA,NA,NA,NA,NA,imputed,Very High
E01003232,0,NA,NA,NA,NA,NA,imputed,Very High
E01003233,0,NA,NA,NA,NA,NA,imputed,Very High
E01003235,0,NA,NA,NA,NA,NA,imputed,Very High
E01003236,0,NA,NA,NA,NA,NA,imputed,Very High
E01003237,0,NA,NA,NA,NA,NA,imputed,Very High
E01003238,0,NA,NA,NA,NA,NA,imputed,Very High
E01003239,0,NA,NA,NA,NA,NA,imputed,Very High
E01003240,0,NA,NA,NA,NA,NA,imputed,Very High
E01003241,0,NA,NA,NA,NA,NA,imputed,Very High
E01003243,0,NA,NA,NA,NA,NA,imputed,Very High
E01003244,0,NA,NA,NA,NA,NA,imputed,Very High
E01003245,0,NA,NA,NA,NA,NA,imputed,Very High
E01003246,0,NA,NA,NA,NA,NA,imputed,Very High
E01003247,0,NA,NA,NA,NA,NA,imputed,Very High
E01003248,0,NA,NA,NA,NA,NA,imputed,Very High
E01003249,0,NA,NA,NA,NA,NA,imputed,Very High
E01003250,0,NA,NA,NA,NA,NA,imputed,Very High
E01003251,0,NA,NA,NA,NA,NA,imputed,Very High
E01003252,0,NA,NA,NA,NA,NA,imputed,Very High
E01003253,0,NA,NA,NA,NA,NA,imputed,Very High
E01003254,0,NA,NA,NA,NA,NA,imputed,Very High
E01003255,0,NA,NA,NA,NA,NA,imputed,Very High
E01003256,0,NA,NA,NA,NA,NA,imputed,Very High
E01003257,0,NA,NA,NA,NA,NA,imputed,Very High
E01003258,0,NA,NA,NA,NA,NA,imputed,Very High
E01003259,0,NA,NA,NA,NA,NA,imputed,Very High
E01003260,0,NA,NA,NA,NA,NA,imputed,Very High
E01003261,0,NA,NA,NA,NA,NA,imputed,Very High
E01003262,0,NA,NA,NA,NA,NA,imputed,Very High
E01003263,0,NA,NA,NA,NA,NA,imputed,Very High
E01003264,0,NA,NA,NA,NA,NA,imputed,Very High
E01003265,0,NA,NA,NA,NA,NA,imputed,Very High
E01003266,0,NA,NA,NA,NA,NA,imputed,Very High
E01003267,0,NA,NA,NA,NA,NA,imputed,Very High
E01003268,0,NA,NA,NA,NA,NA,imputed,Very High
E01003269,0,NA,NA,NA,NA,NA,imputed,Very High
E01003270,0,NA,NA,NA,NA,NA,imputed,Very High
E01003271,0,NA,NA,NA,NA,NA,imputed,Very High
E01003272,0,NA,NA,NA,NA,NA,imputed,Very High
E01003273,0,NA,NA,NA,NA,NA,imputed,Very High
E01003274,0,NA,NA,NA,NA,NA,imputed,Very High
E01003275,0,NA,NA,NA,NA,NA,imputed,Very High
E01003276,0,NA,NA,NA,NA,NA,imputed,Very High
E01003277,0,NA,NA,NA,NA,NA,imputed,Very High
E01003278,0,NA,NA,NA,NA,NA,imputed,Very High
E01003279,0,NA,NA,NA,NA,NA,imputed,Very High
E01003280,0,NA,NA,NA,NA,NA,imputed,Very High
E01003281,0,NA,NA,NA,NA,NA,imputed,Very High
E01003282,0,NA,NA,NA,NA,NA,imputed,Very High
E01003283,0,NA,NA,NA,NA,NA,imputed,Very High
E01003284,0,NA,NA,NA,NA,NA,imputed,Very High
E01003285,0,NA,NA,NA,NA,NA,imputed,Very High
E01003286,0,NA,NA,NA,NA,NA,imputed,Very High
E01003287,0,NA,NA,NA,NA,NA,imputed,Very High
E01003288,0,NA,NA,NA,NA,NA,imputed,Very High
E01003290,0,NA,NA,NA,NA,NA,imputed,Very High
E01003291,0,NA,NA,NA,NA,NA,imputed,Very High
E01003292,0,NA,NA,NA,NA,NA,imputed,Very High
E01003293,0,NA,NA,NA,NA,NA,imputed,Very High
E01003295,0,NA,NA,NA,NA,NA,imputed,Very High
E01003296,0,NA,NA,NA,NA,NA,imputed,Very High
E01003297,0,NA,NA,NA,NA,NA,imputed,Very High
E01003298,0,NA,NA,NA,NA,NA,imputed,Very High
E01003299,0,NA,NA,NA,NA,NA,imputed,Very High
E01003300,0,NA,NA,NA,NA,NA,imputed,Very High
E01003301,0,NA,NA,NA,NA,NA,imputed,Very High
E01003302,0,NA,NA,NA,NA,NA,imputed,Very High
E01003303,0,NA,NA,NA,NA,NA,imputed,Very High
E01003304,0,NA,NA,NA,NA,NA,imputed,Very High
E01003305,0,NA,NA,NA,NA,NA,imputed,Very High
E01003307,0,NA,NA,NA,NA,NA,imputed,Very High
E01003308,0,NA,NA,NA,NA,NA,imputed,Very High
E01003309,0,NA,NA,NA,NA,NA,imputed,Very High
E01003310,0,NA,NA,NA,NA,NA,imputed,Very High
E01003311,0,NA,NA,NA,NA,NA,imputed,Very High
E01003312,0,NA,NA,NA,NA,NA,imputed,Very High
E01003313,0,NA,NA,NA,NA,NA,imputed,Very High
E01003314,0,NA,NA,NA,NA,NA,imputed,Very High
E01003315,0,NA,NA,NA,NA,NA,imputed,Very High
E01003316,0,NA,NA,NA,NA,NA,imputed,Very High
E01003317,0,NA,NA,NA,NA,NA,imputed,Very High
E01003318,0,NA,NA,NA,NA,NA,imputed,Very High
E01003319,0,NA,NA,NA,NA,NA,imputed,Very High
E01003320,0,NA,NA,NA,NA,NA,imputed,Very High
E01003321,0,NA,NA,NA,NA,NA,imputed,Very High
E01003322,0,NA,NA,NA,NA,NA,imputed,Very High
E01003323,0,NA,NA,NA,NA,NA,imputed,Very High
E01003324,0,NA,NA,NA,NA,NA,imputed,Very High
E01003325,0,NA,NA,NA,NA,NA,imputed,Very High
E01003326,0,NA,NA,NA,NA,NA,imputed,Very High
E01003327,0,NA,NA,NA,NA,NA,imputed,Very High
E01003328,0,NA,NA,NA,NA,NA,imputed,Very High
E01003329,0,NA,NA,NA,NA,NA,imputed,Very High
E01003330,0,NA,NA,NA,NA,NA,imputed,Very High
E01003331,0,NA,NA,NA,NA,NA,imputed,Very High
E01003332,0,NA,NA,NA,NA,NA,imputed,Very High
E01003333,0,NA,NA,NA,NA,NA,imputed,Very High
E01003334,0,NA,NA,NA,NA,NA,imputed,Very High
E01003335,0,NA,NA,NA,NA,NA,imputed,Very High
E01003336,0,NA,NA,NA,NA,NA,imputed,Very High
E01003337,0,NA,NA,NA,NA,NA,imputed,Very High
E01003338,0,NA,NA,NA,NA,NA,imputed,Very High
E01003339,0,NA,NA,NA,NA,NA,imputed,Very High
E01003340,0,NA,NA,NA,NA,NA,imputed,Very High
E01003341,0,NA,NA,NA,NA,NA,imputed,Very High
E01003342,0,NA,NA,NA,NA,NA,imputed,Very High
E01003343,0,NA,NA,NA,NA,NA,imputed,Very High
E01003344,0,NA,NA,NA,NA,NA,imputed,Very High
E01003345,0,NA,NA,NA,NA,NA,imputed,Very High
E01003346,0,NA,NA,NA,NA,NA,imputed,Very High
E01003347,0,NA,NA,NA,NA,NA,imputed,Very High
E01003348,0,NA,NA,NA,NA,NA,imputed,Very High
E01003349,0,NA,NA,NA,NA,NA,imputed,Very High
E01003350,0,NA,NA,NA,NA,NA,imputed,Very High
E01003351,0,NA,NA,NA,NA,NA,imputed,Very High
E01003352,0,NA,NA,NA,NA,NA,imputed,Very High
E01003353,0,NA,NA,NA,NA,NA,imputed,Very High
E01003354,0,NA,NA,NA,NA,NA,imputed,Very High
E01003911,0,NA,NA,NA,NA,NA,imputed,Very High
E01003912,0,NA,NA,NA,NA,NA,imputed,Very High
E01003913,0,NA,NA,NA,NA,NA,imputed,Very High
E01003914,0,NA,NA,NA,NA,NA,imputed,Very High
E01003915,0,NA,NA,NA,NA,NA,imputed,Very High
E01003916,0,NA,NA,NA,NA,NA,imputed,Very High
E01003917,0,NA,NA,NA,NA,NA,imputed,Very High
E01003918,0,NA,NA,NA,NA,NA,imputed,Very High
E01003919,0,NA,NA,NA,NA,NA,imputed,Very High
E01003920,0,NA,NA,NA,NA,NA,imputed,Very High
E01003921,0,NA,NA,NA,NA,NA,imputed,Very High
E01003922,0,NA,NA,NA,NA,NA,imputed,Very High
E01003923,0,NA,NA,NA,NA,NA,imputed,Very High
E01003924,0,NA,NA,NA,NA,NA,imputed,Very High
E01003925,0,NA,NA,NA,NA,NA,imputed,Very High
E01003926,0,NA,NA,NA,NA,NA,imputed,Very High
E01003927,0,NA,NA,NA,NA,NA,imputed,Very High
E01003929,0,NA,NA,NA,NA,NA,imputed,Very High
E01003930,0,NA,NA,NA,NA,NA,imputed,Very High
E01003932,0,NA,NA,NA,NA,NA,imputed,Very High
E01003933,0,NA,NA,NA,NA,NA,imputed,Very High
E01003934,0,NA,NA,NA,NA,NA,imputed,Very High
E01003935,0,NA,NA,NA,NA,NA,imputed,Very High
E01003936,0,NA,NA,NA,NA,NA,imputed,Very High
E01003937,0,NA,NA,NA,NA,NA,imputed,Very High
E01003938,0,NA,NA,NA,NA,NA,imputed,Very High
E01003939,0,NA,NA,NA,NA,NA,imputed,Very High
E01003940,0,NA,NA,NA,NA,NA,imputed,Very High
E01003941,0,NA,NA,NA,NA,NA,imputed,Very High
E01003942,0,NA,NA,NA,NA,NA,imputed,Very High
E01003943,0,NA,NA,NA,NA,NA,imputed,Very High
E01003945,0,NA,NA,NA,NA,NA,imputed,Very High
E01003946,0,NA,NA,NA,NA,NA,imputed,Very High
E01003947,0,NA,NA,NA,NA,NA,imputed,Very High
E01003948,0,NA,NA,NA,NA,NA,imputed,Very High
E01003949,0,NA,NA,NA,NA,NA,imputed,Very High
E01003950,0,NA,NA,NA,NA,NA,imputed,Very High
E01003951,0,NA,NA,NA,NA,NA,imputed,Very High
E01003952,0,NA,NA,NA,NA,NA,imputed,Very High
E01003953,0,NA,NA,NA,NA,NA,imputed,Very High
E01003954,0,NA,NA,NA,NA,NA,imputed,Very High
E01003955,0,NA,NA,NA,NA,NA,imputed,Very High
E01003956,0,NA,NA,NA,NA,NA,imputed,Very High
E01003957,0,NA,NA,NA,NA,NA,imputed,Very High
E01003958,0,NA,NA,NA,NA,NA,imputed,Very High
E01003960,0,NA,NA,NA,NA,NA,imputed,Very High
E01003961,0,NA,NA,NA,NA,NA,imputed,Very High
E01003963,0,NA,NA,NA,NA,NA,imputed,Very High
E01003964,0,NA,NA,NA,NA,NA,imputed,Very High
E01003966,0,NA,NA,NA,NA,NA,imputed,Very High
E01003967,0,NA,NA,NA,NA,NA,imputed,Very High
E01003968,0,NA,NA,NA,NA,NA,imputed,Very High
E01003969,0,NA,NA,NA,NA,NA,imputed,Very High
E01003970,0,NA,NA,NA,NA,NA,imputed,Very High
E01003971,0,NA,NA,NA,NA,NA,imputed,Very High
E01003972,0,NA,NA,NA,NA,NA,imputed,Very High
E01003973,0,NA,NA,NA,NA,NA,imputed,Very High
E01003974,0,NA,NA,NA,NA,NA,imputed,Very High
E01003975,0,NA,NA,NA,NA,NA,imputed,Very High
E01003976,0,NA,NA,NA,NA,NA,imputed,Very High
E01003977,0,NA,NA,NA,NA,NA,imputed,Very High
E01003978,0,NA,NA,NA,NA,NA,imputed,Very High
E01003979,0,NA,NA,NA,NA,NA,imputed,Very High
E01003980,0,NA,NA,NA,NA,NA,imputed,Very High
E01003981,0,NA,NA,NA,NA,NA,imputed,Very High
E01003983,0,NA,NA,NA,NA,NA,imputed,Very High
E01003984,0,NA,NA,NA,NA,NA,imputed,Very High
E01003986,0,NA,NA,NA,NA,NA,imputed,Very High
E01003987,0,NA,NA,NA,NA,NA,imputed,Very High
E01003988,0,NA,NA,NA,NA,NA,imputed,Very High
E01003989,0,NA,NA,NA,NA,NA,imputed,Very High
E01003990,0,NA,NA,NA,NA,NA,imputed,Very High
E01003991,0,NA,NA,NA,NA,NA,imputed,Very High
E01003992,0,NA,NA,NA,NA,NA,imputed,Very High
E01003993,0,NA,NA,NA,NA,NA,imputed,Very High
E01003994,0,NA,NA,NA,NA,NA,imputed,Very High
E01003995,0,NA,NA,NA,NA,NA,imputed,Very High
E01003997,0,NA,NA,NA,NA,NA,imputed,Very High
E01003998,0,NA,NA,NA,NA,NA,imputed,Very High
E01003999,0,NA,NA,NA,NA,NA,imputed,Very High
E01004000,0,NA,NA,NA,NA,NA,imputed,Very High
E01004001,0,NA,NA,NA,NA,NA,imputed,Very High
E01004002,0,NA,NA,NA,NA,NA,imputed,Very High
E01004003,0,NA,NA,NA,NA,NA,imputed,Very High
E01004004,0,NA,NA,NA,NA,NA,imputed,Very High
E01004005,0,NA,NA,NA,NA,NA,imputed,Very High
E01004006,0,NA,NA,NA,NA,NA,imputed,Very High
E01004007,0,NA,NA,NA,NA,NA,imputed,Very High
E01004008,0,NA,NA,NA,NA,NA,imputed,Very High
E01004010,0,NA,NA,NA,NA,NA,imputed,Very High
E01004011,0,NA,NA,NA,NA,NA,imputed,Very High
E01004012,0,NA,NA,NA,NA,NA,imputed,Very High
E01004013,0,NA,NA,NA,NA,NA,imputed,Very High
E01004014,0,NA,NA,NA,NA,NA,imputed,Very High
E01004015,0,NA,NA,NA,NA,NA,imputed,Very High
E01004016,0,NA,NA,NA,NA,NA,imputed,Very High
E01004017,0,NA,NA,NA,NA,NA,imputed,Very High
E01004018,0,NA,NA,NA,NA,NA,imputed,Very High
E01004019,0,NA,NA,NA,NA,NA,imputed,Very High
E01004020,0,NA,NA,NA,NA,NA,imputed,Very High
E01004021,0,NA,NA,NA,NA,NA,imputed,Very High
E01004022,0,NA,NA,NA,NA,NA,imputed,Very High
E01004023,0,NA,NA,NA,NA,NA,imputed,Very High
E01004024,0,NA,NA,NA,NA,NA,imputed,Very High
E01004027,0,NA,NA,NA,NA,NA,imputed,Very High
E01004028,0,NA,NA,NA,NA,NA,imputed,Very High
E01004029,0,NA,NA,NA,NA,NA,imputed,Very High
E01004030,0,NA,NA,NA,NA,NA,imputed,Very High
E01004031,0,NA,NA,NA,NA,NA,imputed,Very High
E01004032,0,NA,NA,NA,NA,NA,imputed,Very High
E01004033,0,NA,NA,NA,NA,NA,imputed,Very High
E01004034,0,NA,NA,NA,NA,NA,imputed,Very High
E01004035,0,NA,NA,NA,NA,NA,imputed,Very High
E01004036,0,NA,NA,NA,NA,NA,imputed,Very High
E01004037,0,NA,NA,NA,NA,NA,imputed,Very High
E01004038,0,NA,NA,NA,NA,NA,imputed,Very High
E01004039,0,NA,NA,NA,NA,NA,imputed,Very High
E01004040,0,NA,NA,NA,NA,NA,imputed,Very High
E01004041,0,NA,NA,NA,NA,NA,imputed,Very High
E01004042,0,NA,NA,NA,NA,NA,imputed,Very High
E01004043,0,NA,NA,NA,NA,NA,imputed,Very High
E01004044,0,NA,NA,NA,NA,NA,imputed,Very High
E01004045,0,NA,NA,NA,NA,NA,imputed,Very High
E01004046,0,NA,NA,NA,NA,NA,imputed,Very High
E01004047,0,NA,NA,NA,NA,NA,imputed,Very High
E01004048,0,NA,NA,NA,NA,NA,imputed,Very High
E01004049,0,NA,NA,NA,NA,NA,imputed,Very High
E01004050,0,NA,NA,NA,NA,NA,imputed,Very High
E01004051,0,NA,NA,NA,NA,NA,imputed,Very High
E01004052,0,NA,NA,NA,NA,NA,imputed,Very High
E01004053,0,NA,NA,NA,NA,NA,imputed,Very High
E01004054,0,NA,NA,NA,NA,NA,imputed,Very High
E01004055,0,NA,NA,NA,NA,NA,imputed,Very High
E01004056,0,NA,NA,NA,NA,NA,imputed,Very High
E01004057,0,NA,NA,NA,NA,NA,imputed,Very High
E01004058,0,NA,NA,NA,NA,NA,imputed,Very High
E01004059,0,NA,NA,NA,NA,NA,imputed,Very High
E01004060,0,NA,NA,NA,NA,NA,imputed,Very High
E01004061,0,NA,NA,NA,NA,NA,imputed,Very High
E01004062,0,NA,NA,NA,NA,NA,imputed,Very High
E01004063,0,NA,NA,NA,NA,NA,imputed,Very High
E01004064,0,NA,NA,NA,NA,NA,imputed,Very High
E01004065,0,NA,NA,NA,NA,NA,imputed,Very High
E01004066,0,NA,NA,NA,NA,NA,imputed,Very High
E01004067,0,NA,NA,NA,NA,NA,imputed,Very High
E01004068,0,NA,NA,NA,NA,NA,imputed,Very High
E01004069,0,NA,NA,NA,NA,NA,imputed,Very High
E01004070,0,NA,NA,NA,NA,NA,imputed,Very High
E01004071,0,NA,NA,NA,NA,NA,imputed,Very High
E01004072,0,NA,NA,NA,NA,NA,imputed,Very High
E01004073,0,NA,NA,NA,NA,NA,imputed,Very High
E01004074,0,NA,NA,NA,NA,NA,imputed,Very High
E01004075,0,NA,NA,NA,NA,NA,imputed,Very High
E01004197,0,NA,NA,NA,NA,NA,imputed,Very High
E01004198,0,NA,NA,NA,NA,NA,imputed,Very High
E01004199,0,NA,NA,NA,NA,NA,imputed,Very High
E01004200,0,NA,NA,NA,NA,NA,imputed,Very High
E01004201,0,NA,NA,NA,NA,NA,imputed,Very High
E01004202,0,NA,NA,NA,NA,NA,imputed,Very High
E01004203,0,NA,NA,NA,NA,NA,imputed,Very High
E01004204,0,NA,NA,NA,NA,NA,imputed,Very High
E01004205,0,NA,NA,NA,NA,NA,imputed,Very High
E01004206,0,NA,NA,NA,NA,NA,imputed,Very High
E01004207,0,NA,NA,NA,NA,NA,imputed,Very High
E01004208,0,NA,NA,NA,NA,NA,imputed,Very High
E01004209,0,NA,NA,NA,NA,NA,imputed,Very High
E01004211,0,NA,NA,NA,NA,NA,imputed,Very High
E01004212,0,NA,NA,NA,NA,NA,imputed,Very High
E01004214,0,NA,NA,NA,NA,NA,imputed,Very High
E01004215,0,NA,NA,NA,NA,NA,imputed,Very High
E01004216,0,NA,NA,NA,NA,NA,imputed,Very High
E01004217,0,NA,NA,NA,NA,NA,imputed,Very High
E01004218,0,NA,NA,NA,NA,NA,imputed,Very High
E01004219,0,NA,NA,NA,NA,NA,imputed,Very High
E01004221,0,NA,NA,NA,NA,NA,imputed,Very High
E01004222,0,NA,NA,NA,NA,NA,imputed,Very High
E01004223,0,NA,NA,NA,NA,NA,imputed,Very High
E01004224,0,NA,NA,NA,NA,NA,imputed,Very High
E01004225,0,NA,NA,NA,NA,NA,imputed,Very High
E01004226,0,NA,NA,NA,NA,NA,imputed,Very High
E01004228,0,NA,NA,NA,NA,NA,imputed,Very High
E01004229,0,NA,NA,NA,NA,NA,imputed,Very High
E01004230,0,NA,NA,NA,NA,NA,imputed,Very High
E01004231,0,NA,NA,NA,NA,NA,imputed,Very High
E01004232,0,NA,NA,NA,NA,NA,imputed,Very High
E01004233,0,NA,NA,NA,NA,NA,imputed,Very High
E01004234,0,NA,NA,NA,NA,NA,imputed,Very High
E01004235,0,NA,NA,NA,NA,NA,imputed,Very High
E01004236,0,NA,NA,NA,NA,NA,imputed,Very High
E01004237,0,NA,NA,NA,NA,NA,imputed,Very High
E01004238,0,NA,NA,NA,NA,NA,imputed,Very High
E01004239,0,NA,NA,NA,NA,NA,imputed,Very High
E01004240,0,NA,NA,NA,NA,NA,imputed,Very High
E01004241,0,NA,NA,NA,NA,NA,imputed,Very High
E01004242,0,NA,NA,NA,NA,NA,imputed,Very High
E01004243,0,NA,NA,NA,NA,NA,imputed,Very High
E01004244,0,NA,NA,NA,NA,NA,imputed,Very High
E01004245,0,NA,NA,NA,NA,NA,imputed,Very High
E01004246,0,NA,NA,NA,NA,NA,imputed,Very High
E01004247,0,NA,NA,NA,NA,NA,imputed,Very High
E01004248,0,NA,NA,NA,NA,NA,imputed,Very High
E01004249,0,NA,NA,NA,NA,NA,imputed,Very High
E01004250,0,NA,NA,NA,NA,NA,imputed,Very High
E01004251,0,NA,NA,NA,NA,NA,imputed,Very High
E01004252,0,NA,NA,NA,NA,NA,imputed,Very High
E01004253,0,NA,NA,NA,NA,NA,imputed,Very High
E01004254,0,NA,NA,NA,NA,NA,imputed,Very High
E01004255,0,NA,NA,NA,NA,NA,imputed,Very High
E01004256,0,NA,NA,NA,NA,NA,imputed,Very High
E01004257,0,NA,NA,NA,NA,NA,imputed,Very High
E01004258,0,NA,NA,NA,NA,NA,imputed,Very High
E01004259,0,NA,NA,NA,NA,NA,imputed,Very High
E01004260,0,NA,NA,NA,NA,NA,imputed,Very High
E01004261,0,NA,NA,NA,NA,NA,imputed,Very High
E01004262,0,NA,NA,NA,NA,NA,imputed,Very High
E01004263,0,NA,NA,NA,NA,NA,imputed,Very High
E01004264,0,NA,NA,NA,NA,NA,imputed,Very High
E01004266,0,NA,NA,NA,NA,NA,imputed,Very High
E01004267,0,NA,NA,NA,NA,NA,imputed,Very High
E01004268,0,NA,NA,NA,NA,NA,imputed,Very High
E01004269,0,NA,NA,NA,NA,NA,imputed,Very High
E01004270,0,NA,NA,NA,NA,NA,imputed,Very High
E01004271,0,NA,NA,NA,NA,NA,imputed,Very High
E01004272,0,NA,NA,NA,NA,NA,imputed,Very High
E01004273,0,NA,NA,NA,NA,NA,imputed,Very High
E01004274,0,NA,NA,NA,NA,NA,imputed,Very High
E01004275,0,NA,NA,NA,NA,NA,imputed,Very High
E01004276,0,NA,NA,NA,NA,NA,imputed,Very High
E01004277,0,NA,NA,NA,NA,NA,imputed,Very High
E01004280,0,NA,NA,NA,NA,NA,imputed,Very High
E01004281,0,NA,NA,NA,NA,NA,imputed,Very High
E01004283,0,NA,NA,NA,NA,NA,imputed,Very High
E01004284,0,NA,NA,NA,NA,NA,imputed,Very High
E01004285,0,NA,NA,NA,NA,NA,imputed,Very High
E01004286,0,NA,NA,NA,NA,NA,imputed,Very High
E01004287,0,NA,NA,NA,NA,NA,imputed,Very High
E01004288,0,NA,NA,NA,NA,NA,imputed,Very High
E01004289,0,NA,NA,NA,NA,NA,imputed,Very High
E01004290,0,NA,NA,NA,NA,NA,imputed,Very High
E01004291,0,NA,NA,NA,NA,NA,imputed,Very High
E01004292,0,NA,NA,NA,NA,NA,imputed,Very High
E01004293,0,NA,NA,NA,NA,NA,imputed,Very High
E01004294,0,NA,NA,NA,NA,NA,imputed,Very High
E01004295,0,NA,NA,NA,NA,NA,imputed,Very High
E01004296,0,NA,NA,NA,NA,NA,imputed,Very High
E01004297,0,NA,NA,NA,NA,NA,imputed,Very High
E01004298,0,NA,NA,NA,NA,NA,imputed,Very High
E01004300,0,NA,NA,NA,NA,NA,imputed,Very High
E01004301,0,NA,NA,NA,NA,NA,imputed,Very High
E01004302,0,NA,NA,NA,NA,NA,imputed,Very High
E01004303,0,NA,NA,NA,NA,NA,imputed,Very High
E01004304,0,NA,NA,NA,NA,NA,imputed,Very High
E01004305,0,NA,NA,NA,NA,NA,imputed,Very High
E01004306,0,NA,NA,NA,NA,NA,imputed,Very High
E01004307,0,NA,NA,NA,NA,NA,imputed,Very High
E01004308,0,NA,NA,NA,NA,NA,imputed,Very High
E01004309,0,NA,NA,NA,NA,NA,imputed,Very High
E01004310,0,NA,NA,NA,NA,NA,imputed,Very High
E01004311,0,NA,NA,NA,NA,NA,imputed,Very High
E01004312,0,NA,NA,NA,NA,NA,imputed,Very High
E01004313,0,NA,NA,NA,NA,NA,imputed,Very High
E01004314,0,NA,NA,NA,NA,NA,imputed,Very High
E01004315,0,NA,NA,NA,NA,NA,imputed,Very High
E01004316,0,NA,NA,NA,NA,NA,imputed,Very High
E01004317,0,NA,NA,NA,NA,NA,imputed,Very High
E01004318,0,NA,NA,NA,NA,NA,imputed,Very High
E01004319,0,NA,NA,NA,NA,NA,imputed,Very High
E01004321,0,NA,NA,NA,NA,NA,imputed,Very High
E01004322,0,NA,NA,NA,NA,NA,imputed,Very High
E01004323,0,NA,NA,NA,NA,NA,imputed,Very High
E01004324,0,NA,NA,NA,NA,NA,imputed,Very High
E01004325,0,NA,NA,NA,NA,NA,imputed,Very High
E01004326,0,NA,NA,NA,NA,NA,imputed,Very High
E01004472,0,NA,NA,NA,NA,NA,imputed,Very High
E01004473,0,NA,NA,NA,NA,NA,imputed,Very High
E01004474,0,NA,NA,NA,NA,NA,imputed,Very High
E01004475,0,NA,NA,NA,NA,NA,imputed,Very High
E01004476,0,NA,NA,NA,NA,NA,imputed,Very High
E01004477,0,NA,NA,NA,NA,NA,imputed,Very High
E01004478,0,NA,NA,NA,NA,NA,imputed,Very High
E01004479,0,NA,NA,NA,NA,NA,imputed,Very High
E01004480,0,NA,NA,NA,NA,NA,imputed,Very High
E01004481,0,NA,NA,NA,NA,NA,imputed,Very High
E01004482,0,NA,NA,NA,NA,NA,imputed,Very High
E01004483,0,NA,NA,NA,NA,NA,imputed,Very High
E01004484,0,NA,NA,NA,NA,NA,imputed,Very High
E01004485,0,NA,NA,NA,NA,NA,imputed,Very High
E01004486,0,NA,NA,NA,NA,NA,imputed,Very High
E01004487,0,NA,NA,NA,NA,NA,imputed,Very High
E01004488,0,NA,NA,NA,NA,NA,imputed,Very High
E01004489,0,NA,NA,NA,NA,NA,imputed,Very High
E01004490,0,NA,NA,NA,NA,NA,imputed,Very High
E01004491,0,NA,NA,NA,NA,NA,imputed,Very High
E01004492,0,NA,NA,NA,NA,NA,imputed,Very High
E01004493,0,NA,NA,NA,NA,NA,imputed,Very High
E01004494,0,NA,NA,NA,NA,NA,imputed,Very High
E01004495,0,NA,NA,NA,NA,NA,imputed,Very High
E01004496,0,NA,NA,NA,NA,NA,imputed,Very High
E01004497,0,NA,NA,NA,NA,NA,imputed,Very High
E01004498,0,NA,NA,NA,NA,NA,imputed,Very High
E01004499,0,NA,NA,NA,NA,NA,imputed,Very High
E01004500,0,NA,NA,NA,NA,NA,imputed,Very High
E01004501,0,NA,NA,NA,NA,NA,imputed,Very High
E01004502,0,NA,NA,NA,NA,NA,imputed,Very High
E01004503,0,NA,NA,NA,NA,NA,imputed,Very High
E01004504,0,NA,NA,NA,NA,NA,imputed,Very High
E01004505,0,NA,NA,NA,NA,NA,imputed,Very High
E01004506,0,NA,NA,NA,NA,NA,imputed,Very High
E01004507,0,NA,NA,NA,NA,NA,imputed,Very High
E01004508,0,NA,NA,NA,NA,NA,imputed,Very High
E01004509,0,NA,NA,NA,NA,NA,imputed,Very High
E01004510,0,NA,NA,NA,NA,NA,imputed,Very High
E01004511,0,NA,NA,NA,NA,NA,imputed,Very High
E01004512,0,NA,NA,NA,NA,NA,imputed,Very High
E01004513,0,NA,NA,NA,NA,NA,imputed,Very High
E01004514,0,NA,NA,NA,NA,NA,imputed,Very High
E01004515,0,NA,NA,NA,NA,NA,imputed,Very High
E01004516,0,NA,NA,NA,NA,NA,imputed,Very High
E01004517,0,NA,NA,NA,NA,NA,imputed,Very High
E01004518,0,NA,NA,NA,NA,NA,imputed,Very High
E01004519,0,NA,NA,NA,NA,NA,imputed,Very High
E01004520,0,NA,NA,NA,NA,NA,imputed,Very High
E01004521,0,NA,NA,NA,NA,NA,imputed,Very High
E01004522,0,NA,NA,NA,NA,NA,imputed,Very High
E01004523,0,NA,NA,NA,NA,NA,imputed,Very High
E01004524,0,NA,NA,NA,NA,NA,imputed,Very High
E01004525,0,NA,NA,NA,NA,NA,imputed,Very High
E01004526,0,NA,NA,NA,NA,NA,imputed,Very High
E01004527,0,NA,NA,NA,NA,NA,imputed,Very High
E01004528,0,NA,NA,NA,NA,NA,imputed,Very High
E01004529,0,NA,NA,NA,NA,NA,imputed,Very High
E01004530,0,NA,NA,NA,NA,NA,imputed,Very High
E01004531,0,NA,NA,NA,NA,NA,imputed,Very High
E01004532,0,NA,NA,NA,NA,NA,imputed,Very High
