lsoa_code,n_oas,population_density,population_density_median,population_density_min,population_density_max,population_density_sd,data_source,density_category
E01001917,0,NA,NA,NA,NA,NA,imputed,Very High
E01001918,0,NA,NA,NA,NA,NA,imputed,Very High
E01001919,0,NA,NA,NA,NA,NA,imputed,Very High
E01001920,0,NA,NA,NA,NA,NA,imputed,Very High
E01001921,0,NA,NA,NA,NA,NA,imputed,Very High
E01001922,0,NA,NA,NA,NA,NA,imputed,Very High
E01001923,0,NA,NA,NA,NA,NA,imputed,Very High
E01001924,0,NA,NA,NA,NA,NA,imputed,Very High
E01001925,0,NA,NA,NA,NA,NA,imputed,Very High
E01001926,0,NA,NA,NA,NA,NA,imputed,Very High
E01001927,0,NA,NA,NA,NA,NA,imputed,Very High
E01001928,0,NA,NA,NA,NA,NA,imputed,Very High
E01001929,0,NA,NA,NA,NA,NA,imputed,Very High
E01001930,0,NA,NA,NA,NA,NA,imputed,Very High
E01001931,0,NA,NA,NA,NA,NA,imputed,Very High
E01001932,0,NA,NA,NA,NA,NA,imputed,Very High
E01001933,0,NA,NA,NA,NA,NA,imputed,Very High
E01001934,0,NA,NA,NA,NA,NA,imputed,Very High
E01001935,0,NA,NA,NA,NA,NA,imputed,Very High
E01001937,0,NA,NA,NA,NA,NA,imputed,Very High
E01001938,0,NA,NA,NA,NA,NA,imputed,Very High
E01001939,0,NA,NA,NA,NA,NA,imputed,Very High
E01001940,0,NA,NA,NA,NA,NA,imputed,Very High
E01001941,0,NA,NA,NA,NA,NA,imputed,Very High
E01001942,0,NA,NA,NA,NA,NA,imputed,Very High
E01001943,0,NA,NA,NA,NA,NA,imputed,Very High
E01001944,0,NA,NA,NA,NA,NA,imputed,Very High
E01001945,0,NA,NA,NA,NA,NA,imputed,Very High
E01001946,0,NA,NA,NA,NA,NA,imputed,Very High
E01001947,0,NA,NA,NA,NA,NA,imputed,Very High
E01001948,0,NA,NA,NA,NA,NA,imputed,Very High
E01001949,0,NA,NA,NA,NA,NA,imputed,Very High
E01001950,0,NA,NA,NA,NA,NA,imputed,Very High
E01001951,0,NA,NA,NA,NA,NA,imputed,Very High
E01001952,0,NA,NA,NA,NA,NA,imputed,Very High
E01001953,0,NA,NA,NA,NA,NA,imputed,Very High
E01001954,0,NA,NA,NA,NA,NA,imputed,Very High
E01001955,0,NA,NA,NA,NA,NA,imputed,Very High
E01001956,0,NA,NA,NA,NA,NA,imputed,Very High
E01001957,0,NA,NA,NA,NA,NA,imputed,Very High
E01001958,0,NA,NA,NA,NA,NA,imputed,Very High
E01001959,0,NA,NA,NA,NA,NA,imputed,Very High
E01001960,0,NA,NA,NA,NA,NA,imputed,Very High
E01001961,0,NA,NA,NA,NA,NA,imputed,Very High
E01002694,0,NA,NA,NA,NA,NA,imputed,Very High
E01002695,0,NA,NA,NA,NA,NA,imputed,Very High
E01002696,0,NA,NA,NA,NA,NA,imputed,Very High
E01002697,0,NA,NA,NA,NA,NA,imputed,Very High
E01002698,0,NA,NA,NA,NA,NA,imputed,Very High
E01002699,0,NA,NA,NA,NA,NA,imputed,Very High
E01002700,0,NA,NA,NA,NA,NA,imputed,Very High
E01002701,0,NA,NA,NA,NA,NA,imputed,Very High
E01002702,0,NA,NA,NA,NA,NA,imputed,Very High
E01002703,0,NA,NA,NA,NA,NA,imputed,Very High
E01002704,0,NA,NA,NA,NA,NA,imputed,Very High
E01002706,0,NA,NA,NA,NA,NA,imputed,Very High
E01002707,0,NA,NA,NA,NA,NA,imputed,Very High
E01002708,0,NA,NA,NA,NA,NA,imputed,Very High
E01002709,0,NA,NA,NA,NA,NA,imputed,Very High
E01002710,0,NA,NA,NA,NA,NA,imputed,Very High
E01002711,0,NA,NA,NA,NA,NA,imputed,Very High
E01002712,0,NA,NA,NA,NA,NA,imputed,Very High
E01002713,0,NA,NA,NA,NA,NA,imputed,Very High
E01002714,0,NA,NA,NA,NA,NA,imputed,Very High
E01002715,0,NA,NA,NA,NA,NA,imputed,Very High
E01002716,0,NA,NA,NA,NA,NA,imputed,Very High
E01002717,0,NA,NA,NA,NA,NA,imputed,Very High
E01002718,0,NA,NA,NA,NA,NA,imputed,Very High
E01002719,0,NA,NA,NA,NA,NA,imputed,Very High
E01002720,0,NA,NA,NA,NA,NA,imputed,Very High
E01002721,0,NA,NA,NA,NA,NA,imputed,Very High
E01002722,0,NA,NA,NA,NA,NA,imputed,Very High
E01002723,0,NA,NA,NA,NA,NA,imputed,Very High
E01002724,0,NA,NA,NA,NA,NA,imputed,Very High
E01002725,0,NA,NA,NA,NA,NA,imputed,Very High
E01002726,0,NA,NA,NA,NA,NA,imputed,Very High
E01002727,0,NA,NA,NA,NA,NA,imputed,Very High
E01002728,0,NA,NA,NA,NA,NA,imputed,Very High
E01002729,0,NA,NA,NA,NA,NA,imputed,Very High
E01002730,0,NA,NA,NA,NA,NA,imputed,Very High
E01002731,0,NA,NA,NA,NA,NA,imputed,Very High
E01002732,0,NA,NA,NA,NA,NA,imputed,Very High
E01002733,0,NA,NA,NA,NA,NA,imputed,Very High
E01002734,0,NA,NA,NA,NA,NA,imputed,Very High
E01002735,0,NA,NA,NA,NA,NA,imputed,Very High
E01002736,0,NA,NA,NA,NA,NA,imputed,Very High
E01002737,0,NA,NA,NA,NA,NA,imputed,Very High
E01002738,0,NA,NA,NA,NA,NA,imputed,Very High
E01002739,0,NA,NA,NA,NA,NA,imputed,Very High
E01002740,0,NA,NA,NA,NA,NA,imputed,Very High
E01002741,0,NA,NA,NA,NA,NA,imputed,Very High
E01002742,0,NA,NA,NA,NA,NA,imputed,Very High
E01002743,0,NA,NA,NA,NA,NA,imputed,Very High
E01002744,0,NA,NA,NA,NA,NA,imputed,Very High
E01002745,0,NA,NA,NA,NA,NA,imputed,Very High
E01002747,0,NA,NA,NA,NA,NA,imputed,Very High
E01002748,0,NA,NA,NA,NA,NA,imputed,Very High
E01002749,0,NA,NA,NA,NA,NA,imputed,Very High
E01002751,0,NA,NA,NA,NA,NA,imputed,Very High
E01002752,0,NA,NA,NA,NA,NA,imputed,Very High
E01002753,0,NA,NA,NA,NA,NA,imputed,Very High
E01002754,0,NA,NA,NA,NA,NA,imputed,Very High
E01002755,0,NA,NA,NA,NA,NA,imputed,Very High
E01002756,0,NA,NA,NA,NA,NA,imputed,Very High
E01002757,0,NA,NA,NA,NA,NA,imputed,Very High
E01002758,0,NA,NA,NA,NA,NA,imputed,Very High
E01002759,0,NA,NA,NA,NA,NA,imputed,Very High
E01002760,0,NA,NA,NA,NA,NA,imputed,Very High
E01002762,0,NA,NA,NA,NA,NA,imputed,Very High
E01002763,0,NA,NA,NA,NA,NA,imputed,Very High
E01002764,0,NA,NA,NA,NA,NA,imputed,Very High
E01002765,0,NA,NA,NA,NA,NA,imputed,Very High
E01002766,0,NA,NA,NA,NA,NA,imputed,Very High
E01002767,0,NA,NA,NA,NA,NA,imputed,Very High
E01002768,0,NA,NA,NA,NA,NA,imputed,Very High
E01002769,0,NA,NA,NA,NA,NA,imputed,Very High
E01002770,0,NA,NA,NA,NA,NA,imputed,Very High
E01002771,0,NA,NA,NA,NA,NA,imputed,Very High
E01002772,0,NA,NA,NA,NA,NA,imputed,Very High
E01002773,0,NA,NA,NA,NA,NA,imputed,Very High
E01002774,0,NA,NA,NA,NA,NA,imputed,Very High
E01002775,0,NA,NA,NA,NA,NA,imputed,Very High
E01002776,0,NA,NA,NA,NA,NA,imputed,Very High
E01002777,0,NA,NA,NA,NA,NA,imputed,Very High
E01002778,0,NA,NA,NA,NA,NA,imputed,Very High
E01002779,0,NA,NA,NA,NA,NA,imputed,Very High
E01002780,0,NA,NA,NA,NA,NA,imputed,Very High
E01002781,0,NA,NA,NA,NA,NA,imputed,Very High
E01002782,0,NA,NA,NA,NA,NA,imputed,Very High
E01002783,0,NA,NA,NA,NA,NA,imputed,Very High
E01002784,0,NA,NA,NA,NA,NA,imputed,Very High
E01002785,0,NA,NA,NA,NA,NA,imputed,Very High
E01002786,0,NA,NA,NA,NA,NA,imputed,Very High
E01002787,0,NA,NA,NA,NA,NA,imputed,Very High
E01002788,0,NA,NA,NA,NA,NA,imputed,Very High
E01002789,0,NA,NA,NA,NA,NA,imputed,Very High
E01002790,0,NA,NA,NA,NA,NA,imputed,Very High
E01002791,0,NA,NA,NA,NA,NA,imputed,Very High
E01002792,0,NA,NA,NA,NA,NA,imputed,Very High
E01002793,0,NA,NA,NA,NA,NA,imputed,Very High
E01002794,0,NA,NA,NA,NA,NA,imputed,Very High
E01002795,0,NA,NA,NA,NA,NA,imputed,Very High
E01002796,0,NA,NA,NA,NA,NA,imputed,Very High
E01002797,0,NA,NA,NA,NA,NA,imputed,Very High
E01002798,0,NA,NA,NA,NA,NA,imputed,Very High
E01002799,0,NA,NA,NA,NA,NA,imputed,Very High
E01002800,0,NA,NA,NA,NA,NA,imputed,Very High
E01002801,0,NA,NA,NA,NA,NA,imputed,Very High
E01002802,0,NA,NA,NA,NA,NA,imputed,Very High
E01002803,0,NA,NA,NA,NA,NA,imputed,Very High
E01002804,0,NA,NA,NA,NA,NA,imputed,Very High
E01002805,0,NA,NA,NA,NA,NA,imputed,Very High
E01002806,0,NA,NA,NA,NA,NA,imputed,Very High
E01002807,0,NA,NA,NA,NA,NA,imputed,Very High
E01002808,0,NA,NA,NA,NA,NA,imputed,Very High
E01002809,0,NA,NA,NA,NA,NA,imputed,Very High
E01002810,0,NA,NA,NA,NA,NA,imputed,Very High
E01002811,0,NA,NA,NA,NA,NA,imputed,Very High
E01002812,0,NA,NA,NA,NA,NA,imputed,Very High
E01002813,0,NA,NA,NA,NA,NA,imputed,Very High
E01002814,0,NA,NA,NA,NA,NA,imputed,Very High
E01002815,0,NA,NA,NA,NA,NA,imputed,Very High
E01002816,0,NA,NA,NA,NA,NA,imputed,Very High
E01002817,0,NA,NA,NA,NA,NA,imputed,Very High
E01002818,0,NA,NA,NA,NA,NA,imputed,Very High
E01002819,0,NA,NA,NA,NA,NA,imputed,Very High
E01002820,0,NA,NA,NA,NA,NA,imputed,Very High
E01002821,0,NA,NA,NA,NA,NA,imputed,Very High
E01002822,0,NA,NA,NA,NA,NA,imputed,Very High
E01002823,0,NA,NA,NA,NA,NA,imputed,Very High
E01002824,0,NA,NA,NA,NA,NA,imputed,Very High
E01002825,0,NA,NA,NA,NA,NA,imputed,Very High
E01002826,0,NA,NA,NA,NA,NA,imputed,Very High
E01002827,0,NA,NA,NA,NA,NA,imputed,Very High
E01002828,0,NA,NA,NA,NA,NA,imputed,Very High
E01002829,0,NA,NA,NA,NA,NA,imputed,Very High
E01002830,0,NA,NA,NA,NA,NA,imputed,Very High
E01002831,0,NA,NA,NA,NA,NA,imputed,Very High
E01002832,0,NA,NA,NA,NA,NA,imputed,Very High
E01002833,0,NA,NA,NA,NA,NA,imputed,Very High
E01002834,0,NA,NA,NA,NA,NA,imputed,Very High
E01002835,0,NA,NA,NA,NA,NA,imputed,Very High
E01002836,0,NA,NA,NA,NA,NA,imputed,Very High
E01002837,0,NA,NA,NA,NA,NA,imputed,Very High
E01002838,0,NA,NA,NA,NA,NA,imputed,Very High
E01002839,0,NA,NA,NA,NA,NA,imputed,Very High
E01002840,0,NA,NA,NA,NA,NA,imputed,Very High
E01002841,0,NA,NA,NA,NA,NA,imputed,Very High
E01002842,0,NA,NA,NA,NA,NA,imputed,Very High
E01002843,0,NA,NA,NA,NA,NA,imputed,Very High
E01002844,0,NA,NA,NA,NA,NA,imputed,Very High
E01002845,0,NA,NA,NA,NA,NA,imputed,Very High
E01002846,0,NA,NA,NA,NA,NA,imputed,Very High
E01002847,0,NA,NA,NA,NA,NA,imputed,Very High
E01002848,0,NA,NA,NA,NA,NA,imputed,Very High
E01002849,0,NA,NA,NA,NA,NA,imputed,Very High
E01002850,0,NA,NA,NA,NA,NA,imputed,Very High
E01002851,0,NA,NA,NA,NA,NA,imputed,Very High
E01002852,0,NA,NA,NA,NA,NA,imputed,Very High
E01002853,0,NA,NA,NA,NA,NA,imputed,Very High
E01002854,0,NA,NA,NA,NA,NA,imputed,Very High
E01002855,0,NA,NA,NA,NA,NA,imputed,Very High
E01002856,0,NA,NA,NA,NA,NA,imputed,Very High
E01002857,0,NA,NA,NA,NA,NA,imputed,Very High
E01002858,0,NA,NA,NA,NA,NA,imputed,Very High
E01002859,0,NA,NA,NA,NA,NA,imputed,Very High
E01002860,0,NA,NA,NA,NA,NA,imputed,Very High
E01002861,0,NA,NA,NA,NA,NA,imputed,Very High
E01002862,0,NA,NA,NA,NA,NA,imputed,Very High
E01002863,0,NA,NA,NA,NA,NA,imputed,Very High
E01002864,0,NA,NA,NA,NA,NA,imputed,Very High
E01002865,0,NA,NA,NA,NA,NA,imputed,Very High
E01002866,0,NA,NA,NA,NA,NA,imputed,Very High
E01002867,0,NA,NA,NA,NA,NA,imputed,Very High
E01002868,0,NA,NA,NA,NA,NA,imputed,Very High
E01002869,0,NA,NA,NA,NA,NA,imputed,Very High
E01002870,0,NA,NA,NA,NA,NA,imputed,Very High
E01002871,0,NA,NA,NA,NA,NA,imputed,Very High
E01002872,0,NA,NA,NA,NA,NA,imputed,Very High
E01002873,0,NA,NA,NA,NA,NA,imputed,Very High
E01002874,0,NA,NA,NA,NA,NA,imputed,Very High
E01002875,0,NA,NA,NA,NA,NA,imputed,Very High
E01002876,0,NA,NA,NA,NA,NA,imputed,Very High
E01002877,0,NA,NA,NA,NA,NA,imputed,Very High
E01002878,0,NA,NA,NA,NA,NA,imputed,Very High
E01002879,0,NA,NA,NA,NA,NA,imputed,Very High
E01002880,0,NA,NA,NA,NA,NA,imputed,Very High
E01002881,0,NA,NA,NA,NA,NA,imputed,Very High
E01002882,0,NA,NA,NA,NA,NA,imputed,Very High
E01002883,0,NA,NA,NA,NA,NA,imputed,Very High
E01002884,0,NA,NA,NA,NA,NA,imputed,Very High
E01002885,0,NA,NA,NA,NA,NA,imputed,Very High
E01002886,0,NA,NA,NA,NA,NA,imputed,Very High
E01002887,0,NA,NA,NA,NA,NA,imputed,Very High
E01002888,0,NA,NA,NA,NA,NA,imputed,Very High
E01002889,0,NA,NA,NA,NA,NA,imputed,Very High
E01002890,0,NA,NA,NA,NA,NA,imputed,Very High
E01002891,0,NA,NA,NA,NA,NA,imputed,Very High
E01002892,0,NA,NA,NA,NA,NA,imputed,Very High
E01002893,0,NA,NA,NA,NA,NA,imputed,Very High
E01002894,0,NA,NA,NA,NA,NA,imputed,Very High
E01002895,0,NA,NA,NA,NA,NA,imputed,Very High
E01002896,0,NA,NA,NA,NA,NA,imputed,Very High
E01002897,0,NA,NA,NA,NA,NA,imputed,Very High
E01002898,0,NA,NA,NA,NA,NA,imputed,Very High
E01002899,0,NA,NA,NA,NA,NA,imputed,Very High
E01002900,0,NA,NA,NA,NA,NA,imputed,Very High
E01002901,0,NA,NA,NA,NA,NA,imputed,Very High
E01002902,0,NA,NA,NA,NA,NA,imputed,Very High
E01002903,0,NA,NA,NA,NA,NA,imputed,Very High
E01002904,0,NA,NA,NA,NA,NA,imputed,Very High
E01002905,0,NA,NA,NA,NA,NA,imputed,Very High
E01002906,0,NA,NA,NA,NA,NA,imputed,Very High
E01002907,0,NA,NA,NA,NA,NA,imputed,Very High
E01002908,0,NA,NA,NA,NA,NA,imputed,Very High
E01002909,0,NA,NA,NA,NA,NA,imputed,Very High
E01002910,0,NA,NA,NA,NA,NA,imputed,Very High
E01002911,0,NA,NA,NA,NA,NA,imputed,Very High
E01002912,0,NA,NA,NA,NA,NA,imputed,Very High
E01002913,0,NA,NA,NA,NA,NA,imputed,Very High
E01002914,0,NA,NA,NA,NA,NA,imputed,Very High
E01003013,0,NA,NA,NA,NA,NA,imputed,Very High
E01003014,0,NA,NA,NA,NA,NA,imputed,Very High
E01003015,0,NA,NA,NA,NA,NA,imputed,Very High
E01003016,0,NA,NA,NA,NA,NA,imputed,Very High
E01003017,0,NA,NA,NA,NA,NA,imputed,Very High
E01003018,0,NA,NA,NA,NA,NA,imputed,Very High
E01003019,0,NA,NA,NA,NA,NA,imputed,Very High
E01003020,0,NA,NA,NA,NA,NA,imputed,Very High
E01003021,0,NA,NA,NA,NA,NA,imputed,Very High
E01003022,0,NA,NA,NA,NA,NA,imputed,Very High
E01003023,0,NA,NA,NA,NA,NA,imputed,Very High
E01003024,0,NA,NA,NA,NA,NA,imputed,Very High
E01003025,0,NA,NA,NA,NA,NA,imputed,Very High
E01003026,0,NA,NA,NA,NA,NA,imputed,Very High
E01003027,0,NA,NA,NA,NA,NA,imputed,Very High
E01003028,0,NA,NA,NA,NA,NA,imputed,Very High
E01003029,0,NA,NA,NA,NA,NA,imputed,Very High
E01003030,0,NA,NA,NA,NA,NA,imputed,Very High
E01003031,0,NA,NA,NA,NA,NA,imputed,Very High
E01003032,0,NA,NA,NA,NA,NA,imputed,Very High
E01003033,0,NA,NA,NA,NA,NA,imputed,Very High
E01003034,0,NA,NA,NA,NA,NA,imputed,Very High
E01003035,0,NA,NA,NA,NA,NA,imputed,Very High
E01003036,0,NA,NA,NA,NA,NA,imputed,Very High
E01003037,0,NA,NA,NA,NA,NA,imputed,Very High
E01003038,0,NA,NA,NA,NA,NA,imputed,Very High
E01003039,0,NA,NA,NA,NA,NA,imputed,Very High
E01003040,0,NA,NA,NA,NA,NA,imputed,Very High
E01003041,0,NA,NA,NA,NA,NA,imputed,Very High
E01003042,0,NA,NA,NA,NA,NA,imputed,Very High
E01003043,0,NA,NA,NA,NA,NA,imputed,Very High
E01003044,0,NA,NA,NA,NA,NA,imputed,Very High
E01003045,0,NA,NA,NA,NA,NA,imputed,Very High
E01003046,0,NA,NA,NA,NA,NA,imputed,Very High
E01003047,0,NA,NA,NA,NA,NA,imputed,Very High
E01003048,0,NA,NA,NA,NA,NA,imputed,Very High
E01003049,0,NA,NA,NA,NA,NA,imputed,Very High
E01003050,0,NA,NA,NA,NA,NA,imputed,Very High
E01003051,0,NA,NA,NA,NA,NA,imputed,Very High
E01003052,0,NA,NA,NA,NA,NA,imputed,Very High
E01003053,0,NA,NA,NA,NA,NA,imputed,Very High
E01003054,0,NA,NA,NA,NA,NA,imputed,Very High
E01003055,0,NA,NA,NA,NA,NA,imputed,Very High
E01003056,0,NA,NA,NA,NA,NA,imputed,Very High
E01003057,0,NA,NA,NA,NA,NA,imputed,Very High
E01003058,0,NA,NA,NA,NA,NA,imputed,Very High
E01003059,0,NA,NA,NA,NA,NA,imputed,Very High
E01003060,0,NA,NA,NA,NA,NA,imputed,Very High
E01003061,0,NA,NA,NA,NA,NA,imputed,Very High
E01003062,0,NA,NA,NA,NA,NA,imputed,Very High
E01003063,0,NA,NA,NA,NA,NA,imputed,Very High
E01003064,0,NA,NA,NA,NA,NA,imputed,Very High
E01003065,0,NA,NA,NA,NA,NA,imputed,Very High
E01003066,0,NA,NA,NA,NA,NA,imputed,Very High
E01003067,0,NA,NA,NA,NA,NA,imputed,Very High
E01003068,0,NA,NA,NA,NA,NA,imputed,Very High
E01003069,0,NA,NA,NA,NA,NA,imputed,Very High
E01003070,0,NA,NA,NA,NA,NA,imputed,Very High
E01003071,0,NA,NA,NA,NA,NA,imputed,Very High
E01003072,0,NA,NA,NA,NA,NA,imputed,Very High
E01003073,0,NA,NA,NA,NA,NA,imputed,Very High
E01003074,0,NA,NA,NA,NA,NA,imputed,Very High
E01003075,0,NA,NA,NA,NA,NA,imputed,Very High
E01003076,0,NA,NA,NA,NA,NA,imputed,Very High
E01003077,0,NA,NA,NA,NA,NA,imputed,Very High
E01003078,0,NA,NA,NA,NA,NA,imputed,Very High
E01003079,0,NA,NA,NA,NA,NA,imputed,Very High
E01003080,0,NA,NA,NA,NA,NA,imputed,Very High
E01003081,0,NA,NA,NA,NA,NA,imputed,Very High
E01003082,0,NA,NA,NA,NA,NA,imputed,Very High
E01003083,0,NA,NA,NA,NA,NA,imputed,Very High
E01003084,0,NA,NA,NA,NA,NA,imputed,Very High
E01003085,0,NA,NA,NA,NA,NA,imputed,Very High
E01003086,0,NA,NA,NA,NA,NA,imputed,Very High
E01003087,0,NA,NA,NA,NA,NA,imputed,Very High
E01003088,0,NA,NA,NA,NA,NA,imputed,Very High
E01003089,0,NA,NA,NA,NA,NA,imputed,Very High
E01003090,0,NA,NA,NA,NA,NA,imputed,Very High
E01003091,0,NA,NA,NA,NA,NA,imputed,Very High
E01003092,0,NA,NA,NA,NA,NA,imputed,Very High
E01003093,0,NA,NA,NA,NA,NA,imputed,Very High
E01003094,0,NA,NA,NA,NA,NA,imputed,Very High
E01003095,0,NA,NA,NA,NA,NA,imputed,Very High
E01003096,0,NA,NA,NA,NA,NA,imputed,Very High
E01003097,0,NA,NA,NA,NA,NA,imputed,Very High
E01003098,0,NA,NA,NA,NA,NA,imputed,Very High
E01003099,0,NA,NA,NA,NA,NA,imputed,Very High
E01003100,0,NA,NA,NA,NA,NA,imputed,Very High
E01003101,0,NA,NA,NA,NA,NA,imputed,Very High
E01003102,0,NA,NA,NA,NA,NA,imputed,Very High
E01003104,0,NA,NA,NA,NA,NA,imputed,Very High
E01003105,0,NA,NA,NA,NA,NA,imputed,Very High
E01003106,0,NA,NA,NA,NA,NA,imputed,Very High
E01003107,0,NA,NA,NA,NA,NA,imputed,Very High
E01003108,0,NA,NA,NA,NA,NA,imputed,Very High
E01003109,0,NA,NA,NA,NA,NA,imputed,Very High
E01003110,0,NA,NA,NA,NA,NA,imputed,Very High
E01003111,0,NA,NA,NA,NA,NA,imputed,Very High
E01003112,0,NA,NA,NA,NA,NA,imputed,Very High
E01003113,0,NA,NA,NA,NA,NA,imputed,Very High
E01003114,0,NA,NA,NA,NA,NA,imputed,Very High
E01003115,0,NA,NA,NA,NA,NA,imputed,Very High
E01003116,0,NA,NA,NA,NA,NA,imputed,Very High
E01003117,0,NA,NA,NA,NA,NA,imputed,Very High
E01003118,0,NA,NA,NA,NA,NA,imputed,Very High
E01003119,0,NA,NA,NA,NA,NA,imputed,Very High
E01003120,0,NA,NA,NA,NA,NA,imputed,Very High
E01003121,0,NA,NA,NA,NA,NA,imputed,Very High
E01003122,0,NA,NA,NA,NA,NA,imputed,Very High
E01003123,0,NA,NA,NA,NA,NA,imputed,Very High
E01003124,0,NA,NA,NA,NA,NA,imputed,Very High
E01003125,0,NA,NA,NA,NA,NA,imputed,Very High
E01003126,0,NA,NA,NA,NA,NA,imputed,Very High
E01003127,0,NA,NA,NA,NA,NA,imputed,Very High
E01003128,0,NA,NA,NA,NA,NA,imputed,Very High
E01003129,0,NA,NA,NA,NA,NA,imputed,Very High
E01003130,0,NA,NA,NA,NA,NA,imputed,Very High
E01003131,0,NA,NA,NA,NA,NA,imputed,Very High
E01003132,0,NA,NA,NA,NA,NA,imputed,Very High
E01003133,0,NA,NA,NA,NA,NA,imputed,Very High
E01003134,0,NA,NA,NA,NA,NA,imputed,Very High
E01003135,0,NA,NA,NA,NA,NA,imputed,Very High
E01003136,0,NA,NA,NA,NA,NA,imputed,Very High
E01003137,0,NA,NA,NA,NA,NA,imputed,Very High
E01003138,0,NA,NA,NA,NA,NA,imputed,Very High
E01003139,0,NA,NA,NA,NA,NA,imputed,Very High
E01003140,0,NA,NA,NA,NA,NA,imputed,Very High
E01003141,0,NA,NA,NA,NA,NA,imputed,Very High
E01003142,0,NA,NA,NA,NA,NA,imputed,Very High
E01003143,0,NA,NA,NA,NA,NA,imputed,Very High
E01003144,0,NA,NA,NA,NA,NA,imputed,Very High
E01003145,0,NA,NA,NA,NA,NA,imputed,Very High
E01003146,0,NA,NA,NA,NA,NA,imputed,Very High
E01003147,0,NA,NA,NA,NA,NA,imputed,Very High
E01003148,0,NA,NA,NA,NA,NA,imputed,Very High
E01003149,0,NA,NA,NA,NA,NA,imputed,Very High
E01003150,0,NA,NA,NA,NA,NA,imputed,Very High
E01003151,0,NA,NA,NA,NA,NA,imputed,Very High
E01003152,0,NA,NA,NA,NA,NA,imputed,Very High
E01003153,0,NA,NA,NA,NA,NA,imputed,Very High
E01003154,0,NA,NA,NA,NA,NA,imputed,Very High
E01003155,0,NA,NA,NA,NA,NA,imputed,Very High
E01003156,0,NA,NA,NA,NA,NA,imputed,Very High
E01003157,0,NA,NA,NA,NA,NA,imputed,Very High
E01003158,0,NA,NA,NA,NA,NA,imputed,Very High
E01003159,0,NA,NA,NA,NA,NA,imputed,Very High
E01003160,0,NA,NA,NA,NA,NA,imputed,Very High
E01003161,0,NA,NA,NA,NA,NA,imputed,Very High
E01003162,0,NA,NA,NA,NA,NA,imputed,Very High
E01003163,0,NA,NA,NA,NA,NA,imputed,Very High
E01003164,0,NA,NA,NA,NA,NA,imputed,Very High
E01003165,0,NA,NA,NA,NA,NA,imputed,Very High
E01003166,0,NA,NA,NA,NA,NA,imputed,Very High
E01003167,0,NA,NA,NA,NA,NA,imputed,Very High
E01003168,0,NA,NA,NA,NA,NA,imputed,Very High
E01003169,0,NA,NA,NA,NA,NA,imputed,Very High
E01003170,0,NA,NA,NA,NA,NA,imputed,Very High
E01003171,0,NA,NA,NA,NA,NA,imputed,Very High
E01003172,0,NA,NA,NA,NA,NA,imputed,Very High
E01003173,0,NA,NA,NA,NA,NA,imputed,Very High
E01003174,0,NA,NA,NA,NA,NA,imputed,Very High
E01003175,0,NA,NA,NA,NA,NA,imputed,Very High
E01003176,0,NA,NA,NA,NA,NA,imputed,Very High
E01003177,0,NA,NA,NA,NA,NA,imputed,Very High
E01003178,0,NA,NA,NA,NA,NA,imputed,Very High
E01003179,0,NA,NA,NA,NA,NA,imputed,Very High
E01003180,0,NA,NA,NA,NA,NA,imputed,Very High
E01003181,0,NA,NA,NA,NA,NA,imputed,Very High
E01003182,0,NA,NA,NA,NA,NA,imputed,Very High
E01003183,0,NA,NA,NA,NA,NA,imputed,Very High
E01003184,0,NA,NA,NA,NA,NA,imputed,Very High
E01003185,0,NA,NA,NA,NA,NA,imputed,Very High
E01003186,0,NA,NA,NA,NA,NA,imputed,Very High
E01003187,0,NA,NA,NA,NA,NA,imputed,Very High
E01003188,0,NA,NA,NA,NA,NA,imputed,Very High
E01003189,0,NA,NA,NA,NA,NA,imputed,Very High
E01003190,0,NA,NA,NA,NA,NA,imputed,Very High
E01003191,0,NA,NA,NA,NA,NA,imputed,Very High
E01003192,0,NA,NA,NA,NA,NA,imputed,Very High
E01003193,0,NA,NA,NA,NA,NA,imputed,Very High
E01003194,0,NA,NA,NA,NA,NA,imputed,Very High
E01003195,0,NA,NA,NA,NA,NA,imputed,Very High
E01003196,0,NA,NA,NA,NA,NA,imputed,Very High
E01003197,0,NA,NA,NA,NA,NA,imputed,Very High
E01003198,0,NA,NA,NA,NA,NA,imputed,Very High
E01003199,0,NA,NA,NA,NA,NA,imputed,Very High
E01003200,0,NA,NA,NA,NA,NA,imputed,Very High
E01003201,0,NA,NA,NA,NA,NA,imputed,Very High
E01003202,0,NA,NA,NA,NA,NA,imputed,Very High
E01003203,0,NA,NA,NA,NA,NA,imputed,Very High
E01003204,0,NA,NA,NA,NA,NA,imputed,Very High
E01003205,0,NA,NA,NA,NA,NA,imputed,Very High
E01003206,0,NA,NA,NA,NA,NA,imputed,Very High
E01003207,0,NA,NA,NA,NA,NA,imputed,Very High
E01003209,0,NA,NA,NA,NA,NA,imputed,Very High
E01003210,0,NA,NA,NA,NA,NA,imputed,Very High
E01003211,0,NA,NA,NA,NA,NA,imputed,Very High
E01003212,0,NA,NA,NA,NA,NA,imputed,Very High
E01003213,0,NA,NA,NA,NA,NA,imputed,Very High
E01003214,0,NA,NA,NA,NA,NA,imputed,Very High
E01003215,0,NA,NA,NA,NA,NA,imputed,Very High
E01003216,0,NA,NA,NA,NA,NA,imputed,Very High
E01003217,0,NA,NA,NA,NA,NA,imputed,Very High
E01003218,0,NA,NA,NA,NA,NA,imputed,Very High
