lsoa_code,borough,imd_score,imd_quintile,lsoa_name,ptal_score,ptal_category,ptal_original,accessibility_index,ai_median,ai_min,ai_max,data_source,ptal_score_z,ai_z
E01000865,Camden,13.236,Q1_Least,NA,4.768421052631579,Very Good,NA,27.016867417076423,26.784864533522633,NA,NA,imputed,0.49694126630312274,0.5217473962792468
E01000871,Camden,14.237,Q1_Least,Camden 005A,2,Poor,2,8.19961908452,8.08389070692,2.68286477977,15.7099718815,measured,-1.2874476166464521,-0.8754453136260553
E01000873,Camden,8.615,Q1_Least,Camden 005C,2,Poor,2,8.40938233873,7.92112946748,3.01748764567,15.1808415159,measured,-1.2874476166464521,-0.8598702579957825
E01000874,Camden,4.907,Q1_Least,Camden 005D,5,Very Good,5,22.5183128349,23.5948613831,8.18100569995,26.220326332,measured,0.6462057355992847,0.1877268446955451
E01000877,Camden,11.158,Q1_Least,Camden 005E,3,Moderate,3,13.5383508726,10.3831806787,8.6057804153,21.819093803,measured,-0.6428964992312065,-0.47904106776511446
E01000878,Camden,5.647,Q1_Least,Camden 004A,3,Moderate,3,10.0818507832,7.98314892471,3.84522331886,23.2572994355,measured,-0.6428964992312065,-0.7356884075539606
E01000879,Camden,5.877,Q1_Least,Camden 004B,5,Very Good,5,21.3163390161,20.0134701883,11.7592907735,31.2057928189,measured,0.6462057355992847,0.09847952078055873
E01000880,Camden,6.105,Q1_Least,Camden 004C,4,Good,4,19.4523854441,15.7547889602,3.83623915963,38.4542172699,measured,0.0016546181840391264,-0.03992022270874553
E01000881,Camden,13.429,Q1_Least,Camden 008A,6,Excellent,6a,31.3414084369,32.2052064758,23.9578128036,38.4098239247,measured,1.2907568530145304,0.8428473296914067
E01000883,Camden,9.536,Q1_Least,Camden 008C,6,Excellent,6a,34.8611035723,34.8758233297,27.8565990046,40.2584940432,measured,1.2907568530145304,1.1041869420172832
E01000895,Camden,8.367,Q1_Least,Camden 002C,3,Moderate,3,14.2393256274,14.2195943574,10.6021724685,16.7432492234,measured,-0.6428964992312065,-0.4269932444104253
E01000896,Camden,5.734,Q1_Least,Camden 002D,4,Good,4,16.2986927245,16.6789405834,12.2952833344,21.1103636374,measured,0.0016546181840391264,-0.2740839218444482
E01000912,Camden,22.316,Q3,Camden 001D,2,Poor,2,6.57074487295,4.72489475073,0,23.1903042754,measured,-1.2874476166464521,-0.9963902644253078
E01000915,Camden,23.058,Q3,Camden 027A,6.5,Excellent,6b,42.1473546686,41.5296596501,37.5718196317,47.8845216287,measured,1.6130324117221533,1.6451957406670072
E01000919,Camden,21.741,Q3,Camden 028D,6.5,Excellent,6b,78.3685527574,78.2434566712,69.3358231649,86.6080390977,measured,1.6130324117221533,4.334642838314565
E01000922,Camden,21.717,Q3,Camden 007E,5,Very Good,5,22.7197522013,22.8499060164,6.60162474955,28.094208493,measured,0.6462057355992847,0.20268384633829195
E01000929,Camden,25.374,Q3,Camden 020A,5,Very Good,5,20.6628453943,20.512433962,19.1068054674,23.2916873578,measured,0.6462057355992847,0.049957201883971805
E01000930,Camden,30.755,Q4,Camden 020B,5,Very Good,5,23.538499055,23.583660528,19.7018957644,27.767309255,measured,0.6462057355992847,0.2634763232738466
E01000937,Camden,14.324,Q1_Least,Camden 029G,6.5,Excellent,6b,48.127717099,49.0691491313,28.6813272444,60.4768857596,measured,1.6130324117221533,2.089241471619598
E01000949,Camden,19.618,Q2,Camden 023C,5,Very Good,5,24.4156671298,22.9923049326,17.2656684698,35.0576270347,measured,0.6462057355992847,0.3286066131978957
E01000960,Camden,16.477,Q2,Camden 017A,6,Excellent,6a,36.863477296,38.1913860439,27.6458708928,46.0832357012,measured,1.2907568530145304,1.2528644701986569
E01000969,Camden,6.278,Q1_Least,Camden 010A,6,Excellent,6a,27.2614510784,26.178777195,17.3732205426,34.0086027582,measured,1.2907568530145304,0.5399078893823755
E01001583,Greenwich,13.467,Q1_Least,Greenwich 021C,2,Poor,2,9.93252186568,9.60504603921,3.1640470744,17.8760442612,measured,-1.2874476166464521,-0.7467761750771226
E01001585,Greenwich,12.942,Q1_Least,Greenwich 016B,3,Moderate,3,11.4319099963,11.9442483502,4.82759271892,19.0768605542,measured,-0.6428964992312065,-0.6354456485093098
E01001586,Greenwich,24.143,Q3,Greenwich 016C,3,Moderate,3,13.6058647243,14.7991126901,7.72239067236,18.0918093559,measured,-0.6428964992312065,-0.4740281211458331
E01001595,Greenwich,23.247,Q3,Greenwich 012D,2,Poor,2,9.73684588034,9.22756409896,6.20437431086,14.449469667,measured,-1.2874476166464521,-0.7613052419942855
E01001596,Greenwich,9.357,Q1_Least,Greenwich 032A,1.5,Very Poor,1b,4.64027771897,4.04502144566,2.8480363641,7.83951623278,measured,-1.609723175354075,-1.1397286838681708
E01001608,Greenwich,14.25,Q1_Least,Greenwich 027C,2,Poor,2,7.8850431789,6.03105974473,0,18.2484707557,measured,-1.2874476166464521,-0.8988027755820464
E01001609,Greenwich,21.984,Q3,Greenwich 027D,4,Good,4,18.8067886253,19.2389937132,11.9384005,23.7488418335,measured,0.0016546181840391264,-0.08785619893778787
E01001631,Greenwich,34.131,Q5_Most,Greenwich 007B,6,Excellent,6a,25.9389205124,26.0556378688,20.1152305349,33.6761418507,measured,1.2907568530145304,0.44170914997130367
E01001640,Greenwich,30.555,Q4,NA,2.60546875,Moderate,NA,10.69317001786039,10.546891741277266,NA,NA,imputed,-0.8971920572739401,-0.6902975638451796
E01001645,Greenwich,27.85,Q4,Greenwich 022A,1.5,Very Poor,1b,4.58447818144,4.24240515286,2.04803647988,11.8652698885,measured,-1.609723175354075,-1.1438718351767563
E01001648,Greenwich,19.236,Q2,Greenwich 022C,1.5,Very Poor,1b,4.51251283534,3.44879094899,0,10.0126834038,measured,-1.609723175354075,-1.1492153080990306
E01001650,Greenwich,31.966,Q4,Greenwich 019B,2,Poor,2,7.02865124401,7.26777104676,3.95476357637,11.7151037352,measured,-1.2874476166464521,-0.9623904238451464
E01001660,Greenwich,33.571,Q4,Greenwich 029D,1.5,Very Poor,1b,4.04123434792,3.37179846091,1.83135961555,7.92253093046,measured,-1.609723175354075,-1.1842080368615664
E01001666,Greenwich,25.344,Q3,Greenwich 041G,3,Moderate,3,11.9713627224,13.2599725449,0,17.2204667057,measured,-0.6428964992312065,-0.5953909389723462
E01001705,Greenwich,32.594,Q4,Greenwich 005A,4,Good,4,16.2305929071,15.6588915729,10.7956462293,30.3460728431,measured,0.0016546181840391264,-0.279140376791293
E01001710,Greenwich,33.511,Q4,Greenwich 005D,3,Moderate,3,14.943546489,15.1491452807,12.2218057546,17.8890385959,measured,-0.6428964992312065,-0.3747043955520929
E01001715,Hackney,28.349,Q4,Hackney 007A,6,Excellent,6a,30.4643099418,30.5961901859,23.5307344669,35.2016284355,measured,1.2907568530145304,0.7777222061045329
E01001719,Hackney,35.72,Q5_Most,Hackney 007E,3,Moderate,3,13.2904491372,11.1764462084,9.95927522862,19.6837035404,measured,-0.6428964992312065,-0.49744792998813636
E01001799,Hackney,26.539,Q3,Hackney 003A,3,Moderate,3,10.4982467955,11.626860346500001,5.13635575109,13.4129505806,measured,-0.6428964992312065,-0.7047707376302114
E01001830,Hackney,32.425,Q4,Hackney 014C,4,Good,4,16.3833468393,17.5212462762,12.4762964541,19.7652838871,measured,0.0016546181840391264,-0.2677982997401042
E01001835,Hackney,21.313,Q3,Hackney 014F,4,Good,4,16.8687563556,16.8751101806,13.001614468,20.5133451458,measured,0.0016546181840391264,-0.2317563330557607
E01001836,Hackney,26.182,Q3,Hackney 022A,2,Poor,2,6.34653597078,6.13865907222,5.53376099703,7.24426839439,measured,-1.2874476166464521,-1.0130379186450698
E01001851,Hammersmith and Fulham,13.267,Q1_Least,Hammersmith and Fulham 010A,5,Very Good,5,21.9524380812,23.5493932624,9.21427946725,35.3161475965,measured,0.6462057355992847,0.14571028272983033
E01001866,Hammersmith and Fulham,14.104,Q1_Least,Hammersmith and Fulham 012A,5,Very Good,5,22.3245041542,24.8523120928,9.30802256287,28.6530416369,measured,0.6462057355992847,0.17333642634081114
E01001888,Hammersmith and Fulham,10.795,Q1_Least,Hammersmith and Fulham 018A,3,Moderate,3,11.2537237694,9.75850559607,6.74954455472,24.7306182405,measured,-0.6428964992312065,-0.6486760896891436
E01001890,Hammersmith and Fulham,13.675,Q1_Least,Hammersmith and Fulham 016C,5,Very Good,5,23.2552017428,22.8289420997,19.4772846764,28.3666098691,measured,0.6462057355992847,0.24244131686131076
E01001911,Hammersmith and Fulham,34.648,Q5_Most,Hammersmith and Fulham 015D,5,Very Good,5,22.2291908137,20.4736761045,16.8675988879,28.6360541565,measured,0.6462057355992847,0.16625934991870134
E01001958,Hammersmith and Fulham,38.666,Q5_Most,Hammersmith and Fulham 002C,4,Good,4,17.6436175998,18.2924544166,11.3898253713,20.5870281913,measured,0.0016546181840391264,-0.1742223906614685
E01001959,Hammersmith and Fulham,40.084,Q5_Most,Hammersmith and Fulham 003C,4,Good,4,18.469741773,18.4311454867,13.627674954,23.2649406899,measured,0.0016546181840391264,-0.11288214304011111
E01001961,Hammersmith and Fulham,41.84,Q5_Most,Hammersmith and Fulham 002D,4,Good,4,16.3580986072,15.5344013745,13.6912087866,18.9310843664,measured,0.0016546181840391264,-0.26967299710311265
E01002701,Islington,27.789,Q4,Islington 023A,6,Excellent,6a,30.3352104723,27.7601043572,24.8991553928,46.1659591469,measured,1.2907568530145304,0.7681364880202385
E01002706,Islington,24.912,Q3,Islington 023E,6.5,Excellent,6b,40.9838096845,44.1159511785,27.8907537264,52.4870095107,measured,1.6130324117221533,1.558801782278377
E01002707,Islington,25.684,Q3,Islington 022B,5,Very Good,5,24.3821194943,26.9024273984,15.9504053681,31.709721043,measured,0.6462057355992847,0.3261156798304456
E01002723,Islington,28.536,Q4,Islington 022C,6,Excellent,6a,32.933055402,32.4777642785,19.2503302729,46.1722605163,measured,1.2907568530145304,0.9610281336580034
E01002725,Islington,29.084,Q4,Islington 022E,6.5,Excellent,6b,45.2252151826,44.2375061294,40.5026969294,50.6091875298,measured,1.6130324117221533,1.8737288500922555
E01002727,Islington,26.051,Q3,Islington 021C,6,Excellent,6a,25.3913673298,25.6944972873,17.997771098,35.1607347216,measured,1.2907568530145304,0.4010529763643186
E01002728,Islington,27.235,Q3,Islington 021D,6.5,Excellent,6b,56.0891868847,57.1363068304,46.1467759783,65.5586118979,measured,1.6130324117221533,2.6803856893140536
E01002730,Islington,30.4,Q4,Islington 007A,6,Excellent,6a,35.0736137402,37.1678573733,21.6333342693,42.594861251,measured,1.2907568530145304,1.119965957743877
E01002735,Islington,33.51,Q4,Islington 003A,6.5,Excellent,6b,43.980769381,42.4647917004,32.9125697656,63.7578371695,measured,1.6130324117221533,1.781327954321563
E01002738,Islington,24.682,Q3,Islington 009A,4,Good,4,18.0280354709,19.4096156658,8.01786529517,27.233020705,measured,0.0016546181840391264,-0.14567911815073845
E01002742,Islington,15.801,Q2,Islington 006A,5,Very Good,5,23.1808375844,21.7243832553,18.893355689,30.2135295017,measured,0.6462057355992847,0.23691973059330354
E01002747,Islington,13.325,Q1_Least,Islington 006B,6,Excellent,6a,35.2723665295,34.3337907534,28.6258930451,43.9485202918,measured,1.2907568530145304,1.1347234793206553
E01002749,Islington,22.829,Q3,Islington 006D,5,Very Good,5,23.304638994,24.8874770444,15.3111906245,28.6667826249,measured,0.6462057355992847,0.24611206434540978
E01002752,Islington,22.426,Q3,Islington 009E,4,Good,4,17.9873636374,17.2781844168,15.8297726181,20.4980718818,measured,0.0016546181840391264,-0.14869902777091196
E01002756,Islington,27.776,Q4,Islington 001B,3,Moderate,3,12.7306710774,12.3452418421,11.6595286657,15.0793895727,measured,-0.6428964992312065,-0.5390118085369634
E01002762,Islington,20.717,Q2,Islington 011C,6,Excellent,6a,25.8711445698,24.3322248941,20.2989684557,34.2157937314,measured,1.2907568530145304,0.436676742935263
E01002763,Islington,33.113,Q4,Islington 007D,6,Excellent,6a,28.1191659019,28.3016854885,21.0915448666,33.757610034,measured,1.2907568530145304,0.6035937629698824
E01002769,Islington,20.118,Q2,Islington 008A,3,Moderate,3,14.1900104786,13.5823327584,6.03010559446,28.7372121935,measured,-0.6428964992312065,-0.43065492571332037
E01002779,Islington,18.595,Q2,Islington 012C,4,Good,4,15.286173661,15.8316039425,11.5265995033,18.3443248197,measured,0.0016546181840391264,-0.34926410914711276
E01002789,Islington,13.703,Q1_Least,Islington 008D,4,Good,4,15.1016650317,13.7664129474,10.1745905218,23.5126507692,measured,0.0016546181840391264,-0.36296399274415075
E01002818,Kensington and Chelsea,12.656,Q1_Least,Kensington and Chelsea 012A,6,Excellent,6a,29.6733976607,29.7674864794,19.9798734514,36.9726233622,measured,1.2907568530145304,0.7189964639663696
E01002824,Kensington and Chelsea,10.045,Q1_Least,Kensington and Chelsea 008A,5,Very Good,5,23.2851720381,23.7043866831,16.6595296961,29.058016069,measured,0.6462057355992847,0.2446666304335625
E01002825,Kensington and Chelsea,9.697,Q1_Least,Kensington and Chelsea 008B,5,Very Good,5,20.5730251914,21.9634195551,3.53737732308,26.1091197725,measured,0.6462057355992847,0.043287994437898505
E01002826,Kensington and Chelsea,10.756,Q1_Least,Kensington and Chelsea 008C,5,Very Good,5,22.633405993,22.4654027782,17.4891966351,29.0940283332,measured,0.6462057355992847,0.19627258521059576
E01002827,Kensington and Chelsea,12.075,Q1_Least,Kensington and Chelsea 008D,6,Excellent,6a,27.3991879587,28.4396802168,16.6128762371,36.0814801053,measured,1.2907568530145304,0.5501349407364943
E01002835,Kensington and Chelsea,10.461,Q1_Least,Kensington and Chelsea 016C,6,Excellent,6a,36.7106465535,36.3112272927,32.3273423496,40.486773059,measured,1.2907568530145304,1.2415166899336236
E01002836,Kensington and Chelsea,11.093,Q1_Least,Kensington and Chelsea 016D,6,Excellent,6a,31.8833754795,31.9539360766,27.6786050287,36.3680026996,measured,1.2907568530145304,0.8830887288347415
E01002837,Kensington and Chelsea,13.106,Q1_Least,Kensington and Chelsea 016E,6,Excellent,6a,30.5392037163,30.1084121835,26.4624170664,34.8043410552,measured,1.2907568530145304,0.7832831167063051
E01002848,Kensington and Chelsea,29.533,Q4,Kensington and Chelsea 015C,6,Excellent,6a,32.1184792841,31.5911619393,27.8784315992,35.5986968762,measured,1.2907568530145304,0.9005453365200318
E01002880,Kensington and Chelsea,44.248,Q5_Most,Kensington and Chelsea 005D,3,Moderate,3,12.5806406363,12.1084237744,9.67663833821,15.5654889252,measured,-0.6428964992312065,-0.5501516646341018
E01002893,Kensington and Chelsea,21.771,Q3,Kensington and Chelsea 017C,6,Excellent,6a,29.3100630206,30.9087377577,18.2534108152,32.8480997702,measured,1.2907568530145304,0.6920186348262033
E01002899,Kensington and Chelsea,21.45,Q3,Kensington and Chelsea 018A,3,Moderate,3,14.9347383288,11.0399899804,9.18159646884,30.8496230029,measured,-0.6428964992312065,-0.3753584070739489
E01002912,Kensington and Chelsea,13.905,Q1_Least,Kensington and Chelsea 020E,4,Good,4,16.132475219,16.429282876,12.2254887718,19.3634872081,measured,0.0016546181840391264,-0.28642567781423267
E01002914,Kensington and Chelsea,8.875,Q1_Least,Kensington and Chelsea 019E,6,Excellent,6a,31.5953043323,30.9921428769,22.7622006663,39.4725769293,measured,1.2907568530145304,0.8616992621237383
E01003032,Lambeth,31.549,Q4,Lambeth 017B,5,Very Good,5,24.9734454293,25.0071639733,19.0321015209,38.0570228837,measured,0.6462057355992847,0.3700220082669208
E01003039,Lambeth,10.643,Q1_Least,Lambeth 013C,6,Excellent,6a,25.3319502948,23.7836491427,21.3064230773,34.4323796634,measured,1.2907568530145304,0.39664122355758324
E01003100,Lambeth,16.907,Q2,Lambeth 005C,6,Excellent,6a,26.9634354807,26.651961239,22.5113420532,34.3085033526,measured,1.2907568530145304,0.5177800408688333
E01003109,Lambeth,27.59,Q4,NA,4.129370629370629,Very Good,NA,18.850561328233777,18.635016173648882,NA,NA,imputed,0.08504060190559175,-0.08460604778119668
E01003113,Lambeth,23.176,Q3,Lambeth 032A,4,Good,4,19.3505021393,22.7376271565,8.46553528044,28.0654996412,measured,0.0016546181840391264,-0.04748512317728697
E01003122,Lambeth,25.76,Q3,Lambeth 004D,4,Good,4,16.3929407491,14.9501906383,11.9646709575,31.4030039338,measured,0.0016546181840391264,-0.2670859458084799
E01003127,Lambeth,26.097,Q3,Lambeth 010E,6,Excellent,6a,28.0253830777,27.8367285082,24.0519294371,37.1813193164,measured,1.2907568530145304,0.5966303283608025
E01003137,Lambeth,29.29,Q4,Lambeth 022B,6,Excellent,6a,26.3083348501,27.1428339514,19.2447711569,36.6092818014,measured,1.2907568530145304,0.46913840054222467
E01003162,Lambeth,27.304,Q3,Lambeth 022E,4,Good,4,16.3463793028,13.6276582831,10.7219854318,23.0374670696,measured,0.0016546181840391264,-0.2705431629415744
E01003169,Lambeth,23.435,Q3,Lambeth 025D,4,Good,4,16.2983781927,17.3941737665,10.752430716,20.0429139563,measured,0.0016546181840391264,-0.2741072760315338
E01003170,Lambeth,12.457,Q1_Least,Lambeth 025E,2,Poor,2,9.89489464988,8.82831171582,4.40951988378,18.1672777667,measured,-1.2874476166464521,-0.7495700198880473
E01003179,Lambeth,30.956,Q4,Lambeth 024E,3,Moderate,3,11.105129286,10.2872638506,5.95290764117,18.3683713857,measured,-0.6428964992312065,-0.6597093250097096
E01003200,Lewisham,11.58,Q1_Least,Lewisham 009B,3,Moderate,3,13.5759578058,13.9871837674,3.06149309379,18.4728131654,measured,-0.6428964992312065,-0.47624872895019715
E01003202,Lewisham,9.192,Q1_Least,Lewisham 009C,3,Moderate,3,14.4029459445,14.9534584386,9.11157648307,18.3948301143,measured,-0.6428964992312065,-0.41484433133852894
E01003206,Lewisham,14.285,Q1_Least,Lewisham 007E,4,Good,4,17.0146861996,13.7379325304,0,38.3137702208,measured,0.0016546181840391264,-0.22092094891292308
E01003221,Lewisham,31.619,Q4,Lewisham 025C,4,Good,4,15.4368396509,15.158883118,5.44701938201,25.4537491864,measured,0.0016546181840391264,-0.33807706314556024
E01003222,Lewisham,22.103,Q3,Lewisham 022D,2,Poor,2,6.41247528519,5.81703230272,4.44416948375,9.77162192053,measured,-1.2874476166464521,-1.0081418824254484
E01003229,Lewisham,32.515,Q4,Lewisham 019D,2,Poor,2,9.18276216954,9.09520138485,5.24066302971,12.5448653751,measured,-1.2874476166464521,-0.802446311492084
E01003230,Lewisham,21.999,Q3,Lewisham 019E,2,Poor,2,7.61613887075,6.20380220936,3.68491283277,13.9732826714,measured,-1.2874476166464521,-0.9187690922490416
E01003231,Lewisham,23.637,Q3,Lewisham 015B,3,Moderate,3,12.0458578172,11.657889949,7.96950728457,16.2702919691,measured,-0.6428964992312065,-0.5898596305929916
E01003240,Lewisham,32.442,Q4,Lewisham 038B,2,Poor,2,8.16011997327,7.75040579947,6.56989084942,13.0260995121,measured,-1.2874476166464521,-0.8783781478699844
E01003343,Lewisham,21.817,Q3,Lewisham 006E,3,Moderate,3,12.4694943389,11.3399921776,8.0107633631,18.2125654221,measured,-0.6428964992312065,-0.5584043482207646
E01003926,Southwark,31.441,Q4,Southwark 021F,4,Good,4,16.8976900549,15.7139167333,12.2747857194,24.4917769483,measured,0.0016546181840391264,-0.22960798739872798
E01003929,Southwark,22.973,Q3,Southwark 002B,6.5,Excellent,6b,73.2163736517,69.4153749758,52.3152346522,101.43378105,measured,1.6130324117221533,3.9520902482976754
E01003936,Southwark,14.247,Q1_Least,Southwark 009A,6.5,Excellent,6b,44.8000490061,48.1621484099,14.7071548954,69.1187862831,measured,1.6130324117221533,1.8421599898739232
E01003937,Southwark,24.291,Q3,Southwark 009B,6.5,Excellent,6b,61.5030010644,65.1259140001,42.9354711524,87.8471738649,measured,1.6130324117221533,3.0823648507184225
E01003966,Southwark,33.346,Q4,Southwark 015B,4,Good,4,18.125006913,17.8614931689,14.7994746939,21.9049886724,measured,0.0016546181840391264,-0.1384789266255668
E01003976,Southwark,30.428,Q4,Southwark 036D,5,Very Good,5,23.9600164621,13.7040110169,9.53530881437,48.5309291965,measured,0.6462057355992847,0.2947742600332483
E01003979,Southwark,29.514,Q4,Southwark 006E,4,Good,4,16.2820607858,16.7228735542,8.19605104276,24.4413929831,measured,0.0016546181840391264,-0.2753188539180728
E01003990,Southwark,31.077,Q4,Southwark 018D,3,Moderate,3,10.1115204455,10.5505611674,7.63421832,12.8219334931,measured,-0.6428964992312065,-0.7334854161740152
E01003998,Southwark,25.146,Q3,Southwark 014D,6,Excellent,6a,32.8319737456,29.725166509,25.4912007043,45.4245444178,measured,1.2907568530145304,0.9535227560952871
E01004022,Southwark,24.603,Q3,NA,3.96978021978022,Good,NA,22.201133955356156,22.052697890072746,NA,NA,imputed,-0.01782357492466328,0.16417611026282436
E01004051,Southwark,9.731,Q1_Least,Southwark 027E,4,Good,4,18.327332983,18.1472799511,16.0018467377,21.5701187705,measured,0.0016546181840391264,-0.12345608667405794
E01004054,Southwark,8.354,Q1_Least,Southwark 001D,2,Poor,2,5.30656564926,5.23654732879,4.78841420955,6.30898830891,measured,-1.2874476166464521,-1.090256379392684
E01004061,Southwark,21.531,Q3,Southwark 025A,5,Very Good,5,20.5232725487,18.2751880231,7.66923209597,38.9679398438,measured,0.6462057355992847,0.039593828933439816
E01004069,Southwark,9.326,Q1_Least,Southwark 031A,2,Poor,2,5.67240435906,5.72551068433,0,13.041664417,measured,-1.2874476166464521,-1.0630926214775926
E01004070,Southwark,13.134,Q1_Least,Southwark 031B,3,Moderate,3,10.2033287352,10.0704415694,7.54317584884,14.3555907826,measured,-0.6428964992312065,-0.7266685920129724
E01004075,Southwark,8.625,Q1_Least,Southwark 031E,2,Poor,2,6.83896445304,7.07752787519,2.08356344972,13.4663905999,measured,-1.2874476166464521,-0.9764747892541993
E01004216,Tower Hamlets,14.112,Q1_Least,Tower Hamlets 030B,2,Poor,2,7.76439709091,9.06540753755,3.71010549828,10.6253235315,measured,-1.2874476166464521,-0.9077608246888639
E01004223,Tower Hamlets,35.516,Q5_Most,Tower Hamlets 001B,2,Poor,2,6.71526477222,6.48841395236,2.51561219385,13.901452009,measured,-1.2874476166464521,-0.9856595695794019
E01004246,Tower Hamlets,29.919,Q4,NA,4.593984962406015,Very Good,NA,22.87714231841075,22.83432943730782,NA,NA,imputed,0.3845082894306889,0.21437016308088486
E01004292,Tower Hamlets,7.73,Q1_Least,Tower Hamlets 026A,3,Moderate,3,11.7447833315,12.7501633124,7.7899921892,17.8776827696,measured,-0.6428964992312065,-0.612214603494674
E01004295,Tower Hamlets,31.081,Q4,Tower Hamlets 026C,5,Very Good,5,20.797243597,21.4847711996,14.7661985444,25.5503893516,measured,0.6462057355992847,0.059936354293409475
E01004313,Tower Hamlets,24.564,Q3,Tower Hamlets 009B,5,Very Good,5,20.4489327886,21.9765744304,10.3172297473,25.9721916885,measured,0.6462057355992847,0.034074054254794386
E01004472,Wandsworth,9.879,Q1_Least,Wandsworth 021A,4,Good,4,17.0711749805,17.8795913381,12.782299825,21.3545190553,measured,0.0016546181840391264,-0.21672662084379907
E01004473,Wandsworth,11.875,Q1_Least,Wandsworth 026A,4,Good,4,18.5207344969,18.4407978779,17.023213009,21.3066697827,measured,0.0016546181840391264,-0.10909590071433863
E01004517,Wandsworth,14.927,Q2,Wandsworth 037A,2,Poor,2,8.17373406412,8.32541817378,5.18735422397,12.4485352951,measured,-1.2874476166464521,-0.8773672929271445
E01004538,Wandsworth,25.102,Q3,Wandsworth 007C,6,Excellent,6a,30.2451646789,35.5507650584,12.7642827248,43.0084797651,measured,1.2907568530145304,0.7614505303354242
E01004539,Wandsworth,34.145,Q5_Most,Wandsworth 003A,2,Poor,2,7.69857479692,8.20171601545,4.14907284266,11.2577860478,measured,-1.2874476166464521,-0.912648172067543
E01004540,Wandsworth,26.388,Q3,Wandsworth 003B,2,Poor,2,9.80093749598,9.28915327606,8.05144142037,12.470747186,measured,-1.2874476166464521,-0.7565463985887207
E01004545,Wandsworth,10.551,Q1_Least,Wandsworth 027B,5,Very Good,5,22.284017667,23.2330077128,10.5970127625,29.8438315723,measured,0.6462057355992847,0.17033027880181928
E01004555,Wandsworth,4.844,Q1_Least,Wandsworth 017E,2,Poor,2,5.66665730265,4.89352389784,2.13043676807,9.74590416526,measured,-1.2874476166464521,-1.0635193440874853
E01004584,Wandsworth,32.114,Q4,Wandsworth 003D,3,Moderate,3,10.0481724043,9.91698152242,9.06688404376,11.262843615,measured,-0.6428964992312065,-0.7381890487023848
E01004594,Wandsworth,5.248,Q1_Least,Wandsworth 020D,3,Moderate,3,10.5749009459,10.8177351223,8.27670350126,12.9950950482,measured,-0.6428964992312065,-0.6990791179932656
E01004600,Wandsworth,27.898,Q4,NA,3.2513513513513512,Good,NA,14.971264670854811,14.90535446722308,NA,NA,imputed,-0.48088770485386106,-0.37264630284188677
E01004613,Wandsworth,32.542,Q4,Wandsworth 033D,5,Very Good,5,24.2140945513,26.4375966067,11.7934688395,31.648629501,measured,0.6462057355992847,0.31363972047162264
E01004639,Wandsworth,10.4,Q1_Least,Wandsworth 011C,2,Poor,2,5.00715871103,4.11281055604,2.00328084926,9.05018172125,measured,-1.2874476166464521,-1.1124875358294228
E01004644,Wandsworth,18.179,Q2,Wandsworth 016D,2,Poor,2,7.05134088741,6.63548112178,2.53478611271,11.0923808709,measured,-1.2874476166464521,-0.9607057033276422
E01004650,Westminster,5.964,Q1_Least,Westminster 002C,4,Good,4,19.4626065341,19.9857769232,15.2014424762,24.5416367223,measured,0.0016546181840391264,-0.03916130024660315
E01004653,Westminster,10.84,Q1_Least,Westminster 014A,4,Good,4,18.6157811623,15.7909876714,12.9661253967,27.346202430600002,measured,0.0016546181840391264,-0.10203862508876661
E01004654,Westminster,12.798,Q1_Least,Westminster 014B,5,Very Good,5,23.4964944642,25.7672209172,15.6683771391,29.1462986795,measured,0.6462057355992847,0.2603574555727294
E01004656,Westminster,23.605,Q3,Westminster 014D,6,Excellent,6a,29.7548449397,31.3990323807,15.9580791762,40.3371771245,measured,1.2907568530145304,0.7250439764639082
E01004663,Westminster,17.986,Q2,Westminster 012E,6.5,Excellent,6b,51.43854453,52.6335494955,38.2987926126,62.5221895382,measured,1.6130324117221533,2.3350725234607066
E01004680,Westminster,11.027,Q1_Least,Westminster 015A,6.5,Excellent,6b,40.6311111109,38.221445551,32.0943038146,56.8245473104,measured,1.6130324117221533,1.5326136878705814
E01004681,Westminster,12.054,Q1_Least,Westminster 016A,6.5,Excellent,6b,44.9166935507,46.7820416391,32.2120147302,54.8811067083,measured,1.6130324117221533,1.8508209218276874
E01004682,Westminster,14.246,Q1_Least,Westminster 016B,6.5,Excellent,6b,50.8285971108,48.8527155778,43.922595824,65.1228620636,measured,1.6130324117221533,2.28978353792623
E01004684,Westminster,21.313,Q3,Westminster 015C,6.5,Excellent,6b,47.1596527135,48.1776118036,41.712728592,51.3653355381,measured,1.6130324117221533,2.0173620725578645
E01004701,Westminster,9.41,Q1_Least,Westminster 007A,4,Good,4,17.5473040161,16.3912698011,14.4102278022,27.1187379969,measured,0.0016546181840391264,-0.1813737357801738
E01004711,Westminster,24.274,Q3,Westminster 002E,4,Good,4,18.442859074,18.8776970215,13.6292991413,22.00332496,measured,0.0016546181840391264,-0.11487820061460734
E01004712,Westminster,11.061,Q1_Least,Westminster 008C,6.5,Excellent,6b,60.1492575886,60.112864436,49.1567610219,69.5680518398,measured,1.6130324117221533,2.981848532814642
E01004714,Westminster,10.268,Q1_Least,Westminster 011B,6.5,Excellent,6b,60.0273687804,60.1868430465,39.2828854649,74.3651930419,measured,1.6130324117221533,2.9727982109383326
E01004726,Westminster,9.4,Q1_Least,Westminster 003C,4,Good,4,19.4186340673,19.3116110013,13.9406028737,25.4083947669,measured,0.0016546181840391264,-0.042426283997878636
