lsoa_code,n_nodes,n_edges,total_edge_length,edge_density_km_per_sqkm,street_density_km_per_sqkm,avg_street_length,circuity_avg,status,lsoa_name,area_sqkm,road_density,road_density_km_per_sqkm
E01000872,12.0,24.0,2172.9310357320687,14342.632354853118,7171.316177426557,90.53879315550284,1.000058611932614,success,Camden 005B,0.1515015502016137,0.0143426323548531,14.3426323548531
E01000873,12.0,24.0,2542.1605939563,20467.19745972123,10233.598729860614,105.92335808151248,1.1417640136536544,success,Camden 005C,0.1242065797703465,0.0204671974597212,20.467197459721202
E01000874,11.0,19.0,1549.734647819536,18040.5728516048,9235.885893442448,79.33879090265268,1.006878848686562,success,Camden 005D,0.0859027404820839,0.0180405728516047,18.0405728516047
E01000875,9.0,20.0,2665.165358445663,23064.53453153944,11532.267265769724,133.2582679222832,1.0334432373744264,success,Camden 013A,0.1155525317366019,0.0230645345315394,23.0645345315394
E01000876,4.0,6.0,632.8269515069277,5389.08123481668,4471.996469297204,131.28396889490207,1.323323363948583,success,Camden 013B,0.117427614083545,0.0053890812348166,5.3890812348166
E01000877,17.0,32.0,2714.02016187971,24149.194688058014,13496.824559771288,84.26932484991514,1.001605947384217,success,Camden 005E,0.1123855348775591,0.024149194688058,24.149194688058
E01000878,12.0,23.0,2257.0857978953186,12052.082226850602,6977.088941800482,100.51176261352344,1.0968708173746955,success,Camden 004A,0.1872776633457412,0.0120520822268506,12.0520822268506
E01000879,6.0,10.0,1011.3125698169486,5624.221782187017,2812.1108910935086,101.13125698169486,1.0011745274748904,success,Camden 004B,0.1798137785070938,0.005624221782187,5.624221782187
E01000880,14.0,27.0,2673.934660207467,13262.820856161632,6850.872148132491,92.08088630220732,1.0559751878083088,success,Camden 004C,0.2016113079718793,0.0132628208561616,13.2628208561616
E01000881,10.0,16.0,977.381573278662,6644.11967002122,3797.118977592306,55.857424377691565,1.013401111745739,success,Camden 008A,0.1471047515427338,0.0066441196700212,6.6441196700212
E01000882,12.0,24.0,2558.272697792636,21286.46138543956,10643.23069271978,106.5946957413598,1.0364863132693405,success,Camden 008B,0.1201830896864123,0.0212864613854395,21.286461385439498
E01000883,3.0,2.0,278.10656620394,1989.1059101759768,1989.1059101759768,139.05328310196998,1.000254193834242,success,Camden 008C,0.1398148609288159,0.0019891059101759,1.9891059101759
E01000884,9.0,20.0,2582.648683046014,10501.041825749537,5250.520912874767,129.13243415230068,1.0447013075287073,success,Camden 004D,0.2459421384945938,0.0105010418257495,10.5010418257495
E01000885,29.0,56.0,6159.369819044038,19845.929705664683,9922.964852832343,109.98874676864357,1.091043606963766,success,Camden 004E,0.3103593487628826,0.0198459297056646,19.845929705664602
E01000886,11.0,23.0,2277.7298714320304,22823.251297678788,11488.355261761018,95.5435373486779,1.0100744503408112,success,Camden 006A,0.0997986589081497,0.0228232512976787,22.823251297678702
E01000887,16.0,30.0,2411.028069694513,24655.13894333264,15484.855668312211,75.71326561427689,1.015365330501414,success,Camden 006B,0.097790082434174,0.0246551389433326,24.6551389433326
E01000888,10.0,16.0,608.4264873159237,6445.984070711776,4499.092309747511,35.38853157900501,1.0090157229833543,success,Camden 006C,0.094388456540002,0.0064459840707117,6.4459840707117
E01000889,14.0,27.0,1997.9944742115936,17505.631441318634,9510.56554618018,77.53446765970614,1.2083332281783967,success,Camden 007A,0.1141343847497963,0.0175056314413186,17.5056314413186
E01000890,6.0,10.0,1009.333778570674,13346.338819622182,6673.16940981109,100.93337785706738,1.201205108488753,success,Camden 007B,0.0756262666647366,0.0133463388196221,13.346338819622101
E01000891,5.0,8.0,739.0228632717038,9406.986210075289,4703.493105037644,92.37785790896298,1.004896838628724,success,Camden 007C,0.0785610658682776,0.0094069862100752,9.4069862100752
E01000892,9.0,17.0,1924.5428627898325,15832.197001065972,8034.248979172895,97.66336617528589,1.033959385491679,success,Camden 006D,0.1215587996195508,0.0158321970010659,15.8321970010659
E01000893,10.0,22.0,3257.3895546706112,6091.895615326758,3045.94780766338,148.06316157593693,1.4066346682480606,success,Camden 002A,0.5347086950201938,0.0060918956153267,6.0918956153267
E01000894,18.0,36.0,2862.9464343103696,12824.232886100275,7010.361502669324,78.25142308920204,1.0155540534336225,success,Camden 002B,0.2232450439521738,0.0128242328861002,12.8242328861002
E01000895,17.0,30.0,1675.9164016903983,17569.254286153886,9947.392164264478,59.30458619149959,1.0656771528095188,success,Camden 002C,0.0953891596304783,0.0175692542861538,17.5692542861538
E01000896,13.0,24.0,2502.5205547229,17105.544712872706,9377.97810845376,105.53745256326486,1.0583202896720103,success,Camden 002D,0.146298793562513,0.0171055447128727,17.1055447128727
E01000897,16.0,32.0,3836.000480572981,19214.379830563947,9607.189915281971,119.87501501790564,1.152202205729936,success,Camden 008D,0.1996421697915603,0.0192143798305639,19.2143798305639
E01000898,7.0,14.0,741.6702791188665,4298.3512474355975,2149.175623717798,52.97644850849044,1.007554747949326,success,Camden 008E,0.1725476203372974,0.0042983512474355,4.2983512474355
E01000899,59.0,138.0,10492.8793224637,9705.16323494374,5391.596563291828,75.703942357087,1.064033161439639,success,Camden 002E,1.0811646407639766,0.0097051632349437,9.705163234943699
E01000900,12.0,24.0,1707.97260386918,16838.05954432248,8419.02977216124,71.16552516121583,1.1502008018411067,success,Camden 012A,0.101435239575755,0.0168380595443224,16.838059544322398
E01000901,5.0,8.0,755.8250719986337,7102.914331255369,3551.457165627685,94.47813399982924,1.0154003778308849,success,Camden 007D,0.1064105572374331,0.0071029143312553,7.1029143312553
E01000902,3.0,4.0,843.294876006499,10464.327072171276,5232.163536085639,210.8237190016248,1.0149581718340643,success,Camden 012B,0.0805875877340597,0.0104643270721712,10.4643270721712
E01000903,11.0,20.0,1611.622680888438,15678.857960327316,7839.428980163658,80.5811340444219,1.0161256435485642,success,Camden 006E,0.1027895453206078,0.0156788579603273,15.678857960327301
E01000904,4.0,4.0,63.51781236314012,548.1980322917516,548.1980322917516,15.879453090785027,1.003240268540257,success,Camden 012C,0.1158665457035713,0.0005481980322917,0.5481980322916999
E01000905,9.0,16.0,738.2299246146417,8586.164210954117,4293.082105477059,46.13937028841511,1.014342907039054,success,Camden 012D,0.0859790130350427,0.0085861642109541,8.5861642109541
E01000906,19.0,46.0,4017.127309070692,28411.28102295958,14205.640511479796,87.32885454501508,1.0473016478628996,success,Camden 012E,0.1413919810875261,0.0284112810229595,28.4112810229595
E01000907,3.0,4.0,710.6437270899286,6733.24936165275,3929.830274820686,138.2546565226228,2.308046966345072,success,Camden 001A,0.1055424638120774,0.0067332493616527,6.7332493616527005
E01000908,13.0,23.0,2111.698755368985,12208.198063333031,6747.86394407377,83.37170422096266,1.0471370441657335,success,Camden 001B,0.1729738282762147,0.012208198063333,12.208198063333
E01000909,12.0,23.0,2002.704344561833,8855.205616359803,4518.797944124243,78.6136136881266,1.0414951166529278,success,Camden 001C,0.2261612469914735,0.0088552056163598,8.8552056163598
E01000910,7.0,16.0,1745.047343297804,13453.35495333529,6726.677476667646,109.06545895611276,1.0027029939906111,success,Camden 003A,0.1297109419435321,0.0134533549533352,13.4533549533352
E01000911,4.0,6.0,614.5727394671203,6980.86086687054,3490.43043343527,102.42878991118673,1.0057208162716988,success,Camden 003B,0.0880368125346448,0.0069808608668705,6.9808608668705
E01000912,7.0,12.0,855.0268734199532,947.2098488189672,473.6049244094836,71.25223945166277,1.0026078332548365,success,Camden 001D,0.9026794585023028,0.0009472098488189,0.9472098488189
E01000913,31.0,69.0,8687.432497287744,5398.692333092058,2971.418559003379,129.23048447631436,1.0407511822375084,success,Camden 001E,1.6091734741090693,0.005398692333092,5.398692333092
E01000914,74.0,138.0,8692.835954661377,19391.609185842317,12623.7159512846,62.186119287550085,1.0749061104766946,success,Camden 028B,0.4482782151471968,0.0193916091858423,19.3916091858423
E01000915,4.0,4.0,188.578316133266,2548.0833579415817,2039.2487611086424,50.30684420745353,1.002693245910921,success,Camden 027A,0.0740079069805648,0.0025480833579415,2.5480833579414996
E01000916,35.0,65.0,3959.635980940799,26810.73145171884,17258.351245986327,62.1673057901877,1.0187080970638782,success,Camden 027B,0.1476884727323225,0.0268107314517188,26.810731451718798
E01000917,4.0,6.0,585.7057993940633,7831.463703378613,3915.7318516893056,97.61763323234386,1.0005498731843376,success,Camden 027C,0.0747888034188782,0.0078314637033786,7.8314637033786
E01000918,49.0,86.0,5104.739393584654,30645.229447234746,21900.531517438547,58.84013543951073,1.0251721161585938,success,Camden 028C,0.1665753360526813,0.0306452294472347,30.6452294472347
E01000919,44.0,73.0,4218.006992099926,28132.348354865157,22169.109483814744,59.35557684077185,1.128449873044313,success,Camden 028D,0.1499344078529609,0.0281323483548651,28.1323483548651
E01000920,23.0,44.0,3134.4923907923508,23042.245066276915,12646.40341958119,68.81283516523678,1.0061608096951302,success,Camden 027D,0.1360324213971573,0.0230422450662769,23.0422450662769
E01000921,13.0,24.0,1774.9147429961265,14326.97468887173,7163.4873444358645,73.95478095817192,1.0227328862434275,success,Camden 003C,0.1238862203319704,0.0143269746888717,14.326974688871701
E01000922,15.0,26.0,1276.0432260912846,6709.465815967525,3523.909131111242,44.679765368844976,1.007144818237207,success,Camden 007E,0.1901855171621103,0.0067094658159675,6.7094658159675
E01000923,14.0,24.0,1667.4052560104217,19516.685273353225,11375.515336071418,69.41896783455525,1.0007900701927863,success,Camden 003D,0.0854348590786051,0.0195166852733532,19.5166852733532
E01000924,8.0,14.0,916.174971399538,9439.351926297057,4719.675963148527,65.44106938568129,1.0012569118886814,success,Camden 009C,0.0970590966999725,0.009439351926297,9.439351926297
E01000925,6.0,12.0,940.7886235293043,11267.044173949793,5633.522086974897,78.39905196077537,1.493923305654096,success,Camden 009D,0.0834991510643469,0.0112670441739497,11.267044173949701
E01000926,8.0,7.0,480.65372151918615,5239.774034832141,5239.774034832142,68.66481735988374,1.004160948240967,success,Camden 009E,0.0917317652104789,0.0052397740348321,5.2397740348321
E01000927,18.0,36.0,2782.412869793295,27156.11699499488,13578.058497497435,77.28924638314707,1.02252424949215,success,Camden 007F,0.1024598940380953,0.0271561169949948,27.1561169949948
E01000928,14.0,30.0,3111.5869336122078,12190.782205076672,6095.391102538336,103.71956445374023,1.0728305945191432,success,Camden 003E,0.2552409583953056,0.0121907822050766,12.1907822050766
E01000929,4.0,6.0,598.5560910336369,6198.289221260315,3099.1446106301573,99.75934850560616,1.134782438846494,success,Camden 020A,0.0965679511986262,0.0061982892212603,6.1982892212603
E01000930,27.0,51.0,2911.0104487129497,24889.370864989414,13744.487504250714,53.58424814366424,1.044817780068113,success,Camden 020B,0.1169579763387156,0.0248893708649894,24.8893708649894
E01000931,12.0,21.0,1342.4467956847016,9155.283808183403,5928.851255422698,72.4460280413805,1.0888832159652884,success,Camden 013C,0.1466308225731639,0.0091552838081834,9.1552838081834
E01000932,6.0,9.0,562.9481484637347,8427.716440004207,4928.461239827547,65.84151589549244,1.0001448573671134,success,Camden 013D,0.0667972341584209,0.0084277164400042,8.4277164400042
E01000933,13.0,24.0,2131.1065427472554,19762.143656519256,9881.071828259628,88.7961059478023,1.0255993833453745,success,Camden 020C,0.1078378226465443,0.0197621436565192,19.7621436565192
E01000934,5.0,5.0,91.77884761466098,1037.152327216221,1037.152327216221,18.3557695229322,1.0120473728822903,success,Camden 020D,0.0884911938258875,0.0010371523272162,1.0371523272162
E01000935,40.0,94.0,3240.665020518484,51488.0131224281,25744.00656121404,34.475159792749814,1.097420226182598,success,Camden 020E,0.0629401840155074,0.0514880131224281,51.4880131224281
E01000936,17.0,32.0,2213.4052669052285,25202.716735960978,13301.89137517968,64.9014609066009,1.0441344898005624,success,Camden 024A,0.0878240742890622,0.0252027167359609,25.202716735960898
E01000937,8.0,14.0,952.5989124773644,7505.262053933004,3752.6310269665023,68.0427794626689,1.011616763642631,success,Camden 025B,0.1269241374427654,0.007505262053933,7.505262053933
E01000938,12.0,14.0,534.554500271572,6601.592109337783,5751.336177487282,42.33693086773945,1.012768116291014,success,Camden 024B,0.0809735729530242,0.0066015921093377,6.6015921093377
E01000939,16.0,20.0,1467.8016319542248,19057.202986525568,14581.532976352317,66.06363549787498,1.0078266184169435,success,Camden 024C,0.0770208321227431,0.0190572029865255,19.0572029865255
E01000940,10.0,17.0,682.9587988245407,13900.268656869415,7373.537053526586,36.22823510447831,1.007045740250816,success,Camden 024D,0.0491327769040656,0.0139002686568694,13.9002686568694
E01000941,6.0,10.0,822.9229709759377,18182.022611669312,9091.011305834656,82.29229709759377,1.0852253324544068,success,Camden 025C,0.0452602545135864,0.0181820226116693,18.1820226116693
E01000942,18.0,31.0,1455.5796771941775,19896.45734517143,11032.893184450404,44.84119074102824,1.0074479573748685,success,Camden 025D,0.0731577311449078,0.0198964573451714,19.896457345171402
E01000943,7.0,12.0,902.0988836181192,12897.945217083468,6448.972608541734,75.17490696817661,1.019634146041252,success,Camden 025E,0.0699412866495416,0.0128979452170834,12.8979452170834
E01000944,51.0,132.0,4528.738453757922,78667.84373517218,39333.92186758609,34.30862464968123,1.095140407826236,success,Camden 023A,0.05756784778547496,0.07866784373517217,78.66784373517217
E01000945,13.0,23.0,1561.329339574596,5751.955303292757,2881.1105391734814,65.17149644739088,1.0238660740799497,success,Camden 023B,0.2714432323006404,0.0057519553032927,5.7519553032927
E01000946,16.0,32.0,2289.0190243971333,4740.906784118422,2756.0742901923904,70.03664033702051,1.215440785726578,success,Camden 021B,0.4828230396904501,0.0047409067841184,4.7409067841184
E01000947,24.0,33.0,2805.2272784512106,17945.696463895714,11978.178049157104,78.01664286950972,1.026088949245081,success,Camden 021C,0.156317548560734,0.0179456964638957,17.9456964638957
E01000948,12.0,24.0,1279.1860276140812,6422.054813881416,3211.027406940708,53.299417817253385,1.20390517889507,success,Camden 021D,0.1991864075730235,0.0064220548138814,6.4220548138814
E01000949,5.0,8.0,587.4540715594839,9592.028374925396,4796.014187462699,73.4317589449355,1.0004927738590548,success,Camden 023C,0.0612439880906892,0.0095920283749253,9.5920283749253
E01000950,6.0,12.0,980.7896793411416,14436.264288893715,7218.132144446858,81.73247327842847,1.0004166613059462,success,Camden 023D,0.0679392992337841,0.0144362642888937,14.4362642888937
E01000951,4.0,6.0,641.4189494051158,13031.405845895384,6515.702922947692,106.90315823418597,1.1724345959620197,success,Camden 023E,0.04922100938228,0.0130314058458953,13.0314058458953
E01000952,5.0,8.0,768.257500061191,9008.030061869184,4504.015030934593,96.03218750764889,1.028208254379358,success,Camden 022A,0.0852858499344057,0.0090080300618691,9.0080300618691
E01000953,18.0,33.0,2813.9193549297465,4676.490070786028,2659.590304634924,88.90657215508423,1.0241246205680608,success,Camden 022B,0.601716097401396,0.004676490070786,4.6764900707859995
E01000954,2.0,1.0,78.73180417633347,1460.4423655381431,1460.4423655381431,78.73180417633347,1.006308561913957,success,Camden 022C,0.0539095592090156,0.0014604423655381,1.4604423655381
E01000955,5.0,10.0,593.9940045555852,9385.51024050255,4692.755120251275,59.39940045555852,1.000107922814228,success,Camden 022D,0.0632884083373798,0.0093855102405025,9.3855102405025
E01000956,9.0,12.0,501.4083536186582,3131.883716196098,2901.584990818042,51.61533175020308,1.0170529829868018,success,Camden 022E,0.1600980109911792,0.003131883716196,3.131883716196
E01000957,12.0,18.0,1422.1692941085455,12196.628958053938,7601.109797584399,80.57416365880958,1.0410338771455026,success,Camden 019C,0.116603472893994,0.0121966289580539,12.1966289580539
E01000958,22.0,35.0,2680.845960602215,10983.84597909797,8724.087424374626,78.86306846564946,1.0066941096704216,success,Camden 019D,0.2440716999950481,0.0109838459790979,10.9838459790979
E01000959,2.0,1.0,3.70477849869749,50.78479240630841,50.78479240630841,3.70477849869749,1.0,success,Camden 019E,0.0729505492324762,5.078479240630842e-05,0.05078479240630842
E01000960,17.0,23.0,1236.828059649797,10721.495567779924,7826.901780626825,50.161595051958585,1.0138062964639154,success,Camden 017A,0.1153596577856818,0.0107214955677799,10.7214955677799
E01000961,24.0,38.0,2609.346802286894,21500.98790879196,13030.471581584325,56.47750349547221,1.025240313990077,success,Camden 017B,0.1213593911756913,0.0215009879087919,21.5009879087919
E01000962,5.0,6.0,354.1582054452236,3727.120343617988,2997.268384672762,71.2015641090746,1.0021770215730803,success,Camden 016A,0.0950219399412886,0.0037271203436179,3.7271203436179
E01000963,22.0,32.0,2424.1032156030374,12660.785668058385,9137.593663494388,64.79754148343672,1.0186629702048462,success,Camden 017C,0.1914654650318229,0.0126607856680583,12.6607856680583
E01000964,4.0,4.0,613.4393370311559,4932.241439314475,3763.985904171853,156.046498403014,1.0262387928714554,success,Camden 016B,0.1243733390951796,0.0049322414393144,4.9322414393144
E01000965,12.0,26.0,2502.016540871284,23078.862153182763,11539.431076591378,96.2314054181263,1.0394277838615305,success,Camden 016C,0.1084116073082154,0.0230788621531827,23.0788621531827
E01000966,4.0,6.0,179.0247614202445,1385.1195679934763,692.5597839967381,29.837460236707415,1.0,success,Camden 016D,0.12924859741862205,0.0013851195679934762,1.3851195679934762
E01000967,12.0,24.0,2562.4101755749,6857.853046127625,3428.926523063813,106.7670906489542,1.0244870543830469,success,Camden 017D,0.3736461190316404,0.0068578530461276,6.8578530461276
E01000968,5.0,5.0,521.666592646089,6306.176383709015,4501.95256873748,93.10389187870662,1.0010126882709478,success,Camden 016E,0.0827231210966014,0.006306176383709,6.3061763837089995
E01000969,16.0,34.0,2714.5342519182805,16174.554685982224,8358.702958188987,77.93443303085554,1.007950431824631,success,Camden 010A,0.1678274490160058,0.0161745546859822,16.174554685982198
E01000970,6.0,12.0,1030.509594765223,15066.992487818196,7533.496243909098,85.87579956376858,1.0205780001078877,success,Camden 010B,0.0683951754537874,0.0150669924878181,15.0669924878181
E01000971,12.0,24.0,2067.5034408357697,25274.21618203784,12637.10809101892,86.1459767014904,1.006149851417804,success,Camden 010C,0.0818028707970427,0.0252742161820378,25.2742161820378
E01000972,16.0,30.0,2051.526420788756,14503.227612992168,7251.613806496087,68.38421402629187,1.0490387474598235,success,Camden 010D,0.1414530941340928,0.0145032276129921,14.5032276129921
E01000973,14.0,26.0,3036.7105354516743,13084.535248633429,6953.087643387319,115.2642855498242,1.127703968462164,success,Camden 010E,0.2320839432007211,0.0130845352486334,13.0845352486334
E01000974,2.0,2.0,331.1790096311836,2899.3737770988946,1449.6868885494473,165.5895048155918,1.000039334638002,success,Camden 013E,0.1142243239719717,0.0028993737770988,2.8993737770988
E01001571,20.0,50.0,4252.206332435969,28373.26115207282,14186.6305760364,85.04412664871933,1.003339932813915,success,Greenwich 008A,0.1498666758694152,0.0283732611520728,28.3732611520728
E01001572,17.0,38.0,3049.218918483316,18246.69766627086,9123.348833135424,80.24260311798196,1.0000553792674836,success,Greenwich 008B,0.1671107273355998,0.0182466976662708,18.2466976662708
E01001573,8.0,18.0,1946.0935308970804,14070.063685000569,7035.031842500282,108.11630727206,1.0008419324816873,success,Greenwich 008C,0.1383144791996726,0.0140700636850005,14.0700636850005
E01001574,50.0,118.0,12401.490165296367,12319.909241712696,6227.01164524,102.75813361309724,1.0410571958518464,success,Greenwich 008D,1.0066218769946338,0.0123199092417126,12.3199092417126
E01001575,53.0,102.0,5415.245701686436,24554.502349521703,12872.44463662387,52.57197618498539,1.029515850102831,success,Greenwich 003A,0.2205398270591266,0.0245545023495217,24.554502349521698
E01001576,48.0,105.0,6678.714203628179,27774.67729889159,14103.357903171493,63.98681529366559,1.0369815333135246,success,Greenwich 003B,0.2404605508736084,0.0277746772988915,27.7746772988915
E01001577,48.0,100.0,5437.35631391812,26028.7229793392,13014.361489669604,54.373563139181215,1.0568774568600665,success,Greenwich 003C,0.2088983127690946,0.0260287229793391,26.0287229793391
E01001578,19.0,36.0,2174.5632771552737,8038.137802065263,4019.068901032632,60.40453547653539,1.0694948845374803,success,Greenwich 003D,0.270530728721341,0.0080381378020652,8.038137802065199
E01001579,25.0,52.0,3788.2710790380297,14940.2898745314,7470.144937265701,72.85136690457749,1.122113532094922,success,Greenwich 003E,0.253560748208498,0.0149402898745314,14.9402898745314
E01001580,21.0,43.0,4361.013087365563,14433.922785701085,8197.638743453364,103.20020175293445,1.0285760320130302,success,Greenwich 021A,0.3021363736049485,0.014433922785701,14.433922785701
E01001581,19.0,34.0,3003.792007395768,14552.49107231086,7997.818293455265,78.61125941260039,1.077634332557996,success,Greenwich 016A,0.2064108469450365,0.0145524910723108,14.5524910723108
E01001582,20.0,48.0,6179.480066236176,18062.030248772444,9145.410091923368,125.15509847390824,1.126954164457494,success,Greenwich 021B,0.3421254411118127,0.0180620302487724,18.0620302487724
E01001583,22.0,36.0,2036.015459566436,7028.785617930417,4686.160797723484,56.55965072781018,1.0047486502728216,success,Greenwich 021C,0.2896681689042507,0.0070287856179304,7.028785617930399
E01001584,17.0,36.0,2907.049545327591,8871.769457947385,4435.884728973694,80.7513762590998,1.2029547159167662,success,Greenwich 021D,0.3276741532911947,0.0088717694579473,8.8717694579473
E01001585,18.0,36.0,3368.199303824548,18418.498914323,9209.2494571615,93.56109177290408,1.0501299211337176,success,Greenwich 016B,0.1828704564629473,0.018418498914323,18.418498914323003
E01001586,15.0,35.0,4103.81500785092,19399.43574824496,9729.655252156865,114.34669705285734,1.054836258929556,success,Greenwich 016C,0.2115430088332433,0.0193994357482449,19.3994357482449
E01001587,19.0,42.0,4938.65896214619,18240.745637258024,9120.372818629014,117.58711814633789,1.036065267092936,success,Greenwich 016D,0.2707487435194878,0.018240745637258,18.240745637257998
E01001588,15.0,32.0,4039.499717092344,7801.1317247938,3944.8235574434543,120.1568771303405,1.0699052668425928,success,Greenwich 012A,0.5178094486283163,0.0078011317247938,7.8011317247938
E01001589,28.0,62.0,5316.244333252562,25143.343426068004,12571.671713034,85.74587634278323,1.1819596805186363,success,Greenwich 012B,0.211437446610255,0.025143343426068,25.143343426068
E01001590,9.0,20.0,2034.3033911232685,13271.720165310606,6635.860082655301,101.7151695561634,1.0450081386069274,success,Greenwich 014A,0.1532810642316356,0.0132717201653106,13.2717201653106
E01001591,11.0,23.0,1520.4080921857494,7491.409219048402,3824.43019567256,64.681806936883,1.0119266491554737,success,Greenwich 012C,0.2029535495564451,0.0074914092190484,7.4914092190484
E01001592,14.0,28.0,2681.982126407055,10966.13450590922,5483.06725295461,95.7850759431091,1.0222832216909024,success,Greenwich 014B,0.244569508513856,0.0109661345059092,10.966134505909201
