lsoa_code,road_density,street_density_km_per_sqkm,edge_density_km_per_sqkm,n_nodes,n_edges,total_edge_length,avg_street_length,circuity_avg,status
E01001846,0.012113179380393553,8130.265885415869,12113.179380393554,52,97,6561.656097211316,67.75583601157534,1.0470836506458192,success
E01001847,0.029017099931010336,14705.432326245793,29017.09993101034,18,39,3090.911193215055,78.3213785773336,1.199247492525288,success
E01001848,0.009184663149579686,7243.546405128229,9184.663149579686,13,18,1391.0985700331619,73.13994995090525,1.0331235175251445,success
E01001849,0.008846338107523475,5701.7864471933535,8846.338107523476,28,54,4385.125410465477,85.6476579613348,1.1205137234678204,success
E01001850,0.0017357233472131883,1005.0440676430559,1735.7233472131886,3,3,122.60108532099068,35.49514203582569,1.018547872615773,success
E01001851,0.03108611174548462,19975.954835641598,31086.111745484624,24,46,3091.8756405246654,68.51176617038635,1.0188386591806071,success
E01001852,0.0174517433437276,9290.06146364291,17451.7433437276,11,20,1324.4541824570463,64.09498111689801,1.005647752514988,success
E01001853,0.013262201073921957,7040.342625849461,13262.201073921957,7,11,1071.867597444452,94.83487561746286,1.027076143726572,success
E01001854,0.026279998417767843,14073.614103838412,26279.998417767838,11,22,1738.424424285749,77.58091060723373,1.0045836767179122,success
E01001855,0.021206647617042867,11182.055436435809,21206.647617042865,11,19,1609.0094913406929,84.8414782705381,1.0611007517956348,success
E01001856,0.01759605432151338,8798.027160756688,17596.054321513377,13,24,1452.3129671426123,60.513040297608846,1.0003933659100113,success
E01001857,0.016720111521416104,10549.069460910046,16720.111521416104,10,15,1186.4919799121851,74.85827050181217,1.0058397384567075,success
E01001858,0.003946325807487123,2636.5788990289493,3946.3258074871233,12,19,470.55773344180034,22.456016255744707,1.020944491593448,success
E01001859,0.0013227404959064075,661.3702479532038,1322.7404959064077,2,2,142.36167531991077,71.18083765995539,1.0000017452636771,success
E01001860,0.011778797889461507,5889.398944730753,11778.797889461506,9,16,1072.124713337742,67.00779458360887,1.1147780630665456,success
E01001861,0.0215535764221669,10776.788211083449,21553.5764221669,8,18,1552.4363118717313,86.24646177065172,1.0509367338425215,success
E01001862,0.012553539395198982,7917.062018384213,12553.53939519898,9,15,1141.0962053935627,79.96088807785219,1.060360316018381,success
E01001863,0.004779705893566933,2389.8529467834665,4779.705893566933,5,8,404.8970790624835,50.61213488281044,1.018525186111995,success
E01001864,0.0073639337021252265,3681.966851062614,7363.933702125228,5,8,541.0466895753398,67.63083619691747,1.025911821646828,success
E01001865,0.010684564485986005,5342.282242993002,10684.564485986004,8,16,1263.0418534119558,78.94011583824724,1.0773926146141548,success
E01001866,0.016603136996747703,8658.028138356733,16603.1369967477,18,36,2511.1411895346023,68.92017512187135,1.0184436924115603,success
E01001867,0.009979030797318447,5372.375228885289,9979.030797318446,8,13,863.3043805860245,58.09676264471035,1.0039800438047393,success
E01001868,0.00907330207418078,5753.4704784000405,9073.30207418078,6,9,533.9636914588972,67.71833033286626,1.0020613605112985,success
E01001869,0.01051342138402142,8676.194225481651,10513.42138402142,25,35,2407.2176197871922,70.9483853658363,1.0295576594658538,success
E01001870,0.007115539836336081,4503.610898318251,7115.539836336081,9,13,721.9641535835343,50.77221756980946,1.0147444826714442,success
E01001871,0.011552291452114768,6175.330860861884,11552.291452114769,10,19,1534.3546652588177,82.0196387457456,1.0012514692444536,success
E01001872,0.01693882728516805,11437.447476587315,16938.82728516805,11,17,1200.9058722540494,81.08765504833885,1.0057481464788136,success
E01001873,0.007072478397677023,3536.239198838511,7072.478397677023,5,8,437.42413909040596,54.67801738630074,1.0000039958179539,success
E01001874,0.0054854411384824345,3579.7756800202014,5485.441138482434,32,57,5285.710849203568,88.44698815960867,1.0422984264331816,success
E01001875,0.025374784339098816,13763.7494640069,25374.784339098813,28,61,4348.498775567075,69.37369617158664,1.0263473893566626,success
E01001876,0.0020476444695374948,1403.8410042951539,2047.6444695374948,10,18,1835.8783892378976,114.42333329626199,1.1751609657203663,success
E01001877,0.003750246947687543,1910.017560904177,3750.246947687543,19,42,4784.828596746103,110.76975576158519,1.0770746914962304,success
E01001878,0.012413619597531726,6352.156842143277,12413.619597531726,8,16,1681.5981352805009,95.60981716566761,1.0326465526389104,success
E01001879,0.03805820618863116,19029.10309431557,38058.206188631164,16,36,3067.2478704067757,85.2013297335215,1.0503980762783287,success
E01001880,0.006074124670731826,3897.7174692110384,6074.124670731827,3,3,769.8749970295697,247.01132983737486,1.259293234286875,success
E01001881,0.018117705082717282,9058.852541358641,18117.705082717282,10,22,2014.6713242958563,91.57596928617528,1.0988088757788619,success
E01001882,0.030710408375734844,15355.20418786742,30710.408375734845,15,32,2452.3193601412195,76.6349800044131,1.0064192479943994,success
E01001883,0.019176009500611674,9768.415082733072,19176.009500611675,20,43,2561.2446598788374,56.72690630158822,1.0027055034947063,success
E01001884,0.011247384847132091,5623.692423566045,11247.384847132093,9,16,916.993040165695,57.31206501035593,1.0003736583120735,success
E01001885,0.016469411583735227,8234.705791867615,16469.411583735226,8,14,950.719886357264,67.90856331123317,1.1470036492505977,success
E01001886,0.03525379180188081,17626.8959009404,35253.79180188081,27,56,3381.0294663639133,60.375526185069866,1.0755896265542162,success
E01001887,0.012010664774169599,6005.332387084799,12010.664774169598,11,20,1307.6453810248504,65.38226905124252,1.007077667388092,success
E01001888,0.023414258110485905,12812.462570480096,23414.258110485905,14,29,2277.302617882403,83.0771700889597,1.1015402591508847,success
E01001889,0.004176630596695531,3337.946917742171,4176.6305966955315,4,6,608.9039094384034,121.65840865356529,1.2487856738648775,success
E01001890,0.0029459559172108235,2034.4904639013662,2945.9559172108234,5,7,383.8691946694246,66.27544996327178,1.1172526086659689,success
E01001891,0.009323528398976669,4774.306114905711,9323.528398976669,16,30,1635.3047805718472,52.33698337903144,1.0170492766036476,success
E01001892,0.01394505872832956,6972.52936416478,13945.05872832956,11,20,1008.1920243511611,50.409601217558055,1.0032037290129043,success
E01001893,0.014504736473031393,7252.3682365156965,14504.736473031393,8,14,1125.2935168466622,80.37810834619016,1.0038371522053524,success
E01001894,0.01262541190352754,8252.76296367233,12625.411903527542,20,32,1939.5553514702951,57.62796886770825,1.05960121802341,success
E01001895,0.026797561137434565,14661.239758787848,26797.561137434564,14,24,2313.356503224929,97.35867140866907,1.0204512039555182,success
E01001896,0.02741534193729673,15359.704548381835,27415.341937296726,15,34,2331.6539562601115,72.57395422998346,1.0215502871976463,success
E01001897,0.03106841753292453,15534.20876646226,31068.417532924526,15,36,2937.1313557278877,81.58698210355242,1.0005782597238047,success
E01001898,0.016397864345279234,11801.658527900669,16397.864345279235,36,55,4689.090757268366,82.31150397181689,1.023308111568406,success
E01001899,0.005408692651817293,3841.992809089382,5408.692651817293,6,7,680.9779766414584,96.74472771255185,1.0000322227212242,success
E01001900,0.007259995292895101,3889.115173002245,7259.995292895101,9,16,972.4734203609926,57.8828219561059,1.0021673465204286,success
E01001901,0.03022242844401323,15111.214222006613,30222.428444013232,13,30,2513.776482712353,83.79254942374509,1.0021611427197754,success
E01001902,0.0349329339102391,17466.46695511955,34932.9339102391,12,26,2539.287604906684,97.66490788102631,1.036520271538272,success
E01001903,0.013457645437924931,6728.822718962466,13457.645437924932,9,18,1475.0016689046706,81.94453716137059,1.001101468775476,success
E01001904,0.00814353409682532,4071.7670484126593,8143.534096825319,6,12,1126.2911407730512,93.85759506442093,1.1351367847076168,success
E01001905,0.02725311878926679,13626.559394633396,27253.11878926679,9,20,2405.5541852773526,120.27770926386764,1.0130318590262068,success
E01001906,0.006299219517756898,3149.6097588784487,6299.219517756897,6,10,390.17318764542506,39.01731876454251,1.0003767756297968,success
E01001907,0.03241496334248275,16207.481671241367,32414.963342482748,14,28,2185.2681709135013,78.0452918183393,1.0011002390029986,success
E01001908,0.02537934861635061,12689.674308175307,25379.34861635061,7,14,1151.1589526777132,82.22563947697952,1.0122359003816093,success
E01001909,0.0226639656802252,11331.9828401126,22663.9656802252,12,24,1947.1431346003667,81.13096394168194,1.0971278366271926,success
E01001910,0.011849078811181269,10745.088410205624,11849.078811181269,11,16,962.8474622274481,67.16446239629427,1.0522969591379985,success
E01001911,0.005593715417365528,2796.857708682764,5593.715417365528,12,22,880.9505912596082,40.04320869361856,1.0198860066884996,success
E01001912,0.019989640814538183,9994.820407269093,19989.64081453818,17,32,1926.980127981775,60.21812899943048,1.199872193429999,success
E01001913,0.01047026336344857,5235.131681724286,10470.26336344857,6,12,1145.3183388558155,95.4431949046513,1.1345400027462829,success
E01001914,0.025851511117960385,13019.819428984534,25851.51111796038,15,33,1691.381166905931,50.108522336109175,1.0172200446529596,success
E01001915,0.00735800913045051,3679.0045652252566,7358.00913045051,10,24,3029.8391121217746,126.24329633840732,1.0459743946953255,success
E01001916,0.006806103846072918,3403.05192303646,6806.103846072919,9,22,2428.293341134199,110.37697005155452,1.0508765641048807,success
E01001917,0.008016926914314998,4008.4634571574984,8016.926914314998,10,18,866.0166356559487,48.11203531421936,1.0002369904867416,success
E01001918,0.019755415416512812,9877.707708256406,19755.415416512813,7,16,2076.889364512328,129.8055852820205,1.0066500307907087,success
E01001919,0.004580830591310473,2290.415295655236,4580.830591310473,8,14,661.2540373806809,47.232431241477194,1.0393141766306853,success
E01001920,0.0099123931603372,4956.196580168601,9912.3931603372,10,20,1623.0461753692578,81.1523087684629,1.0651864486054996,success
E01001921,0.015444721577742095,8094.685630409387,15444.721577742095,15,29,1565.0082960216155,54.682113029193054,1.0000197857463269,success
E01001922,0.020416383526052823,10208.191763026403,20416.38352605282,26,60,3973.9190054250776,66.23198342375125,1.0891451493544166,success
E01001923,0.01977064069698421,10149.803054732198,19770.64069698421,23,46,2206.1779502502336,43.561624146727695,1.0136174575859345,success
E01001924,0.024219154209803723,12628.726000409928,24219.154209803724,14,26,2335.801330492444,81.19797726666384,1.0200653419799115,success
E01001925,0.01607547739795761,8155.857808291504,16075.47739795761,12,24,2276.82059094378,88.85691366579428,1.006830873764764,success
E01001926,0.03497879267962683,17489.39633981342,34978.79267962683,18,40,3169.138458782581,79.22846146956454,1.0281935574088987,success
E01001927,0.006556813597596464,3278.406798798233,6556.813597596465,8,14,1310.1965530220095,93.5854680730007,1.0047088129375639,success
E01001928,0.013777255780506464,7431.332489552706,13777.255780506464,17,30,2616.272696138401,74.27341271383526,1.0285195935076925,success
E01001929,0.04517691945405003,22949.67680773081,45176.91945405003,27,57,3893.7096551253103,65.93291386261616,1.0266361258566843,success
E01001930,0.011443451237653453,6041.743215572309,11443.451237653453,24,46,2897.8294318158146,61.19811565920235,1.0104356379617963,success
E01001931,0.007650512173890173,5191.1360807973915,7650.5121738901735,6,8,521.4641487199007,58.97189834559159,1.0035766024493498,success
E01001932,0.01238004381636331,7528.661878448377,12380.043816363312,18,32,2332.692538860008,78.80986911929125,1.0054952869273521,success
E01001933,0.024648545031223355,12832.781185815758,24648.54503122336,27,62,4386.078233270217,71.36017328827971,1.0834307489308153,success
E01001934,0.0020227667153069496,1011.3833576534747,2022.7667153069494,3,4,367.7030193277998,91.92575483194994,1.0016794584257285,success
E01001935,0.016127600457970428,8063.800228985214,16127.600457970428,7,18,1719.519803483959,95.52887797133106,1.0257324905751701,success
E01001937,0.02242708139092167,11213.54069546084,22427.08139092167,21,50,4385.712791354728,87.7142558270946,1.0044877582516232,success
E01001938,0.010414037528936115,5207.018764468057,10414.037528936115,7,12,1077.2415831561857,89.77013192968214,1.0015317205186005,success
E01001939,0.0038840492750367283,1942.0246375183644,3884.0492750367284,9,16,1253.9952423996317,78.374702649977,1.0485167480995083,success
E01001940,0.020460032138144887,15499.56675938558,20460.032138144885,19,31,1726.3835529103349,62.277510355821654,1.247646615536061,success
E01001941,0.01004358810029151,6305.883562958369,10043.58810029151,16,27,1436.324920295989,56.3624375044007,1.0189493418816604,success
E01001942,0.017275493056005023,11717.111268984403,17275.493056005023,9,18,1589.4742240742391,107.80616380837087,1.2907218232742281,success
E01001943,0.013790419309775625,8406.080404774839,13790.419309775625,38,71,6104.844083536747,80.89707390652343,1.084464655843532,success
E01001944,0.021271815196172366,10635.907598086183,21271.815196172367,6,10,1410.007280162671,141.0007280162671,1.5193295080000793,success
E01001945,0.00390945951751291,1954.7297587564547,3909.4595175129093,2,2,449.05357311421517,224.52678655710758,1.307097022197773,success
E01001946,0.01481037771880866,7405.188859404331,14810.37771880866,8,18,1831.4433461789042,101.74685256549469,1.0695637532539564,success
E01001947,0.002302801345525537,1151.4006727627686,2302.801345525537,2,2,126.57642863268858,63.288214316344295,1.0882899047850025,success
E01001948,0.024601973828763363,12300.986914381683,24601.973828763363,13,32,2825.6578661423414,88.30180831694818,1.1127704506841651,success
E01001949,0.0296757839528911,15517.08806602095,29675.7839528911,16,33,2445.740886006358,75.22627317370525,1.0049850493210246,success
E01001950,0.021404640285612706,10702.32014280635,21404.640285612706,14,28,2341.740227377063,83.6335795491808,1.055473432953567,success
E01001951,0.0068812244137987895,3440.612206899395,6881.22441379879,4,6,712.0406213853253,118.67343689755421,1.0053342433429973,success
E01001952,0.02388052422504589,13363.635348485008,23880.524225045887,21,39,2258.4252291455587,57.44652942003668,1.0100615612210027,success
E01001953,0.018195981475186862,9097.99073759343,18195.981475186865,14,28,1619.3901535359805,57.83536262628501,1.026346346448581,success
E01001954,0.004646904803771056,2323.452401885528,4646.904803771056,3,4,399.5538788332717,99.88846970831793,1.000000002567726,success
E01001955,0.017570904304746976,8785.452152373487,17570.90430474698,19,40,3841.2423328860805,96.031058322152,1.0733930452577922,success
E01001956,0.012035810690039096,6017.905345019549,12035.810690039096,12,22,1608.5154784723034,73.11433993055925,1.0008197553048295,success
E01001957,0.017694839425396326,8847.419712698163,17694.839425396327,4,6,1329.5892566785974,221.5982094464329,1.0251872139088425,success
E01001958,0.004567041903190017,2283.5209515950087,4567.0419031900165,4,6,209.01080643035164,34.83513440505861,1.0000383331871923,success
E01001959,0.021135611296730805,10567.805648365404,21135.611296730807,26,56,4103.973760019673,73.28524571463701,1.0362101951839713,success
E01001960,0.02448478199383029,12242.390996915146,24484.781993830293,11,24,2028.9421060974707,84.53925442072794,1.0044747637769176,success
E01001961,0.0010416066020234578,520.803301011729,1041.606602023458,2,2,72.70592487590059,36.352962437950296,1.0000103048464233,success
E01002694,0.009764434694164175,6019.712745370949,9764.434694164174,10,15,714.1442894693695,48.91838614092422,1.0225841413305106,success
E01002695,0.010950918450884807,7448.55480400275,10950.918450884807,14,22,1291.870777848578,62.76427427168589,1.0487415543856538,success
E01002696,0.007087224678285523,3543.6123391427614,7087.224678285523,7,14,1047.4128504054206,74.81520360038719,1.0959226874666321,success
E01002697,0.014472317059041633,9091.47586216499,14472.317059041634,15,27,1592.1043309034783,62.509764484353376,1.0042465570190393,success
E01002698,0.012101688085306464,6112.848716926518,12101.688085306463,11,19,1318.270377195464,66.588952937779,1.0007429127587073,success
E01002699,0.01680061133677655,9627.719197576727,16800.611336776554,13,24,1531.3128545124518,67.50235210701027,1.0376113053883076,success
E01002700,0.017855639786486213,10669.352368975022,17855.639786486212,26,49,3219.1758300078177,66.3299000488692,1.0767416631236038,success
E01002701,0.007743116977963669,5513.600933829456,7743.116977963668,9,10,643.667035024936,57.29157869319123,1.0016284084949865,success
E01002702,0.02631741076443024,13581.821137273544,26317.410764430242,21,47,3063.366304534512,63.23736570980885,1.0136855392680877,success
E01002703,0.019584317138978014,11621.663046511061,19584.317138978015,14,22,1681.8656756658472,76.77287445151018,1.0158353881152733,success
E01002704,0.024644009323094896,16287.974910279789,24644.0093230949,75,143,8207.06211214546,58.32577241794071,1.0162816819657967,success
E01002706,0.01802729416927527,10870.805009254986,18027.294169275272,24,44,2479.2448986673753,59.801293772723,1.0006259888447335,success
E01002707,0.02478393661411985,17126.568261114975,24783.93661411985,39,63,2929.18947889537,46.0039210267607,1.0072157137034607,success
E01002708,0.009230297969043696,4906.1826892877,9230.297969043697,16,31,3098.3143648024234,102.92799020102997,1.2503806016998866,success
E01002709,0.012937147608748482,7401.662547630444,12937.147608748483,9,16,1051.9929956390613,66.87458293378826,1.222620678088835,success
E01002710,0.01895801587749416,9479.007938747081,18958.01587749416,19,38,2682.9786726075304,70.6047019107245,1.323561979512934,success
E01002711,0.025533436768784987,19534.05007210851,25533.436768784984,35,56,3855.912699948486,65.55377426299536,1.0362311980457024,success
E01002712,0.00740222170489338,3701.1108524466895,7402.22170489338,7,12,865.079602507788,72.08996687564898,1.0001527789562463,success
E01002713,0.0137917806933656,6895.890346682799,13791.780693365597,15,30,1921.0213780448569,64.03404593482857,1.1396519996044572,success
E01002714,0.02256925852676175,11402.982329767152,22569.25852676175,14,31,2559.7931898795878,80.83250851330506,1.0418344567412534,success
E01002715,0.006272861031041304,3136.430515520651,6272.861031041303,3,4,362.0573583242818,90.51433958107043,1.00002021734551,success
E01002716,0.022087152410338953,11166.484184838047,22087.152410338953,21,45,2873.55419961305,63.16380500720406,1.131641229449328,success
E01002717,0.013637155460692354,6818.5777303461755,13637.155460692353,5,10,1668.628567982669,166.86285679826688,1.315138629678097,success
E01002718,0.007278766582113823,3639.3832910569104,7278.766582113823,8,14,725.1082120582371,51.79344371844549,1.0000228146368264,success
E01002719,0.005825395974470175,3044.846475900162,5825.395974470175,7,10,867.8443913156746,75.60152557605284,1.0071660254509518,success
E01002720,0.02418159808303523,13129.605321292673,24181.59808303523,20,40,2434.105473023053,62.934207954822284,1.1053073130703448,success
E01002721,0.017642435669019855,8821.21783450993,17642.435669019855,9,18,2138.884393542623,118.82691075236797,1.0295712037934432,success
E01002722,0.02156492767521144,10782.463837605721,21564.92767521144,10,18,1838.2251170018478,102.12361761121377,1.0208539346916374,success
E01002723,0.013676780110663053,7280.232193254734,13676.780110663052,13,24,1413.8899000676497,57.894006567800794,1.0114631910524379,success
E01002724,0.02386760795511101,14707.75345737799,23867.607955111012,50,97,6243.052099414981,66.32945231740254,1.042557145683221,success
E01002725,0.008868393689693634,4434.196844846817,8868.393689693634,8,14,560.9128442243948,40.065203158885346,1.0287479637646861,success
E01002726,0.020715189155002915,11758.63112044738,20715.189155002914,26,51,3432.7145966417074,67.19045188109838,1.0870640116481023,success
E01002727,0.007100713811301956,3550.3569056509773,7100.7138113019555,4,6,814.0490954347915,135.6748492391319,1.1862897585801138,success
E01002728,0.02105468914194345,15087.403298491337,21054.68914194345,25,36,1923.189724045553,51.0415708183052,1.0197647637443488,success
E01002729,0.024264330574020457,12505.495815195332,24264.33057402046,26,51,3217.5751312467,61.41826353057714,1.1036060361489277,success
E01002730,0.017671815544806232,9758.698157099523,17671.81554480623,21,36,2458.2152763119743,67.87356065899509,1.0115605697216263,success
E01002731,0.009289944480571022,6829.4174029912565,9289.944480571023,23,32,1631.9786801409027,49.988922712682296,1.0076418143149164,success
E01002732,0.021429865832763764,14374.664176368016,21429.865832763764,21,35,2856.2784733607677,79.8302630721895,1.119476130035825,success
E01002733,0.005967377742846498,2983.688871423249,5967.377742846498,2,2,532.0544892740489,266.02724463702447,1.002360148344451,success
E01002734,0.014755474843785494,9227.294003823661,14755.474843785494,21,33,1746.3319372092521,45.502653488204885,1.0451355290972064,success
E01002735,0.023077373983094517,12764.400558763444,23077.373983094516,11,24,2474.139659228288,105.26764197643298,1.0280539172574983,success
E01002736,0.01747508345222157,8737.541726110787,17475.083452221574,12,22,1310.5876401664302,59.57216546211046,1.0004335655064795,success
E01002737,0.009252853663679308,4910.4659065664355,9252.853663679307,7,12,698.050313597642,52.92193229678751,1.1103426746565352,success
E01002738,0.012072500414557073,6122.148100472024,12072.500414557073,13,26,3097.8779648369023,112.21292220607127,1.1985810221240023,success
E01002739,0.021394011317453825,13424.590743845694,21394.011317453824,18,31,2564.9402977468285,84.70957318188552,1.0726086697098731,success
E01002740,0.01512043498454646,7614.386180605037,15120.43498454646,11,21,3294.5684611785246,150.8260875701341,1.1886720553972594,success
E01002741,0.024619123019147118,12609.077791706355,24619.123019147115,16,33,2611.478986830864,74.3061527838145,1.0264749279585599,success
E01002742,0.017409305153829855,8704.652576914928,17409.305153829857,10,20,1884.1915342766908,94.20957671383454,1.0032510271777095,success
E01002743,0.006434989160149231,3217.4945800746154,6434.989160149231,3,6,616.2368123212777,102.70613538687962,1.1505215994002944,success
E01002744,0.030604911958121813,15302.455979060906,30604.911958121815,21,44,2990.160889973723,67.95820204485733,1.0002614711611826,success
E01002745,0.01097442115751215,5487.210578756075,10974.42115751215,4,6,1204.8040401065177,200.8006733510863,1.1516408648213596,success
E01002747,0.011431584279158455,5715.792139579227,11431.584279158455,4,8,1190.6003935259414,148.82504919074267,1.1857662039094188,success
E01002748,0.01384532601553247,7471.250755351356,13845.326015532468,11,17,2001.6126176303376,108.011539523263,1.0110504271324967,success
E01002749,0.029444492852496767,14722.246426248386,29444.492852496765,14,30,2456.334333955012,81.87781113183375,1.0009476854701231,success
E01002751,0.015788262667099887,8941.651011102116,15788.262667099887,11,19,1200.5010345175806,56.6584468235597,1.0238907133126827,success
E01002752,0.011697805811182764,5848.902905591383,11697.805811182765,8,16,1042.9195213495934,65.1824700843496,1.0088520629466073,success
E01002753,0.028911602211273667,14583.726808217509,28911.602211273665,17,36,2355.7294415498445,62.54148213320935,1.0845961162211026,success
E01002754,0.018507685839906682,10744.533275312919,18507.68583990668,17,31,2267.533494957338,69.28441371303275,1.0506615498718501,success
E01002755,0.009878127312783785,4939.063656391892,9878.127312783785,13,26,994.1591071471737,38.236888736429755,1.0266778570314468,success
E01002756,0.025668177615502892,12834.088807751448,25668.177615502893,18,38,2955.8379584940194,77.78520943405316,1.012871432680933,success
E01002757,0.015415993398196876,7707.9966990984385,15415.993398196877,9,16,1359.715132032941,84.98219575205881,1.0004342805738327,success
E01002758,0.012999844137527139,6551.739457833037,12999.84413752714,11,19,1539.745449178064,77.60101511738387,1.0057913335009874,success
E01002759,0.01930451292812401,9652.256464062006,19304.51292812401,15,30,2084.7398952258127,69.49132984086042,1.1251810009945205,success
E01002760,0.008914825266417578,5224.262611710934,8914.825266417578,9,14,812.6157607127352,59.5260985143874,1.049633797934373,success
E01002762,0.014951361014519937,10997.239816039422,14951.361014519936,16,20,2437.3698371772907,112.04807957695594,1.0580182068719157,success
E01002763,0.00727048044002851,7270.480440028509,7270.48044002851,10,9,712.7075444208007,79.18972715786673,1.0005905739939007,success
E01002764,0.02993229820688746,15461.962593327004,29932.298206887463,20,38,3901.0665152099887,100.7576232792878,1.0456665323516878,success
E01002765,0.0177954655096443,9137.825351486337,17795.4655096443,20,37,3094.033295539433,79.43803400647363,1.0613753301479718,success
E01002766,0.015917162023651833,11843.861935653302,15917.162023651834,20,33,2238.878138672373,72.43197359195392,1.1673754423826355,success
E01002767,0.009511037955037636,4755.518977518819,9511.037955037636,4,6,1099.1039529435566,183.18399215725947,1.1223909546048614,success
E01002768,0.018440302514140687,9220.151257070343,18440.302514140687,11,22,1920.239407746006,87.28360944300029,1.002650565807092,success
E01002769,0.006326196899159189,3163.098449579595,6326.196899159189,6,10,1354.4241322166415,135.44241322166417,1.1317129198146123,success
E01002770,0.014168764691855296,9339.656708859544,14168.764691855296,27,48,2996.3922810379954,59.85268744226321,1.0885109990669726,success
E01002771,0.018428430642917205,9214.2153214586,18428.430642917207,15,30,2252.5766140338483,75.08588713446157,1.0581268651938194,success
E01002772,0.01656402922279052,8282.01461139526,16564.02922279052,16,30,1755.514469874517,58.517148995817244,1.0122947152982849,success
E01002773,0.0011043639920850106,552.1819960425054,1104.3639920850105,2,2,104.62931937567816,52.31465968783909,1.0003326364437828,success
E01002774,0.001425188064793374,712.5940323966871,1425.188064793374,5,8,252.69409058720254,31.58676132340032,1.0181162121681622,success
E01002775,0.005641438430844244,2878.750839057048,5641.438430844244,7,11,670.2230737676805,57.000983573479836,1.005282005755309,success
E01002776,0.006750060407541819,3880.673058152872,6750.06040754182,6,9,763.438748221822,87.78161980488983,1.0396449801809673,success
E01002777,0.024835110932369665,14876.175941304877,24835.110932369666,16,31,2936.5627256545918,103.4702652567803,1.002278691480499,success
E01002778,0.0020311836793740065,1337.909438588317,2031.1836793740065,4,7,206.75304071011863,27.23700937850714,1.048364277482419,success
E01002779,0.02081736563155106,14459.468993838302,20817.36563155106,13,17,2323.8513225480374,124.16281801007662,1.012217730469055,success
E01002780,0.0030200692619560894,1510.0346309780446,3020.069261956089,2,2,239.63745490058602,119.81872745029301,1.0000000018911277,success
E01002781,0.010096888689067498,5048.444344533747,10096.888689067498,3,4,907.2778470723024,226.81946176807554,1.0238725841897094,success
E01002782,0.005761081911119404,5761.081911119404,5761.081911119404,12,14,511.98793847746333,36.57056703410452,1.011824463675491,success
E01002783,0.015834484093052704,8127.385120006311,15834.484093052704,9,16,1526.2678076403909,87.04326158629951,1.0649700559364432,success
E01002784,0.006124803439487891,3062.4017197439457,6124.803439487891,6,10,786.4403576503324,78.64403576503324,1.0012812039449428,success
E01002785,0.01435273119086589,7176.365595432943,14352.73119086589,9,18,2053.353757642791,114.07520875793281,1.005370985380398,success
E01002786,0.004024113820254112,2473.478928802192,4024.1138202541124,7,11,435.3819380568675,33.45171439810067,1.0312566309495075,success
E01002787,0.0008176250768756328,408.81253843781633,817.6250768756328,2,2,90.12825540366907,45.06412770183453,1.0798699788958135,success
E01002788,0.011193348118738804,5596.674059369402,11193.348118738804,7,12,1402.4235472318471,116.86862893598726,1.0020373133505451,success
E01002789,0.016145162446140327,8072.581223070164,16145.162446140328,10,22,2177.228430071168,98.96492863959855,1.064444163737547,success
E01002790,0.02359055339750303,11795.276698751515,23590.553397503034,11,20,1842.7874561964697,92.13937280982347,1.0794744881988976,success
E01002791,0.029217506161642388,15909.245882776808,29217.506161642385,31,66,4214.684268487191,60.39318019124193,1.0362778176457428,success
E01002792,0.01694190894147544,8850.390950834402,16941.90894147544,15,30,1792.7152002379096,55.08869590585927,1.0767127679377502,success
E01002793,0.011717402253870943,5858.701126935472,11717.402253870943,11,22,1230.047883519303,55.91126743269559,1.0023356747154668,success
E01002794,0.022262498423002035,12945.033171205736,22262.498423002035,30,56,4070.2823828457304,69.61052177492412,1.0326190727818814,success
E01002795,0.024473435449584732,12236.717724792366,24473.435449584733,24,50,4329.967458225528,86.59934916451057,1.0222478359685019,success
E01002796,0.025549902990010306,12774.951495005158,25549.902990010305,13,28,1975.5632698183088,70.55583106493962,1.0001330280305543,success
E01002797,0.01803303152384178,9251.291159234197,18033.03152384178,13,26,1932.1459822281613,70.80199711807676,1.0383137686996202,success
E01002798,0.027084803115419685,13542.401557709842,27084.803115419683,22,54,3774.468211294816,69.8975594684225,1.0050419977944076,success
E01002799,0.018752146704665733,10720.840737238714,18752.146704665734,14,27,1592.6864827239528,60.70394106358667,1.0293921050155286,success
E01002800,0.017425642760944153,10776.877698873073,17425.642760944153,11,20,1498.2289946794433,84.2344336607315,1.5283339977913226,success
E01002801,0.02227371709736579,11719.34240814953,22273.717097365792,19,39,2331.8397202473643,61.34501036141468,1.0463877418174692,success
E01002802,0.014937405233388797,7468.7026166944015,14937.405233388798,15,30,1623.842529543628,54.12808431812095,1.034796497138779,success
E01002803,0.017664024487088887,9191.709051464468,17664.024487088886,25,49,3134.057608573362,62.724937625865856,1.0191970094730252,success
E01002804,0.02245339642675013,11430.415365900795,22453.39642675013,12,25,2418.389578426242,94.70281285868731,1.1886628064461018,success
E01002805,0.005860359069522126,3024.8768942993543,5860.3590695221255,10,17,752.2961656551472,43.144934791054155,1.0000253891598188,success
E01002806,0.024634044020393833,12317.022010196919,24634.044020393834,12,26,2739.1536885689266,105.35206494495873,1.000010237415992,success
E01002807,0.019984590927462596,11308.339902777085,19984.5909274626,15,28,1818.3842776112651,64.30863271022926,1.0168016024494586,success
E01002808,0.009742039600586174,4871.019800293086,9742.039600586173,8,16,1284.794263517704,80.29964146985648,1.0496933817549863,success
