lsoa_code,road_density,street_density_km_per_sqkm,edge_density_km_per_sqkm,n_nodes,n_edges,total_edge_length,avg_street_length,circuity_avg,status
E01000885,0.019845929705664685,9922.964852832343,19845.929705664683,29,56,6159.369819044038,109.98874676864355,1.091043606963766,success
E01000886,0.022823251297678787,11488.355261761018,22823.251297678788,11,23,2277.7298714320304,95.5435373486779,1.0100744503408112,success
E01000887,0.024655138943332638,15484.855668312211,24655.13894333264,16,30,2411.028069694513,75.71326561427689,1.015365330501414,success
E01000888,0.006445984070711777,4499.092309747511,6445.984070711776,10,16,608.4264873159237,35.38853157900501,1.0090157229833543,success
E01000889,0.01750563144131863,9510.56554618018,17505.631441318634,14,27,1997.9944742115936,77.53446765970614,1.2083332281783967,success
E01000890,0.013346338819622182,6673.16940981109,13346.338819622182,6,10,1009.333778570674,100.93337785706738,1.201205108488753,success
E01000891,0.00940698621007529,4703.493105037644,9406.986210075289,5,8,739.0228632717038,92.37785790896298,1.004896838628724,success
E01000892,0.015832197001065973,8034.248979172895,15832.197001065973,9,17,1924.5428627898323,97.66336617528587,1.0339593854916793,success
E01000893,0.006091895615326757,3045.94780766338,6091.895615326758,10,22,3257.3895546706112,148.06316157593693,1.4066346682480606,success
E01000894,0.012824232886100276,7010.361502669324,12824.232886100277,18,36,2862.9464343103696,78.25142308920204,1.0155540534336225,success
E01000895,0.017569254286153885,9947.392164264478,17569.254286153886,17,30,1675.9164016903983,59.30458619149959,1.0656771528095188,success
E01000896,0.017105544712872706,9377.97810845376,17105.544712872706,13,24,2502.5205547229,105.53745256326486,1.0583202896720105,success
E01000897,0.019214379830563944,9607.189915281973,19214.379830563947,16,32,3836.0004805729805,119.87501501790564,1.152202205729936,success
E01000898,0.004298351247435598,2149.175623717798,4298.3512474355975,7,14,741.6702791188665,52.97644850849044,1.007554747949326,success
E01000899,0.009705163234943739,5391.596563291828,9705.16323494374,59,138,10492.879322463701,75.703942357087,1.064033161439639,success
E01000900,0.01683805954432248,8419.02977216124,16838.05954432248,12,24,1707.97260386918,71.16552516121583,1.1502008018411067,success
E01000901,0.00710291433125537,3551.457165627685,7102.914331255369,5,8,755.8250719986337,94.47813399982923,1.0154003778308849,success
E01000902,0.010464327072171275,5232.163536085639,10464.327072171276,3,4,843.294876006499,210.82371900162477,1.0149581718340643,success
E01000903,0.015678857960327315,7839.428980163658,15678.857960327316,11,20,1611.622680888438,80.5811340444219,1.0161256435485642,success
E01000904,0.0005481980322917516,548.1980322917516,548.1980322917516,4,4,63.517812363140116,15.879453090785027,1.003240268540257,success
E01000905,0.008586164210954117,4293.082105477059,8586.164210954117,9,16,738.2299246146417,46.13937028841511,1.014342907039054,success
