lsoa_code,n_images,mean_gvi,median_gvi,std_gvi,min_gvi,max_gvi,q25_gvi,q75_gvi,processing_time,timestamp,borough,imd_score,imd_quintile,__source_file
E01001609,100,11.04132080078125,3.3203125,17.04259490966797,0.0,66.705322265625,0.68206787109375,11.1785888671875,24.97183895111084,2025-08-09T19:40:43.959163,Greenwich,21.984,Q3,batch_20250809_194125.csv
E01001631,100,7.81072998046875,5.18798828125,7.400853633880615,0.054931640625,35.247802734375,2.06298828125,10.49041748046875,20.310092449188232,2025-08-09T19:37:57.921685,Greenwich,34.131,Q5_Most,batch_20250809_193817.csv
E01001640,100,3.85028076171875,0.87890625,6.055476665496826,0.0,26.019287109375,0.02899169921875,3.91082763671875,22.95918154716492,2025-08-09T19:37:19.191732,Greenwich,30.555,Q4,batch_20250809_193817.csv
E01001645,100,31.81121826171875,30.2154541015625,16.75695037841797,1.434326171875,61.0595703125,16.81671142578125,48.9013671875,16.37013530731201,2025-08-09T19:39:30.226069,Greenwich,27.85,Q4,batch_20250809_193936.csv
E01001648,100,21.23773193359375,19.598388671875,11.459065437316896,0.634765625,51.513671875,12.90435791015625,28.3905029296875,20.154940843582157,2025-08-09T19:29:48.691406,Greenwich,19.236,Q2,batch_20250809_193222.csv
E01001650,100,12.8104248046875,10.92529296875,10.830456733703612,0.140380859375,50.1708984375,4.13970947265625,19.67926025390625,16.317906141281128,2025-08-09T19:41:19.430657,Greenwich,31.966,Q4,batch_20250809_194125.csv
E01001660,100,30.00811767578125,31.005859375,15.400331497192385,0.18310546875,86.38916015625,21.01593017578125,39.4683837890625,18.780287981033325,2025-08-09T19:43:01.579335,Greenwich,33.571,Q4,batch_20250809_194306.csv
E01001666,100,6.60870361328125,4.022216796875,7.41723108291626,0.0,28.082275390625,0.54931640625,10.2081298828125,23.672134399414062,2025-08-09T20:14:57.276691,Greenwich,25.344,Q3,batch_20250809_201508.csv
E01001705,100,7.99261474609375,4.437255859375,9.603225708007812,0.0,50.86669921875,1.4068603515625,12.14141845703125,21.35769033432007,2025-08-09T19:56:19.112422,Greenwich,32.594,Q4,batch_20250809_195622.csv
E01001710,100,10.71307373046875,8.43505859375,9.700984954833984,0.0,46.08154296875,2.5970458984375,17.193603515625,14.842536926269531,2025-08-09T19:57:35.630362,Greenwich,33.511,Q4,batch_20250809_195738.csv
E01001715,100,10.0762939453125,5.9906005859375,12.963590621948242,0.0,72.119140625,3.0609130859375,9.771728515625,20.133095741271973,2025-08-09T19:34:15.853689,Hackney,28.349,Q4,batch_20250809_193511.csv
E01001719,100,25.36968994140625,24.505615234375,16.731355667114258,0.0,67.3095703125,12.67242431640625,34.41619873046875,15.637301921844482,2025-08-09T19:34:53.307835,Hackney,35.72,Q5_Most,batch_20250809_193511.csv
E01001799,100,7.4439697265625,1.751708984375,9.447746276855469,0.0,32.21435546875,0.0,14.40582275390625,15.348949670791626,2025-08-09T19:33:38.499366,Hackney,26.539,Q3,batch_20250809_193511.csv
E01001830,100,7.22906494140625,4.022216796875,7.984323501586914,0.0,30.17578125,0.01678466796875,12.39471435546875,17.045729398727417,2025-08-09T19:54:53.362209,Hackney,32.425,Q4,batch_20250809_195517.csv
E01001835,66,8.53271484375,2.18505859375,12.782825469970703,0.0,57.8125,0.34942626953125,12.08343505859375,8.094449043273926,2025-08-09T20:12:28.806768,Hackney,21.313,Q3,batch_20250809_201238.csv
E01001836,100,20.5096435546875,16.864013671875,19.893510818481445,0.006103515625,85.137939453125,3.73382568359375,30.57098388671875,18.22928237915039,2025-08-09T20:13:12.780922,Hackney,26.182,Q3,batch_20250809_201341.csv
E01001851,100,15.8787841796875,16.2078857421875,9.686253547668455,0.067138671875,37.298583984375,8.1756591796875,23.6724853515625,20.42322564125061,2025-08-09T20:00:50.254121,Hammersmith and Fulham,13.267,Q1_Least,batch_20250809_200100.csv
E01001866,100,11.1944580078125,8.111572265625,10.325940132141112,0.0,42.66357421875,2.25982666015625,17.35382080078125,21.10437035560608,2025-08-09T19:35:32.871252,Hammersmith and Fulham,14.104,Q1_Least,batch_20250809_193817.csv
E01001888,100,5.53680419921875,1.8890380859375,8.67009162902832,0.0,57.9833984375,0.26092529296875,6.7718505859375,16.57981276512146,2025-08-09T19:52:19.817648,Hammersmith and Fulham,10.795,Q1_Least,batch_20250809_195247.csv
E01001890,100,17.88336181640625,18.64013671875,12.562443733215332,0.0,48.27880859375,8.2763671875,26.46636962890625,14.031348705291748,2025-08-09T19:53:01.910964,Hammersmith and Fulham,13.675,Q1_Least,batch_20250809_195356.csv
E01001911,100,6.53564453125,2.459716796875,8.664039611816406,0.0,42.2119140625,1.373291015625,8.258056640625,19.440848112106323,2025-08-09T19:38:17.365549,Hammersmith and Fulham,34.648,Q5_Most,batch_20250809_193817.csv
E01001958,100,14.61907958984375,11.053466796875,12.290337562561035,0.0,57.562255859375,4.9224853515625,22.7783203125,19.19491958618164,2025-08-09T19:05:08.192674,Hammersmith and Fulham,38.666,Q5_Most,batch_20250809_190508.csv
E01001959,100,11.78228759765625,8.67919921875,11.686890602111816,0.0,53.662109375,2.42919921875,17.48199462890625,19.70917844772339,2025-08-09T19:28:45.604812,Hammersmith and Fulham,40.084,Q5_Most,batch_20250809_192845.csv
E01001961,100,20.64276123046875,16.0430908203125,18.082109451293945,0.0,87.01171875,9.30938720703125,27.7099609375,20.501019716262817,2025-08-09T19:32:22.518604,Hammersmith and Fulham,41.84,Q5_Most,batch_20250809_193222.csv
E01002701,100,4.5751953125,0.244140625,7.112375736236572,0.0,22.8759765625,0.0,8.465576171875,18.41386032104492,2025-08-09T19:37:37.607604,Islington,27.789,Q4,batch_20250809_193817.csv
E01002706,100,10.428466796875,6.75048828125,11.687846183776855,0.0,44.610595703125,0.2685546875,18.5791015625,19.466403007507324,2025-08-09T19:30:32.508378,Islington,24.912,Q3,batch_20250809_193222.csv
E01002707,100,20.14453125,20.30029296875,16.10783576965332,0.0,63.775634765625,2.43377685546875,27.90679931640625,17.216203927993774,2025-08-09T19:33:55.718588,Islington,25.684,Q3,batch_20250809_193511.csv
E01002723,100,33.1572265625,37.6953125,17.53923988342285,1.13525390625,67.02880859375,18.121337890625,45.87249755859375,15.7608540058136,2025-08-09T19:50:51.923458,Islington,28.536,Q4,batch_20250809_195054.csv
E01002725,100,20.1015625,10.9161376953125,20.37681007385254,0.0,68.756103515625,3.2196044921875,32.4859619140625,19.607946634292603,2025-08-09T19:04:47.894233,Islington,29.084,Q4,batch_20250809_190508.csv
E01002727,100,34.05657958984375,31.9488525390625,25.086122512817383,0.0,92.66357421875,12.07122802734375,51.8096923828125,19.479400157928467,2025-08-09T19:04:11.505445,Islington,26.051,Q3,batch_20250809_190508.csv
E01002728,100,17.1676025390625,9.1796875,17.42246437072754,0.0,71.026611328125,1.81732177734375,30.35736083984375,20.57159376144409,2025-08-09T19:27:45.639198,Islington,27.235,Q3,batch_20250809_192845.csv
E01002730,100,6.8748779296875,2.0172119140625,10.523116111755373,0.0,47.88818359375,0.4425048828125,7.891845703125,18.97913336753845,2025-08-09T19:28:06.004549,Islington,30.4,Q4,batch_20250809_192845.csv
E01002735,100,9.826171875,5.4443359375,13.303272247314451,0.0,63.311767578125,1.46484375,11.9659423828125,22.0422797203064,2025-08-09T19:31:39.270510,Islington,33.51,Q4,batch_20250809_193222.csv
E01002738,100,24.302001953125,20.5657958984375,18.690410614013672,0.0,84.112548828125,11.5814208984375,32.2479248046875,19.80754923820496,2025-08-09T19:44:08.165658,Islington,24.682,Q3,batch_20250809_194428.csv
E01002742,100,8.08245849609375,4.901123046875,9.02907657623291,0.0,38.7939453125,1.0955810546875,12.28485107421875,15.99785614013672,2025-08-09T19:33:23.149412,Islington,15.801,Q2,batch_20250809_193511.csv
E01002747,80,7.728729248046875,5.5267333984375,7.600649833679199,0.0,30.865478515625,1.3946533203125,11.8011474609375,18.45523405075073,2025-08-09T20:37:12.529030,Islington,13.325,Q1_Least,batch_20250809_203811.csv
E01002749,100,5.79833984375,3.8848876953125,6.339261054992676,0.0,30.45654296875,0.91705322265625,8.54034423828125,13.088653326034546,2025-08-09T19:45:24.642550,Islington,22.829,Q3,batch_20250809_194548.csv
E01002752,100,16.098388671875,14.9993896484375,14.293096542358398,0.0,47.65625,1.42059326171875,29.57916259765625,11.97332239151001,2025-08-09T19:46:57.253083,Islington,22.426,Q3,batch_20250809_194731.csv
E01002756,100,45.69036483764648,48.2879638671875,18.90888023376465,0.0,85.028076171875,36.8194580078125,58.0322265625,18.367075204849243,2025-08-09T19:47:28.914503,Islington,27.776,Q4,batch_20250809_194731.csv
E01002762,100,22.786865234375,19.024658203125,15.62756633758545,0.0,67.08984375,12.67242431640625,29.15802001953125,19.520060777664185,2025-08-09T19:03:34.094448,Islington,20.717,Q2,batch_20250809_190508.csv
E01002763,100,18.35186767578125,15.9759521484375,13.29448127746582,0.0,67.08984375,7.806396484375,26.0650634765625,15.198854207992554,2025-08-09T19:49:18.148443,Islington,33.113,Q4,batch_20250809_194922.csv
E01002769,100,15.12530517578125,12.445068359375,10.99415111541748,0.4150390625,47.83935546875,6.37664794921875,21.8109130859375,21.16312551498413,2025-08-09T19:06:13.765708,Islington,20.118,Q2,batch_20250809_190613.csv
E01002779,100,7.55767822265625,1.251220703125,10.508767127990724,0.0,35.162353515625,0.09613037109375,12.4664306640625,17.149249792099,2025-08-09T19:27:07.693380,Islington,18.595,Q2,batch_20250809_192845.csv
E01002789,80,13.634719848632812,12.0452880859375,10.734103202819824,0.0,44.27490234375,4.57611083984375,21.1151123046875,21.53235411643982,2025-08-09T20:38:32.570916,Islington,13.703,Q1_Least,batch_20250809_203939.csv
E01002818,100,6.2181396484375,0.87890625,10.749574661254885,0.0,43.8720703125,0.0640869140625,6.06842041015625,21.16007161140442,2025-08-09T19:35:54.033322,Kensington and Chelsea,12.656,Q1_Least,batch_20250809_193817.csv
E01002824,100,37.95159912109375,33.9141845703125,23.71647834777832,0.0,93.548583984375,25.5218505859375,54.5166015625,23.42935156822205,2025-08-09T19:03:13.266242,Kensington and Chelsea,10.045,Q1_Least,batch_20250809_190508.csv
E01002825,100,11.65838623046875,8.2427978515625,11.202038764953612,0.0,55.816650390625,4.0496826171875,15.9393310546875,20.063575267791748,2025-08-09T19:05:29.128737,Kensington and Chelsea,9.697,Q1_Least,batch_20250809_190613.csv
E01002826,100,16.55279541015625,9.6405029296875,18.614803314208984,0.0,82.672119140625,1.42822265625,24.84283447265625,21.42430949211121,2025-08-09T19:26:28.972780,Kensington and Chelsea,10.756,Q1_Least,batch_20250809_192845.csv
E01002827,100,15.1943359375,9.8663330078125,14.61658000946045,0.0,71.728515625,2.51007080078125,25.92620849609375,22.243144512176517,2025-08-09T19:29:28.534312,Kensington and Chelsea,12.075,Q1_Least,batch_20250809_193222.csv
E01002835,100,9.78570556640625,8.1390380859375,8.20145320892334,0.0,36.492919921875,2.4505615234375,15.2435302734375,20.579228162765503,2025-08-09T19:43:28.004661,Kensington and Chelsea,10.461,Q1_Least,batch_20250809_194428.csv
E01002836,100,4.98199462890625,0.848388671875,6.6326751708984375,0.0,28.228759765625,0.0,8.526611328125,18.10291361808777,2025-08-09T19:45:06.588443,Kensington and Chelsea,11.093,Q1_Least,batch_20250809_194548.csv
E01002837,100,7.6854248046875,5.94482421875,6.795581340789795,0.079345703125,41.741943359375,2.099609375,13.21868896484375,18.04195213317871,2025-08-09T19:46:23.819809,Kensington and Chelsea,13.106,Q1_Least,batch_20250809_194731.csv
E01002848,100,10.93377685546875,4.4677734375,14.821577072143556,0.0,76.763916015625,0.42266845703125,17.1173095703125,18.50991439819336,2025-08-09T19:50:36.158602,Kensington and Chelsea,29.533,Q4,batch_20250809_195054.csv
E01002880,100,7.428955078125,3.82080078125,9.899303436279297,0.0,58.465576171875,1.8157958984375,7.99407958984375,18.45004510879517,2025-08-09T19:35:11.760884,Kensington and Chelsea,44.248,Q5_Most,batch_20250809_193511.csv
E01002893,100,7.55084228515625,3.0609130859375,10.230125427246094,0.0,43.98193359375,0.16021728515625,10.2752685546875,13.99073314666748,2025-08-09T19:48:41.951551,Kensington and Chelsea,21.771,Q3,batch_20250809_194922.csv
E01002899,100,5.74383544921875,3.67431640625,6.23542594909668,0.0,27.056884765625,0.50506591796875,9.30023193359375,14.970010042190552,2025-08-09T19:50:17.646688,Kensington and Chelsea,21.45,Q3,batch_20250809_195054.csv
E01002912,100,10.1864013671875,6.9488525390625,9.358546257019045,0.0,37.982177734375,2.65960693359375,16.168212890625,19.529698610305783,2025-08-09T19:48:09.099323,Kensington and Chelsea,13.905,Q1_Least,batch_20250809_194922.csv
E01002914,100,14.19757080078125,10.7208251953125,13.012731552124023,0.0,79.071044921875,5.01861572265625,18.85833740234375,18.903209686279297,2025-08-09T19:49:42.760777,Kensington and Chelsea,8.875,Q1_Least,batch_20250809_195054.csv
E01003032,100,25.385986328125,14.8681640625,26.687572479248047,0.0,94.59228515625,0.58135986328125,46.453857421875,15.365378856658936,2025-08-09T19:57:20.782833,Lambeth,31.549,Q4,batch_20250809_195738.csv
E01003039,100,26.231689453125,7.4554443359375,30.68711853027344,0.0,97.821044921875,0.37841796875,47.48992919921875,19.87755489349365,2025-08-09T19:55:37.425815,Lambeth,10.643,Q1_Least,batch_20250809_195622.csv
E01003100,100,16.521484375,13.3392333984375,15.0269775390625,0.0,69.171142578125,5.1116943359375,25.5035400390625,24.34557628631592,2025-08-09T19:30:13.038983,Lambeth,16.907,Q2,batch_20250809_193222.csv
E01003109,100,7.781494140625,4.595947265625,9.56662940979004,0.0,53.90625,0.7720947265625,9.991455078125,21.810861349105835,2025-08-09T19:34:37.668543,Lambeth,27.59,Q4,batch_20250809_193511.csv
E01003113,100,34.40350341796875,25.4974365234375,29.21896171569824,0.0,90.51513671875,8.71124267578125,60.07080078125,15.73065447807312,2025-08-09T19:42:42.794788,Lambeth,23.176,Q3,batch_20250809_194306.csv
E01003122,80,11.27716064453125,4.6295166015625,13.171483039855955,0.0,51.226806640625,0.0732421875,20.30487060546875,15.958229064941406,2025-08-09T20:38:04.527000,Lambeth,25.76,Q3,batch_20250809_203811.csv
E01003127,80,13.8897705078125,7.2509765625,13.614752769470217,0.0,51.72119140625,2.72216796875,22.35107421875,18.89336895942688,2025-08-09T20:39:31.550477,Lambeth,26.097,Q3,batch_20250809_203939.csv
E01003137,100,30.022216796875,30.584716796875,14.65701389312744,2.923583984375,65.509033203125,18.64471435546875,40.68603515625,17.61572551727295,2025-08-09T19:45:44.948469,Lambeth,29.29,Q4,batch_20250809_194548.csv
E01003162,100,30.86041259765625,30.859375,12.70880126953125,6.005859375,81.500244140625,22.27630615234375,37.0025634765625,17.02129626274109,2025-08-09T19:48:27.958812,Lambeth,27.304,Q3,batch_20250809_194922.csv
E01003169,100,24.56683349609375,23.35205078125,17.956846237182617,0.0,92.37060546875,10.13641357421875,34.54742431640625,17.7555890083313,2025-08-09T19:50:02.674677,Lambeth,23.435,Q3,batch_20250809_195054.csv
E01003170,80,26.697769165039062,26.74560546875,12.77749729156494,2.166748046875,67.767333984375,18.36090087890625,33.7371826171875,10.786012887954712,2025-08-09T21:33:04.932805,Lambeth,12.457,Q1_Least,batch_20250809_213316.csv
E01003179,91,28.207632064819336,28.802490234375,10.61454963684082,0.54931640625,55.9814453125,21.8017578125,33.82568359375,13.554619312286375,2025-08-09T19:53:36.071032,Lambeth,30.956,Q4,batch_20250809_195356.csv
E01003200,80,20.0750732421875,11.5081787109375,20.876365661621094,0.103759765625,77.178955078125,6.854248046875,24.06768798828125,19.84035611152649,2025-08-09T20:44:36.774190,Lewisham,11.58,Q1_Least,batch_20250809_204446.csv
E01003202,80,15.706024169921877,18.2403564453125,11.997475624084473,0.0,39.29443359375,2.63214111328125,26.02386474609375,16.002788066864014,2025-08-09T20:45:04.259458,Lewisham,9.192,Q1_Least,batch_20250809_204515.csv
E01003206,80,18.41644287109375,15.80810546875,11.553473472595217,1.190185546875,56.268310546875,10.467529296875,25.4669189453125,13.035005807876589,2025-08-09T21:32:41.551572,Lewisham,14.285,Q1_Least,batch_20250809_213252.csv
E01003221,100,11.19256591796875,11.1907958984375,8.924787521362305,0.0,34.124755859375,1.90277099609375,16.546630859375,16.268828630447388,2025-08-09T19:51:58.127445,Lewisham,31.619,Q4,batch_20250809_195203.csv
E01003222,80,15.60089111328125,12.103271484375,13.53439712524414,0.689697265625,64.544677734375,4.82330322265625,21.20208740234375,18.254903554916385,2025-08-09T20:41:08.402546,Lewisham,22.103,Q3,batch_20250809_204129.csv
E01003229,100,11.11810302734375,5.8868408203125,15.281338691711426,0.0,75.848388671875,2.61688232421875,13.97552490234375,17.812511205673218,2025-08-09T19:52:43.210068,Lewisham,32.515,Q4,batch_20250809_195247.csv
E01003230,80,14.816818237304688,11.700439453125,12.462787628173828,0.0,48.4619140625,5.62744140625,24.93896484375,16.28095817565918,2025-08-09T20:39:12.656113,Lewisham,21.999,Q3,batch_20250809_203939.csv
E01003231,80,13.852310180664062,4.046630859375,17.366230010986328,0.0,59.442138671875,1.56097412109375,26.6937255859375,13.321960687637327,2025-08-09T20:37:48.567767,Lewisham,23.637,Q3,batch_20250809_203811.csv
E01003240,96,2.5561649799346924,1.1627197265625,2.8717405796051025,0.0,11.236572265625,0.2197265625,4.5318603515625,14.660321474075316,2025-08-09T19:55:57.751741,Lewisham,32.442,Q4,batch_20250809_195622.csv
E01003343,100,7.39617919921875,5.5938720703125,6.862783432006836,0.0,32.36083984375,1.51214599609375,11.60125732421875,17.289071559906006,2025-08-09T20:14:33.602556,Lewisham,21.817,Q3,batch_20250809_201508.csv
E01003926,100,9.85833740234375,4.5501708984375,12.046442031860352,0.0,48.846435546875,0.52032470703125,14.422607421875,16.774837493896484,2025-08-09T19:04:28.281285,Southwark,31.441,Q4,batch_20250809_190508.csv
E01003929,100,2.146484375,0.0,4.460264682769775,0.0,17.98095703125,0.0,0.823974609375,23.066861391067505,2025-08-09T19:51:41.857615,Southwark,22.973,Q3,batch_20250809_195203.csv
E01003936,100,16.75433349609375,16.19873046875,14.154062271118164,0.0,83.6669921875,7.6904296875,21.923828125,16.501695156097412,2025-08-09T19:42:03.753775,Southwark,14.247,Q1_Least,batch_20250809_194306.csv
E01003937,100,11.9490966796875,5.9722900390625,15.365081787109377,0.0,76.885986328125,0.09765625,17.33245849609375,17.928600311279297,2025-08-09T19:03:52.024036,Southwark,24.291,Q3,batch_20250809_190508.csv
E01003966,91,10.66800594329834,9.222412109375,8.199774742126465,0.0244140625,40.6982421875,4.1290283203125,14.9688720703125,13.291340589523315,2025-08-09T19:47:10.545423,Southwark,33.346,Q4,batch_20250809_194731.csv
E01003976,100,9.50982666015625,5.706787109375,11.026324272155762,0.0,43.890380859375,0.83770751953125,13.96331787109375,20.99202799797058,2025-08-09T19:49:02.945587,Southwark,30.428,Q4,batch_20250809_194922.csv
E01003979,100,9.3392333984375,5.810546875,8.517637252807617,0.0,33.648681640625,2.569580078125,14.07470703125,16.79472064971924,2025-08-09T19:53:52.867754,Southwark,29.514,Q4,batch_20250809_195356.csv
E01003990,100,30.92474365234375,28.7994384765625,18.480806350708008,1.9287109375,73.931884765625,14.93682861328125,44.03533935546875,16.008748531341553,2025-08-09T19:58:13.115181,Southwark,31.077,Q4,batch_20250809_195818.csv
E01003998,100,20.58544921875,18.1121826171875,11.841256141662598,0.0,49.298095703125,11.62109375,30.03082275390625,18.256911754608154,2025-08-09T19:43:48.357112,Southwark,25.146,Q3,batch_20250809_194428.csv
E01004022,100,17.07635498046875,12.0269775390625,15.395402908325195,0.0,79.89501953125,5.5999755859375,24.18975830078125,19.126918077468872,2025-08-09T19:46:45.278762,Southwark,24.603,Q3,batch_20250809_194731.csv
E01004051,80,26.695785522460938,26.11083984375,14.052139282226562,0.0,54.937744140625,17.1234130859375,38.80767822265625,10.279524326324465,2025-08-09T21:33:27.569653,Southwark,9.731,Q1_Least,batch_20250809_213338.csv
E01004054,100,36.77105712890625,45.7672119140625,26.684310913085938,0.0,72.10693359375,0.07781982421875,60.02655029296875,16.248961210250854,2025-08-09T20:01:18.483789,Southwark,8.354,Q1_Least,batch_20250809_200127.csv
E01004061,80,7.621917724609375,3.6285400390625,9.425761222839355,0.0,34.881591796875,0.0457763671875,12.84942626953125,15.852351188659668,2025-08-09T20:40:28.207260,Southwark,21.531,Q3,batch_20250809_204034.csv
E01004069,100,38.37237548828125,37.5701904296875,14.487634658813477,5.7373046875,78.656005859375,28.11737060546875,47.5921630859375,16.572054386138916,2025-08-09T19:51:11.098134,Southwark,9.326,Q1_Least,batch_20250809_195203.csv
E01004070,80,36.13861083984375,31.9122314453125,17.718822479248047,7.861328125,78.16162109375,23.00567626953125,48.272705078125,17.780476331710815,2025-08-09T20:35:20.596980,Southwark,13.134,Q1_Least,batch_20250809_203541.csv
E01004075,100,45.41730117797852,44.439697265625,15.368197441101074,15.185546875,77.288818359375,33.32672119140625,56.82373046875,17.99482774734497,2025-08-09T19:47:49.566626,Southwark,8.625,Q1_Least,batch_20250809_194922.csv
E01004216,100,30.191650390625,29.98046875,14.851515769958496,1.251220703125,63.726806640625,18.8232421875,40.13214111328125,14.263962268829346,2025-08-09T19:54:10.635253,Tower Hamlets,14.112,Q1_Least,batch_20250809_195517.csv
E01004223,100,31.4669189453125,22.3724365234375,27.593156814575195,0.0,94.42138671875,6.6802978515625,52.37579345703125,22.74406361579895,2025-08-09T19:32:02.016585,Tower Hamlets,35.516,Q5_Most,batch_20250809_193222.csv
