lsoa_code,n_images,mean_gvi,median_gvi,std_gvi,min_gvi,max_gvi,q25_gvi,q75_gvi,processing_time,timestamp,borough,imd_score,imd_quintile,__order
E01004653,80,12.5453186,5.548095703,14.39052486,0,57.2265625,0,23.01330566,14.02143502,2025-08-09T20:42:00.000712,Westminster,10.84,Q1_Least,20250809_204243
E01004654,100,0.865600586,0,3.533792734,0,25.54321289,0,0.131225586,15.82252669,2025-08-09T19:53:17.737495,Westminster,12.798,Q1_Least,20250809_195356
E01004656,80,10.16532898,3.283691406,14.84303474,0,64.31884766,0.553894043,10.60638428,18.48384857,2025-08-09T20:42:20.256887,Westminster,23.605,Q3,20250809_204243
E01004663,100,3.319335938,0.55847168,5.714488506,0,32.87353516,0,4.513549805,23.4698298,2025-08-09T19:05:52.600567,Westminster,17.986,Q2,20250809_190613
E01004680,80,18.01773071,13.29650879,16.97329521,0,66.83349609,3.57208252,26.05285645,21.66015434,2025-08-09T20:38:54.232594,Westminster,11.027,Q1_Least,20250809_203939
E01004681,100,10.30249023,3.677368164,13.67975235,0,52.17895508,0.068664551,15.1260376,22.67172289,2025-08-09T20:17:43.652419,Westminster,12.054,Q1_Least,20250809_201839
E01004682,80,15.938797,13.28735352,15.23544216,0,50.34790039,0.152587891,26.64794922,20.57250309,2025-08-09T20:37:33.102533,Westminster,14.246,Q1_Least,20250809_203811
E01004684,100,9.34387207,2.386474609,13.75487709,0,71.52099609,0.004577637,12.4130249,19.14760613,2025-08-09T19:41:03.108760,Westminster,21.313,Q3,20250809_194125
E01004701,100,30.17889404,35.18981934,15.77064228,0,58.06274414,14.91241455,41.92199707,15.27138925,2025-08-09T19:38:48.976497,Westminster,9.41,Q1_Least,20250809_193936
E01004711,80,36.43119812,38.35449219,11.85779285,3.411865234,58.95385742,27.09960938,44.31915283,14.94103646,2025-08-09T20:41:23.345586,Westminster,24.274,Q3,20250809_204129
E01004712,100,6.124450684,1.684570313,8.881905556,0,35.96801758,0.068664551,8.815002441,29.39431143,2025-08-09T20:17:20.976665,Westminster,11.061,Q1_Least,20250809_201839
E01004714,100,3.92388916,1.82800293,4.829200745,0,17.31567383,0.247192383,6.632995605,24.23026824,2025-08-09T19:26:07.547471,Westminster,10.268,Q1_Least,20250809_192845
E01004726,100,26.87493896,26.48925781,17.71681404,0,81.23779297,13.55133057,37.86773682,19.11120391,2025-08-09T19:40:16.787506,Westminster,9.4,Q1_Least,20250809_194125
E01004731,100,17.81555176,11.38305664,19.05487251,0,66.24145508,0.869750977,28.25317383,27.35822225,2025-08-09T20:15:56.679359,Westminster,10.008,Q1_Least,20250809_201651
E01004763,100,2.835021973,0.103759766,5.653643131,0,24.74365234,0,2.079772949,25.51329255,2025-08-09T19:30:58.023678,Westminster,23.381,Q3,20250809_193222
E01032775,100,10.82312012,9.146118164,11.22822189,0,65.68603516,1.821899414,16.32843018,21.21871686,2025-08-09T20:15:29.319129,Tower Hamlets,9.375,Q1_Least,20250809_201651
E01032781,100,12.80712891,3.469848633,18.8725853,0,90.55786133,0.038146973,18.58673096,19.79885268,2025-08-09T20:14:01.068901,Tower Hamlets,12.666,Q1_Least,20250809_201508
E01032834,68,14.12829208,10.39733887,12.39637184,0.109863281,37.39624023,3.211975098,25.36315918,10.07305765,2025-08-09T20:40:07.901574,Southwark,9.09,Q1_Least,20250809_204034
E01033099,100,15.06188965,8.758544922,18.03316116,0,77.27050781,2.093505859,21.10443115,19.98790669,2025-08-09T20:18:06.002782,Wandsworth,21.195,Q3,20250809_201839
E01033100,80,8.688964844,2.615356445,12.69277382,0,53.23486328,0.019836426,11.6317749,19.14912057,2025-08-09T20:36:33.837196,Wandsworth,27.088,Q3,20250809_203654
E01033743,100,21.90142822,17.60864258,16.90224075,0,70.703125,9.178161621,30.9967041,21.24653482,2025-08-09T20:16:20.342776,Greenwich,20.968,Q3,20250809_201651
