lsoa_code,image_id,captured_at,lon,lat,sequence_id,gvi,processing_time
E01000881,1139584646559957,1446981801243,-0.17881996810953,51.552550916205,,17.76123046875,2025-08-09T20:41:34.243371
E01000881,451193439283194,1439021591107,-0.17587053780854,51.551693543735,,63.134765625,2025-08-09T20:41:34.713264
E01000881,216226926571071,1437723125648,-0.17434588725259,51.552056938689,,15.924072265625,2025-08-09T20:41:34.865546
E01000881,6684383788314341,1437851146856,-0.175947,51.550637,,32.159423828125,2025-08-09T20:41:34.878049
E01000881,296524332057638,1441531258924,-0.1745969538711,51.55257404434,,49.3408203125,2025-08-09T20:41:34.907575
E01000881,521510738847239,1437723071622,-0.175926,51.548606,,19.8974609375,2025-08-09T20:41:35.032988
E01000881,643859400930290,1685003651488,-0.18247381388706,51.550044339964,,0.8056640625,2025-08-09T20:41:35.039382
E01000881,1202839526836332,1460368237308,-0.17580348928853,51.54881553249,,20.263671875,2025-08-09T20:41:35.357790
E01000881,460213208618827,1446981833225,-0.18047916664214,51.55128260805,,11.1328125,2025-08-09T20:41:35.481438
E01000881,764317140936672,1439749050967,-0.17962517572115,51.552301412101,,48.199462890625,2025-08-09T20:41:35.538499
E01000881,327222232077231,1437851136304,-0.175931,51.54975,,38.348388671875,2025-08-09T20:41:35.621571
E01000881,256408559503581,1446994934566,-0.175873,51.552586,,58.09326171875,2025-08-09T20:41:35.718913
E01000881,692390736025425,1685003612467,-0.18056387214737,51.547944721591,,0.06103515625,2025-08-09T20:41:35.822591
E01000881,275127380922262,1446981903225,-0.18109547741825,51.548769739429,,0.25634765625,2025-08-09T20:41:36.161243
E01000881,263870266217766,1685003632492,-0.18147387185565,51.549096317706,,11.846923828125,2025-08-09T20:41:36.280825
E01000881,156604966310110,1439749035811,-0.17935913572169,51.552404628486,,31.573486328125,2025-08-09T20:41:36.355797
E01000881,1047243725802293,1446981847228,-0.18019387552512,51.550202637237,,2.593994140625,2025-08-09T20:41:36.423839
E01000881,984911632880604,1685003644461,-0.1820085120196,51.549719493832,,0.372314453125,2025-08-09T20:41:36.503339
E01000881,293291562260386,1439749001649,-0.17871166133829,51.552659950923,,28.338623046875,2025-08-09T20:41:36.598883
E01000881,2842155596008496,1440260599159,-0.18324013721129,51.550690664473,,0.982666015625,2025-08-09T20:41:36.700727
E01000881,467946407797210,1469109336340,-0.1835,51.548791,,42.236328125,2025-08-09T20:41:36.766328
E01000881,682588895849246,1440260595158,-0.18378437405857,51.551006695705,,1.934814453125,2025-08-09T20:41:36.939448
E01000881,3052432178312135,1436123850063,-0.1828366,51.55025491,,0.0,2025-08-09T20:41:37.047003
E01000881,827143151344302,1441531286953,-0.17524677124821,51.551632180967,,60.70556640625,2025-08-09T20:41:37.425616
E01000881,4189747364409298,1442052424558,-0.17574004646779,51.551654112595,,52.508544921875,2025-08-09T20:41:37.454130
E01000881,325565735640517,1442052426557,-0.17554393996832,51.551623976259,,53.009033203125,2025-08-09T20:41:37.601817
E01000881,199042245197275,1439748980555,-0.17871701465373,51.552880155326,,27.5390625,2025-08-09T20:41:37.606815
E01000881,266141491906875,1441531314948,-0.175836,51.549608,,49.005126953125,2025-08-09T20:41:37.698449
E01000881,1552195211640491,1436123866863,-0.1828366,51.55025491,,0.0,2025-08-09T20:41:37.831268
E01000881,267030921795994,1439748989716,-0.17866144203183,51.552769266552,,24.98779296875,2025-08-09T20:41:37.851784
E01000881,137720621661600,1446981817228,-0.18018616673462,51.552063039729,,19.482421875,2025-08-09T20:41:38.073815
E01000881,4074012439385039,1442052404571,-0.17589599137715,51.550315007561,,75.347900390625,2025-08-09T20:41:38.161405
E01000881,856535884900155,1437851142848,-0.175952,51.550341,,24.8291015625,2025-08-09T20:41:38.301969
E01000881,327521818794432,1446994950556,-0.17547997575473,51.551620625418,,30.194091796875,2025-08-09T20:41:38.409529
E01000881,922103868362180,1437850494717,-0.174424,51.552294,,61.956787109375,2025-08-09T20:41:38.516231
E01000881,515048846336725,1460368193211,-0.1758674,51.5516444,,37.40234375,2025-08-09T20:41:38.535755
