lsoa_code,image_id,captured_at,lon,lat,sequence_id,gvi,processing_time
E01000929,808802753074923,1431776843657,-0.18730655469319,51.539810319817,,48.05908203125,2025-08-09T20:36:35.847083
E01000929,636753397715748,1569263668718,-0.18783818728759,51.540108190114,,9.9365234375,2025-08-09T20:36:36.099047
E01000929,912537349541329,1569263655924,-0.18686067358276,51.539319902432,,0.0,2025-08-09T20:36:36.153356
E01000929,782842005747186,1569263620967,-0.18494610366366,51.538128272628,,20.489501953125,2025-08-09T20:36:36.170355
E01000929,470347390886224,1431776763643,-0.1869112457042,51.535804636944,,40.863037109375,2025-08-09T20:36:36.237738
E01000929,264660335361337,1431776795659,-0.18521774559725,51.537386128547,,24.267578125,2025-08-09T20:36:36.258718
E01000929,494011341790888,1569263615710,-0.18438788816569,51.537820700196,,0.372314453125,2025-08-09T20:36:36.655061
E01000929,171706298210229,1569263659984,-0.18713497272727,51.539612169091,,20.672607421875,2025-08-09T20:36:36.725645
E01000929,1941399952676494,1569263616735,-0.18448612939583,51.537875080968,,1.94091796875,2025-08-09T20:36:36.902252
E01000929,1474820569550937,1447587477535,-0.184312,51.535123,,26.0498046875,2025-08-09T20:36:36.925254
E01000929,3737096063066197,1431776845653,-0.18752073163605,51.539931822262,,44.54345703125,2025-08-09T20:36:37.003306
E01000929,1154201221683950,1431776829649,-0.18613839700317,51.538796512867,,19.873046875,2025-08-09T20:36:37.157792
E01000929,193490992608983,1431776807653,-0.18469314457679,51.537881296163,,0.0,2025-08-09T20:36:37.397923
E01000929,473025360472976,1569263663777,-0.18737290363737,51.539864105449,,34.66796875,2025-08-09T20:36:37.404440
E01000929,851589192237150,1431776753643,-0.18721953229982,51.53551812433,,34.576416015625,2025-08-09T20:36:37.528066
E01000929,320000102897941,1569263628879,-0.18592099098417,51.538695979182,,13.037109375,2025-08-09T20:36:37.616824
E01000929,288058762805938,1431776785660,-0.185836,51.536799,,20.306396484375,2025-08-09T20:36:37.773066
E01000929,1830012170497855,1431776769651,-0.18678946905214,51.535917006049,,42.254638671875,2025-08-09T20:36:37.842044
E01000929,817252848893025,1431776833651,-0.1864147086863,51.53899848234,,7.049560546875,2025-08-09T20:36:37.968051
E01000929,495605954923422,1569263656757,-0.18693953868395,51.539384992722,,0.311279296875,2025-08-09T20:36:38.279758
E01000929,311648223898851,1569263661790,-0.18724223737575,51.539742900398,,31.134033203125,2025-08-09T20:36:38.285752
E01000929,470186794246740,1569263626801,-0.18570557297088,51.538541753315,,46.91162109375,2025-08-09T20:36:38.351190
E01000929,152986193425955,1466263466702,-0.18942137486789,51.535019935954,,23.687744140625,2025-08-09T20:36:38.427730
E01000929,1163633777394354,1569263621934,-0.18506676925851,51.538194503442,,25.140380859375,2025-08-09T20:36:38.647393
E01000929,559412678777990,1431776735663,-0.18761150011915,51.535147568394,,38.29345703125,2025-08-09T20:36:38.663390
E01000929,286975736405577,1569263617787,-0.18458878649086,51.537932908021,,4.815673828125,2025-08-09T20:36:38.725951
E01000929,515460806126823,1431776837656,-0.1867949069593,51.53926875847,,10.1318359375,2025-08-09T20:36:39.092155
E01000929,268794264984121,1431776759657,-0.18698345027269,51.535737326949,,36.285400390625,2025-08-09T20:36:39.094153
E01000929,4181588778530907,1431776771660,-0.18675543203527,51.535946727157,,46.929931640625,2025-08-09T20:36:39.169122
E01000929,145637597517701,1431776733659,-0.1876937418725,51.535070099702,,39.471435546875,2025-08-09T20:36:39.334824
E01000929,1311805555859421,1569263660786,-0.18718251683168,51.539670608911,,21.875,2025-08-09T20:36:39.400195
