lsoa_code,n_images,mean_gvi,median_gvi,std_gvi,min_gvi,max_gvi,q25_gvi,q75_gvi,processing_time,timestamp,borough,imd_score,imd_quintile
E01004639,100,16.1201171875,15.692138671875,9.250423431396484,1.13525390625,49.139404296875,9.35211181640625,21.7193603515625,20.673843145370483,2025-08-09T19:29:06.286659,Wandsworth,10.4,Q1_Least
E01002827,100,15.1943359375,9.8663330078125,14.61658000946045,0.0,71.728515625,2.51007080078125,25.92620849609375,22.243144512176514,2025-08-09T19:29:28.534312,Kensington and Chelsea,12.075,Q1_Least
E01001648,100,21.23773193359375,19.598388671875,11.459065437316895,0.634765625,51.513671875,12.90435791015625,28.3905029296875,20.154940843582153,2025-08-09T19:29:48.691406,Greenwich,19.236,Q2
E01003100,100,16.521484375,13.3392333984375,15.0269775390625,0.0,69.171142578125,5.1116943359375,25.5035400390625,24.345576286315918,2025-08-09T19:30:13.038983,Lambeth,16.907,Q2
E01002706,100,10.428466796875,6.75048828125,11.687846183776855,0.0,44.610595703125,0.2685546875,18.5791015625,19.466403007507324,2025-08-09T19:30:32.508378,Islington,24.912,Q3
E01004763,100,2.83502197265625,0.103759765625,5.6536431312561035,0.0,24.74365234375,0.0,2.07977294921875,25.51329255104065,2025-08-09T19:30:58.023678,Westminster,23.381,Q3
