lsoa_code,n_images,mean_gvi,median_gvi,std_gvi,min_gvi,max_gvi,q25_gvi,q75_gvi,processing_time,timestamp,borough,imd_score,imd_quintile
E01004472,100,14.11669921875,7.9010009765625,17.634193420410156,0.0,77.734375,0.80718994140625,19.37713623046875,11.609687566757202,2025-08-09T20:12:50.035169,Wandsworth,9.879,Q1_Least
E01001836,100,20.5096435546875,16.864013671875,19.893510818481445,0.006103515625,85.137939453125,3.73382568359375,30.57098388671875,18.22928237915039,2025-08-09T20:13:12.780922,Hackney,26.182,Q3
