lsoa_code,n_images,mean_gvi,median_gvi,std_gvi,min_gvi,max_gvi,q25_gvi,q75_gvi,processing_time,timestamp,borough,imd_score,imd_quintile
E01004281,100,20.38525390625,19.482421875,9.125046730041504,1.89208984375,42.8955078125,14.51416015625,25.7781982421875,17.5834481716156,2025-08-09T20:18:57.260835,Tower Hamlets,8.22,Q1_Least
E01004554,100,40.2396240234375,46.4599609375,27.083175659179688,0.0,84.234619140625,13.99078369140625,65.12298583984375,17.414337635040283,2025-08-09T20:19:14.677167,Wandsworth,6.516,Q1_Least
