lsoa_code,image_id,gvi,method,model,vegetation_pixels,total_pixels,timestamp
E01003134,736903768828860,75.50773620605469,deeplearning,segformer,2375268,3145728,2025-08-02T00:29:12.096723
E01003134,1089719796363994,24.80960422092014,deeplearning,segformer,585332,2359296,2025-08-02T00:29:13.322174
E01003134,624902410001736,54.07518325617284,deeplearning,segformer,1121303,2073600,2025-08-02T00:29:14.449669
E01003134,629935069439556,47.50213623046875,deeplearning,segformer,1120716,2359296,2025-08-02T00:29:15.674497
E01003134,1254333623003833,42.041100396050346,deeplearning,segformer,991874,2359296,2025-08-02T00:29:16.922114
E01003134,1068652372081785,40.30531442901235,deeplearning,segformer,835771,2073600,2025-08-02T00:29:18.051833
E01003134,1410087480242138,39.240900675455734,deeplearning,segformer,925809,2359296,2025-08-02T00:29:19.298233
E01003134,670602192679507,52.8188175154321,deeplearning,segformer,1095251,2073600,2025-08-02T00:29:20.428313
E01003134,739708315200501,36.61189609103733,deeplearning,segformer,863783,2359296,2025-08-02T00:29:21.640133
E01003134,1289291032759917,73.08162053426108,deeplearning,segformer,2298949,3145728,2025-08-02T00:29:23.102364
E01003134,9601299046641612,50.17785493827161,deeplearning,segformer,1040488,2073600,2025-08-02T00:29:24.238375
E01003134,10036797976399248,72.2985585530599,deeplearning,segformer,2274316,3145728,2025-08-02T00:29:25.672251
E01003134,635887795456491,39.840401543511284,deeplearning,segformer,939953,2359296,2025-08-02T00:29:26.902283
E01003134,1067436134813847,46.496454874674484,deeplearning,segformer,1096989,2359296,2025-08-02T00:29:28.123631
E01003134,727524513599700,44.60775587293837,deeplearning,segformer,1052429,2359296,2025-08-02T00:29:29.369919
E01003134,737607425412434,44.08518473307292,deeplearning,segformer,1040100,2359296,2025-08-02T00:29:30.590645
E01003134,1962218347880018,26.74747043185764,deeplearning,segformer,631052,2359296,2025-08-02T00:29:31.819599
E01003134,744749574685875,43.35281635802469,deeplearning,segformer,898964,2073600,2025-08-02T00:29:32.940871
E01003134,1088058726615745,44.03708526234568,deeplearning,segformer,913153,2073600,2025-08-02T00:29:34.057112
E01003134,1047438640829925,67.55666732788086,deeplearning,segformer,2125149,3145728,2025-08-02T00:29:35.488506
E01003134,1916797935819669,32.98708597819011,deeplearning,segformer,778263,2359296,2025-08-02T00:29:36.728405
E01003134,1042319788046774,76.48086547851562,deeplearning,segformer,2405880,3145728,2025-08-02T00:29:38.187123
E01003134,1237808481132009,35.24873521592882,deeplearning,segformer,831622,2359296,2025-08-02T00:29:39.407070
E01003134,786804657034454,64.97173309326172,deeplearning,segformer,2043834,3145728,2025-08-02T00:29:40.857375
E01003134,1369574421001112,37.06293402777778,deeplearning,segformer,768537,2073600,2025-08-02T00:29:41.993275
E01003134,3219470174884175,68.4657096862793,deeplearning,segformer,2153745,3145728,2025-08-02T00:29:43.436520
E01003134,1508416606791920,57.63396990740741,deeplearning,segformer,1195098,2073600,2025-08-02T00:29:44.574754
E01003134,1473494043684317,53.48750964506173,deeplearning,segformer,1109117,2073600,2025-08-02T00:29:45.693169
E01003134,1244757600000817,35.302276234567906,deeplearning,segformer,732028,2073600,2025-08-02T00:29:46.820149
E01003134,742441792278837,38.7289737654321,deeplearning,segformer,803084,2073600,2025-08-02T00:29:47.942948
E01003134,734460385866982,47.98533121744792,deeplearning,segformer,1132116,2359296,2025-08-02T00:29:49.170497
E01003134,752432680444983,71.68957392374674,deeplearning,segformer,2255159,3145728,2025-08-02T00:29:50.629198
E01003134,697545843278447,47.36511381172839,deeplearning,segformer,982163,2073600,2025-08-02T00:29:51.781295
E01003134,1063927179170691,17.508729298909508,deeplearning,segformer,550777,3145728,2025-08-02T00:29:53.230586
E01003134,1416090746338788,28.234778510199654,deeplearning,segformer,666142,2359296,2025-08-02T00:29:54.457441
E01003134,733310892723796,41.66753472222222,deeplearning,segformer,864018,2073600,2025-08-02T00:29:55.585993
E01003134,1011391220846628,68.79533131917319,deeplearning,segformer,2164114,3145728,2025-08-02T00:29:57.048190
E01003134,1756541104945370,37.68717447916667,deeplearning,segformer,889152,2359296,2025-08-02T00:29:58.290732
E01003134,738032338967446,49.793709648980034,deeplearning,segformer,1174781,2359296,2025-08-02T00:29:59.546429
E01003134,1235673341554743,34.087838066948784,deeplearning,segformer,804233,2359296,2025-08-02T00:30:00.802769
E01003134,1052562390312997,41.61241319444444,deeplearning,segformer,981760,2359296,2025-08-02T00:30:02.061664
E01003134,1077360030999248,47.959587191358025,deeplearning,segformer,994490,2073600,2025-08-02T00:30:03.209408
E01003134,1105296674746163,40.356963734567906,deeplearning,segformer,836842,2073600,2025-08-02T00:30:04.336875
E01003134,1439795117468587,58.03563850308642,deeplearning,segformer,1203427,2073600,2025-08-02T00:30:05.455755
E01003134,4129699913980167,58.44666280864198,deeplearning,segformer,1211950,2073600,2025-08-02T00:30:06.570468
E01003134,689433343908839,58.19892883300781,deeplearning,segformer,1830780,3145728,2025-08-02T00:30:08.005907
E01003134,1039230135056517,42.95433892144097,deeplearning,segformer,1013420,2359296,2025-08-02T00:30:09.245892
E01003134,2113152692539664,35.22139655219184,deeplearning,segformer,830977,2359296,2025-08-02T00:30:10.461395
E01003134,3156497291169173,43.2908950617284,deeplearning,segformer,897680,2073600,2025-08-02T00:30:11.579114
E01003134,2473473176348130,49.71271091037327,deeplearning,segformer,1172870,2359296,2025-08-02T00:30:12.801611
E01003134,730230949694340,59.12199020385742,deeplearning,segformer,1859817,3145728,2025-08-02T00:30:14.223281
E01003134,942409517959687,64.17690912882486,deeplearning,segformer,2018831,3145728,2025-08-02T00:30:15.661445
E01003134,584692297739765,32.936901516384545,deeplearning,segformer,777079,2359296,2025-08-02T00:30:16.878410
E01003134,2500076483711100,46.92781236436632,deeplearning,segformer,1107166,2359296,2025-08-02T00:30:18.104181
E01003134,1774614449796474,31.41492207845052,deeplearning,segformer,741171,2359296,2025-08-02T00:30:19.318669
E01003134,696457083158666,47.84694247775608,deeplearning,segformer,1128851,2359296,2025-08-02T00:30:20.545748
E01003134,1082102003844222,32.51885308159722,deeplearning,segformer,767216,2359296,2025-08-02T00:30:21.776608
E01003134,1434300314378977,44.52688429090712,deeplearning,segformer,1050521,2359296,2025-08-02T00:30:23.017484
E01003134,1246455060290787,28.649987114800346,deeplearning,segformer,675938,2359296,2025-08-02T00:30:24.239149
E01003134,1160189445874624,35.524787808641975,deeplearning,segformer,736642,2073600,2025-08-02T00:30:25.361284
E01003134,734709269132883,46.64959377712673,deeplearning,segformer,1100602,2359296,2025-08-02T00:30:26.575391
E01003134,1780703725847515,42.41273668077257,deeplearning,segformer,1000642,2359296,2025-08-02T00:30:27.783745
E01003134,729532249489435,52.275318287037045,deeplearning,segformer,1083981,2073600,2025-08-02T00:30:28.903502
E01003134,1739509776656657,71.4376449584961,deeplearning,segformer,2247234,3145728,2025-08-02T00:30:30.342253
E01003134,1424239908615716,22.3701774691358,deeplearning,segformer,463868,2073600,2025-08-02T00:30:31.465785
E01003134,1029196655642307,40.291425540123456,deeplearning,segformer,835483,2073600,2025-08-02T00:30:32.583674
E01003134,727088030175712,50.92148919753087,deeplearning,segformer,1055908,2073600,2025-08-02T00:30:33.693749
E01003134,649763188112701,34.75375705295139,deeplearning,segformer,819944,2359296,2025-08-02T00:30:34.903297
E01003134,726975216865960,71.56686782836914,deeplearning,segformer,2251299,3145728,2025-08-02T00:30:36.332389
E01003134,699078159958572,59.017168209876544,deeplearning,segformer,1223780,2073600,2025-08-02T00:30:37.449672
E01003134,713828754728025,44.78718171296296,deeplearning,segformer,928707,2073600,2025-08-02T00:30:38.564682
E01003134,618134951311694,52.312893337673614,deeplearning,segformer,1234216,2359296,2025-08-02T00:30:39.780423
E01003134,1105365151649948,38.37695651584202,deeplearning,segformer,905426,2359296,2025-08-02T00:30:41.027035
E01003134,764944692628126,28.833574459876544,deeplearning,segformer,597893,2073600,2025-08-02T00:30:42.182271
E01003134,1232560214987135,44.768990410698784,deeplearning,segformer,1056233,2359296,2025-08-02T00:30:43.447219
E01003262,2105311253284291,28.102196587456596,deeplearning,segformer,663014,2359296,2025-08-02T00:30:45.293578
E01003262,1270222604729541,16.174146864149304,deeplearning,segformer,381596,2359296,2025-08-02T00:30:46.699999
E01003262,3446298422179968,19.742679595947266,deeplearning,segformer,621051,3145728,2025-08-02T00:30:48.400783
E01003262,470398557576544,37.81321843465169,deeplearning,segformer,1189501,3145728,2025-08-02T00:30:50.144023
E01003262,1044396654509338,12.51370112101237,deeplearning,segformer,393647,3145728,2025-08-02T00:30:51.838587
E01003262,125032999584195,61.590894063313804,deeplearning,segformer,1937482,3145728,2025-08-02T00:30:53.536597
E01003262,1125502846278241,28.656768798828125,deeplearning,segformer,676098,2359296,2025-08-02T00:30:54.729956
E01003262,179252697382770,74.77156321207681,deeplearning,segformer,2352110,3145728,2025-08-02T00:30:56.165659
E01003262,3754297828202546,23.793665568033852,deeplearning,segformer,561363,2359296,2025-08-02T00:30:57.419123
E01003262,1354359938960297,25.94312032063802,deeplearning,segformer,612075,2359296,2025-08-02T00:30:58.691249
E01003262,537880959391604,24.38980516975309,deeplearning,segformer,505747,2073600,2025-08-02T00:30:59.840416
E01003262,234218428490173,69.99874114990234,deeplearning,segformer,2201970,3145728,2025-08-02T00:31:01.338027
E01003262,704031558911145,17.06717785493827,deeplearning,segformer,353905,2073600,2025-08-02T00:31:02.476614
E01003262,1109558157686911,28.540802001953125,deeplearning,segformer,673362,2359296,2025-08-02T00:31:03.688633
E01003262,200495591709997,24.179553985595703,deeplearning,segformer,760623,3145728,2025-08-02T00:31:05.127573
E01003262,279619237174959,43.669096628824875,deeplearning,segformer,1373711,3145728,2025-08-02T00:31:06.578324
E01003262,1250456470080317,15.287367502848307,deeplearning,segformer,480899,3145728,2025-08-02T00:31:08.035914
E01003262,511081396931427,51.00215276082357,deeplearning,segformer,1604389,3145728,2025-08-02T00:31:09.490366
E01003262,1891436874731041,26.968364197530864,deeplearning,segformer,559216,2073600,2025-08-02T00:31:10.626780
E01003262,283940920051230,67.74361928304037,deeplearning,segformer,2131030,3145728,2025-08-02T00:31:12.069521
E01003262,1223624465629373,26.24580439814815,deeplearning,segformer,544233,2073600,2025-08-02T00:31:13.205500
E01003262,859328831314814,64.45992787679037,deeplearning,segformer,2027734,3145728,2025-08-02T00:31:14.661680
E01003262,498310804870342,40.626684824625656,deeplearning,segformer,1278005,3145728,2025-08-02T00:31:16.114980
E01003262,943179726516819,33.973439534505204,deeplearning,segformer,1068712,3145728,2025-08-02T00:31:17.582855
E01003262,883668189143869,9.414641062418621,deeplearning,segformer,296159,3145728,2025-08-02T00:31:19.032297
E01003262,1403741469983897,64.85446294148764,deeplearning,segformer,2040145,3145728,2025-08-02T00:31:20.489090
E01003262,490718858721479,70.27333577473959,deeplearning,segformer,2210608,3145728,2025-08-02T00:31:21.961603
E01003262,161245192572767,49.92558161417644,deeplearning,segformer,1570523,3145728,2025-08-02T00:31:23.413318
E01003262,520633432282333,72.11634318033853,deeplearning,segformer,2268584,3145728,2025-08-02T00:31:24.858719
E01003262,1801961730386224,25.743908352322048,deeplearning,segformer,607375,2359296,2025-08-02T00:31:26.099735
E01003262,4093121814285563,14.508439429012347,deeplearning,segformer,300847,2073600,2025-08-02T00:31:27.242501
E01003262,1651628975423234,16.31002426147461,deeplearning,segformer,513069,3145728,2025-08-02T00:31:28.689094
E01003262,1792036264989335,29.07680935329861,deeplearning,segformer,686008,2359296,2025-08-02T00:31:29.927450
E01003262,807501830169349,24.935531616210938,deeplearning,segformer,784404,3145728,2025-08-02T00:31:31.381556
E01003262,623145740815616,26.44110785590278,deeplearning,segformer,623824,2359296,2025-08-02T00:31:32.643860
E01003262,1356416299822452,30.368804931640625,deeplearning,segformer,716490,2359296,2025-08-02T00:31:33.873799
E01003262,585956720931440,26.949352688259548,deeplearning,segformer,635815,2359296,2025-08-02T00:31:35.158032
E01003262,168003185223357,67.41692225138345,deeplearning,segformer,2120753,3145728,2025-08-02T00:31:36.659909
E01003262,834913460701447,32.201576232910156,deeplearning,segformer,1012974,3145728,2025-08-02T00:31:38.140868
E01003262,300736631514534,40.879885355631515,deeplearning,segformer,1285970,3145728,2025-08-02T00:31:39.612188
E01003262,1460838135061793,31.052652994791668,deeplearning,segformer,732624,2359296,2025-08-02T00:31:40.863699
E01003262,187583389866583,72.81856536865234,deeplearning,segformer,2290674,3145728,2025-08-02T00:31:42.340548
E01003262,634521888932687,35.92338562011719,deeplearning,segformer,847539,2359296,2025-08-02T00:31:43.584352
E01003262,1942263309858144,29.89216820987654,deeplearning,segformer,619844,2073600,2025-08-02T00:31:44.736836
E01003262,1272819737620205,27.643966674804688,deeplearning,segformer,652203,2359296,2025-08-02T00:31:45.962542
E01003262,2448065952242127,13.801023695203993,deeplearning,segformer,325607,2359296,2025-08-02T00:31:47.203278
E01003262,688601010846309,37.46788194444444,deeplearning,segformer,776934,2073600,2025-08-02T00:31:48.336118
E01003262,464231788219287,62.67423629760742,deeplearning,segformer,1971561,3145728,2025-08-02T00:31:49.794923
E01003262,1452947905945865,39.58759307861328,deeplearning,segformer,1245318,3145728,2025-08-02T00:31:51.270859
E01003262,1399810497905000,13.6018435160319,deeplearning,segformer,427877,3145728,2025-08-02T00:31:52.740592
E01003262,1445058660013408,29.02853224012587,deeplearning,segformer,684869,2359296,2025-08-02T00:31:53.978083
E01003262,1023537756628844,22.552659776475696,deeplearning,segformer,532084,2359296,2025-08-02T00:31:55.235546
E01003262,496447361509773,18.24010213216146,deeplearning,segformer,573784,3145728,2025-08-02T00:31:56.687615
E01003262,2055730091876244,23.43843248155382,deeplearning,segformer,552982,2359296,2025-08-02T00:31:57.914104
E01003262,200305748569718,46.26652399698894,deeplearning,segformer,1455419,3145728,2025-08-02T00:31:59.376014
E01003262,3814706815293928,47.21752802530925,deeplearning,segformer,1485335,3145728,2025-08-02T00:32:00.848023
E01003262,711373954813229,33.49631627400716,deeplearning,segformer,1053703,3145728,2025-08-02T00:32:02.315749
E01003262,1799883237266676,27.907689412434895,deeplearning,segformer,658425,2359296,2025-08-02T00:32:03.565850
E01003262,1475301493916433,18.275928497314453,deeplearning,segformer,574911,3145728,2025-08-02T00:32:05.022082
E01003262,174073297906823,58.33549499511719,deeplearning,segformer,1835076,3145728,2025-08-02T00:32:06.500022
E01003262,1099245198933139,25.89285108778212,deeplearning,segformer,610889,2359296,2025-08-02T00:32:07.737950
E01003262,233775268546996,71.12738291422525,deeplearning,segformer,2237474,3145728,2025-08-02T00:32:09.212233
E01003262,308114197456748,39.9113655090332,deeplearning,segformer,1255503,3145728,2025-08-02T00:32:10.674611
E01003262,1279796257171858,19.617589314778648,deeplearning,segformer,462837,2359296,2025-08-02T00:32:11.923681
E01003262,274248231045547,32.50446319580078,deeplearning,segformer,1022502,3145728,2025-08-02T00:32:13.379034
E01003262,1096320595698326,37.500127156575516,deeplearning,segformer,884739,2359296,2025-08-02T00:32:14.612829
E01003262,1610083909664219,26.46060519748264,deeplearning,segformer,624284,2359296,2025-08-02T00:32:15.841730
E01003262,172485771418003,12.610308329264322,deeplearning,segformer,396686,3145728,2025-08-02T00:32:17.294254
E01003262,210708683860266,75.99089940388998,deeplearning,segformer,2390467,3145728,2025-08-02T00:32:18.756286
E01003262,501744514285251,10.373179117838543,deeplearning,segformer,326312,3145728,2025-08-02T00:32:20.217107
E01003262,1703422886970318,28.493838840060764,deeplearning,segformer,672254,2359296,2025-08-02T00:32:21.456632
E01003262,3761812110614341,21.588357289632164,deeplearning,segformer,679111,3145728,2025-08-02T00:32:22.936819
E01003262,1216530313608285,3.499190012613932,deeplearning,segformer,110075,3145728,2025-08-02T00:32:24.397398
E01003262,1040600098219787,16.95226033528646,deeplearning,segformer,533272,3145728,2025-08-02T00:32:25.853306
E01003262,801153453838462,67.75871912638345,deeplearning,segformer,2131505,3145728,2025-08-02T00:32:27.304367
E01003262,700353746107320,23.821180555555554,deeplearning,segformer,493956,2073600,2025-08-02T00:32:28.446139
E01003262,1918617535741874,22.287400563557945,deeplearning,segformer,701101,3145728,2025-08-02T00:32:29.890760
E01003262,1039023341780247,20.766448974609375,deeplearning,segformer,489942,2359296,2025-08-02T00:32:31.137081
E01003262,1420155585004784,56.37280146280924,deeplearning,segformer,1773335,3145728,2025-08-02T00:32:32.591546
E01003262,587682757406651,11.567211151123047,deeplearning,segformer,363873,3145728,2025-08-02T00:32:34.048449
E01003262,302577458102871,34.933598836263016,deeplearning,segformer,1098916,3145728,2025-08-02T00:32:35.507512
E01003262,2370420150025958,24.49331283569336,deeplearning,segformer,770493,3145728,2025-08-02T00:32:36.956314
E01003262,2716398505232549,51.68291859567902,deeplearning,segformer,1071697,2073600,2025-08-02T00:32:38.094816
E01003262,296496581880934,63.43733469645182,deeplearning,segformer,1995566,3145728,2025-08-02T00:32:39.535274
E01003262,1122857543003485,8.159987131754558,deeplearning,segformer,256691,3145728,2025-08-02T00:32:40.982339
E01003262,1373795033914242,33.12886555989583,deeplearning,segformer,781608,2359296,2025-08-02T00:32:42.265805
E01003262,1615318558668895,21.115525563557945,deeplearning,segformer,664237,3145728,2025-08-02T00:32:43.745344
E01003262,736131383748735,37.9155158996582,deeplearning,segformer,1192719,3145728,2025-08-02T00:32:45.212393
E01003262,3532838913608350,72.83916473388672,deeplearning,segformer,2291322,3145728,2025-08-02T00:32:46.671920
E01003262,242757747613643,44.12352244059245,deeplearning,segformer,1388006,3145728,2025-08-02T00:32:48.170230
E01003262,1141210733028553,32.589753468831375,deeplearning,segformer,1025185,3145728,2025-08-02T00:32:49.648920
E01003262,1242130717697433,37.16878858024691,deeplearning,segformer,770732,2073600,2025-08-02T00:32:50.796599
E01003262,802008080730081,26.47714614868164,deeplearning,segformer,832899,3145728,2025-08-02T00:32:52.271862
E01003262,1464482291218348,34.38695987654321,deeplearning,segformer,713048,2073600,2025-08-02T00:32:53.413896
E01003262,2628881877320554,14.032279120551216,deeplearning,segformer,331063,2359296,2025-08-02T00:32:54.657646
E01003262,1318819679798367,43.227912808641975,deeplearning,segformer,896374,2073600,2025-08-02T00:32:55.802600
E01003262,1256080289224354,37.282774183485245,deeplearning,segformer,879611,2359296,2025-08-02T00:32:57.035116
E01003262,4132330787002462,22.419675191243492,deeplearning,segformer,705262,3145728,2025-08-02T00:32:58.514776
E01003262,1053772465029182,68.251101175944,deeplearning,segformer,2146994,3145728,2025-08-02T00:32:59.991920
E01003262,1296722735503183,35.97453703703704,deeplearning,segformer,745968,2073600,2025-08-02T00:33:01.137402
E01004519,2440402219500296,3.3962249755859375,deeplearning,segformer,71224,2097152,2025-08-02T00:33:02.946244
E01004519,1048774263213015,6.197595596313477,deeplearning,segformer,129973,2097152,2025-08-02T00:33:04.256858
E01004519,1078002523194393,2.2760868072509766,deeplearning,segformer,47733,2097152,2025-08-02T00:33:05.561636
E01004519,864960025128712,6.6898345947265625,deeplearning,segformer,140296,2097152,2025-08-02T00:33:06.868677
E01004519,1412558362946278,7.28602409362793,deeplearning,segformer,152799,2097152,2025-08-02T00:33:08.196421
E01004519,1380190779580759,4.3926239013671875,deeplearning,segformer,92120,2097152,2025-08-02T00:33:09.478937
E01004519,636911191975841,1.5583515167236328,deeplearning,segformer,32681,2097152,2025-08-02T00:33:10.576080
E01004519,335569982441294,7.086896896362305,deeplearning,segformer,148623,2097152,2025-08-02T00:33:11.696079
E01004519,110917632115669,7.648944854736328,deeplearning,segformer,160410,2097152,2025-08-02T00:33:12.855259
E01004519,1783207175461486,4.102468490600586,deeplearning,segformer,86035,2097152,2025-08-02T00:33:14.015285
E01004519,672716094994450,4.020595550537109,deeplearning,segformer,84318,2097152,2025-08-02T00:33:15.173277
E01004519,3561496107406711,8.361434936523438,deeplearning,segformer,175352,2097152,2025-08-02T00:33:16.326454
E01004519,2386044988258343,7.95588493347168,deeplearning,segformer,166847,2097152,2025-08-02T00:33:17.475986
E01004519,846425093487701,9.137201309204102,deeplearning,segformer,191621,2097152,2025-08-02T00:33:18.629189
E01004519,1079939669854199,12.326383590698242,deeplearning,segformer,258503,2097152,2025-08-02T00:33:19.796699
E01004519,733658341937944,0.8954048156738281,deeplearning,segformer,18778,2097152,2025-08-02T00:33:20.953091
E01004519,1068706257483289,12.837076187133789,deeplearning,segformer,269213,2097152,2025-08-02T00:33:22.126834
E01004519,6742761449144185,5.302238464355469,deeplearning,segformer,111196,2097152,2025-08-02T00:33:23.278795
E01004519,986336982829488,6.682920455932617,deeplearning,segformer,140151,2097152,2025-08-02T00:33:24.428508
E01004519,1464333447679756,8.546304702758789,deeplearning,segformer,179229,2097152,2025-08-02T00:33:25.579468
E01004519,1267675297256706,5.8856964111328125,deeplearning,segformer,123432,2097152,2025-08-02T00:33:26.730864
E01004519,1449698432263509,13.821840286254883,deeplearning,segformer,289865,2097152,2025-08-02T00:33:27.886566
E01004519,1744703245963853,6.636810302734375,deeplearning,segformer,139184,2097152,2025-08-02T00:33:29.044281
E01004519,1044273513286232,5.369901657104492,deeplearning,segformer,112615,2097152,2025-08-02T00:33:30.197752
E01004519,2037345883284334,4.433155059814453,deeplearning,segformer,92970,2097152,2025-08-02T00:33:31.351135
E01004519,1013319876388442,2.1386146545410156,deeplearning,segformer,44850,2097152,2025-08-02T00:33:32.507048
E01004519,219386954376829,10.854339599609375,deeplearning,segformer,227632,2097152,2025-08-02T00:33:33.659783
E01004519,1076045400201864,3.7915706634521484,deeplearning,segformer,79515,2097152,2025-08-02T00:33:34.811466
E01004519,1474053243373946,4.050016403198242,deeplearning,segformer,84935,2097152,2025-08-02T00:33:35.968712
E01004519,1693836861026407,6.53233528137207,deeplearning,segformer,136993,2097152,2025-08-02T00:33:37.124903
E01004519,836605924913801,8.72488021850586,deeplearning,segformer,182974,2097152,2025-08-02T00:33:38.279956
E01004519,1594748767597535,6.504726409912109,deeplearning,segformer,136414,2097152,2025-08-02T00:33:39.438187
E01004519,1408813306342249,4.503774642944336,deeplearning,segformer,94451,2097152,2025-08-02T00:33:40.594671
E01004519,1492776548241871,2.925252914428711,deeplearning,segformer,61347,2097152,2025-08-02T00:33:41.746637
E01004519,1404400090146042,3.2639026641845703,deeplearning,segformer,68449,2097152,2025-08-02T00:33:42.915491
E01004519,204082055971502,5.988550186157227,deeplearning,segformer,125589,2097152,2025-08-02T00:33:44.063266
E01004519,6466926790072576,9.037208557128906,deeplearning,segformer,189524,2097152,2025-08-02T00:33:45.222561
E01004519,731191675488477,2.0248889923095703,deeplearning,segformer,42465,2097152,2025-08-02T00:33:46.376146
E01004519,254583113864647,5.583047866821289,deeplearning,segformer,117085,2097152,2025-08-02T00:33:47.535681
E01004519,3725289191073912,5.646610260009766,deeplearning,segformer,118418,2097152,2025-08-02T00:33:48.718276
E01004519,1517113615710316,4.542064666748047,deeplearning,segformer,95254,2097152,2025-08-02T00:33:49.881717
E01004519,1012470923138561,3.8173675537109375,deeplearning,segformer,80056,2097152,2025-08-02T00:33:51.040321
E01004519,650851340534705,6.459665298461914,deeplearning,segformer,135469,2097152,2025-08-02T00:33:52.215448
E01004519,351917104027243,7.668256759643555,deeplearning,segformer,160815,2097152,2025-08-02T00:33:53.367965
E01004519,1018233206109724,6.126546859741211,deeplearning,segformer,128483,2097152,2025-08-02T00:33:54.535172
E01004519,1532396850920410,2.538776397705078,deeplearning,segformer,53242,2097152,2025-08-02T00:33:55.693722
E01004519,1322368131750986,3.7200450897216797,deeplearning,segformer,78015,2097152,2025-08-02T00:33:56.849767
E01004519,2035703246807505,11.006641387939453,deeplearning,segformer,230826,2097152,2025-08-02T00:33:58.005378
E01004519,342981104865734,6.165885925292969,deeplearning,segformer,129308,2097152,2025-08-02T00:33:59.168148
E01004519,359449436524470,8.910942077636719,deeplearning,segformer,186876,2097152,2025-08-02T00:34:00.321592
E01004519,347119804555468,8.067607879638672,deeplearning,segformer,169190,2097152,2025-08-02T00:34:01.481637
E01004519,290686403843652,2.3020267486572266,deeplearning,segformer,48277,2097152,2025-08-02T00:34:02.648425
E01004519,1256991504980252,1.9308090209960938,deeplearning,segformer,40492,2097152,2025-08-02T00:34:03.812954
E01004519,1045044916845915,5.597782135009766,deeplearning,segformer,117394,2097152,2025-08-02T00:34:04.971083
E01004519,2579245688902320,2.8757095336914062,deeplearning,segformer,60308,2097152,2025-08-02T00:34:06.135695
E01004519,873934330747381,8.775043487548828,deeplearning,segformer,184026,2097152,2025-08-02T00:34:07.299944
E01004519,862152008699323,6.594562530517578,deeplearning,segformer,138298,2097152,2025-08-02T00:34:08.456471
E01004519,1029764964998545,7.127237319946289,deeplearning,segformer,149469,2097152,2025-08-02T00:34:09.621728
E01004519,6494969193945204,8.352375030517578,deeplearning,segformer,175162,2097152,2025-08-02T00:34:10.785326
E01004519,1469189310481386,4.380178451538086,deeplearning,segformer,91859,2097152,2025-08-02T00:34:11.948158
E01004519,1287286271937748,8.58469009399414,deeplearning,segformer,180034,2097152,2025-08-02T00:34:13.104889
E01004519,710112094308652,12.672138214111328,deeplearning,segformer,265754,2097152,2025-08-02T00:34:14.259645
E01004519,2716815588465468,8.29310417175293,deeplearning,segformer,173919,2097152,2025-08-02T00:34:15.417596
E01004519,884619349907888,1.3766765594482422,deeplearning,segformer,28871,2097152,2025-08-02T00:34:16.581409
E01004519,857335769183471,4.229402542114258,deeplearning,segformer,88697,2097152,2025-08-02T00:34:17.748239
E01004519,1382604065672801,1.9486427307128906,deeplearning,segformer,40866,2097152,2025-08-02T00:34:18.908980
E01004519,6815160311853752,1.0947704315185547,deeplearning,segformer,22959,2097152,2025-08-02T00:34:20.068816
E01004519,1033126454479482,6.953334808349609,deeplearning,segformer,145822,2097152,2025-08-02T00:34:21.228004
E01004519,858143869335733,7.372093200683594,deeplearning,segformer,154604,2097152,2025-08-02T00:34:22.374354
E01004519,1053143419027816,6.404876708984375,deeplearning,segformer,134320,2097152,2025-08-02T00:34:23.543007
E01004519,829573462503028,9.880495071411133,deeplearning,segformer,207209,2097152,2025-08-02T00:34:24.697878
E01004519,868895567800783,4.437828063964844,deeplearning,segformer,93068,2097152,2025-08-02T00:34:25.857891
E01004519,185235447958626,5.464315414428711,deeplearning,segformer,114595,2097152,2025-08-02T00:34:27.016551
E01004519,363002549410300,6.154918670654297,deeplearning,segformer,129078,2097152,2025-08-02T00:34:28.177666
E01004519,714745023838049,2.5823593139648438,deeplearning,segformer,54156,2097152,2025-08-02T00:34:29.334600
E01004519,888652862887719,4.330110549926758,deeplearning,segformer,90809,2097152,2025-08-02T00:34:30.511773
E01004519,6888039461256794,1.3298988342285156,deeplearning,segformer,27890,2097152,2025-08-02T00:34:31.676329
E01004519,998229104798266,8.695840835571289,deeplearning,segformer,182365,2097152,2025-08-02T00:34:32.842692
E01004519,240458715377984,2.2862911224365234,deeplearning,segformer,47947,2097152,2025-08-02T00:34:34.011177
E01004519,7646508358747848,8.170270919799805,deeplearning,segformer,171343,2097152,2025-08-02T00:34:35.219259
E01004519,353029320625978,5.307197570800781,deeplearning,segformer,111300,2097152,2025-08-02T00:34:36.380624
E01004519,1530853884399488,8.318853378295898,deeplearning,segformer,174459,2097152,2025-08-02T00:34:37.541861
E01004519,3607610142845718,1.2743949890136719,deeplearning,segformer,26726,2097152,2025-08-02T00:34:38.699207
E01004519,6694058164018346,5.360841751098633,deeplearning,segformer,112425,2097152,2025-08-02T00:34:39.852132
E01004519,986027962478626,18.62177848815918,deeplearning,segformer,390527,2097152,2025-08-02T00:34:41.010879
E01004519,840807424442084,2.1785736083984375,deeplearning,segformer,45688,2097152,2025-08-02T00:34:42.242098
E01004519,1510418179716191,1.8219470977783203,deeplearning,segformer,38209,2097152,2025-08-02T00:34:43.452887
E01004519,181752518313828,3.9066314697265625,deeplearning,segformer,81928,2097152,2025-08-02T00:34:44.610874
