id,longitude,latitude,captured_at,captured_date,captured_year,compass_angle,height,width,lsoa_code,lsoa_name,borough,downloaded,imd_quintile
133674053155064,-0.1175286255665,51.54295081953,1694360110865,2023-09-10T15:35:10Z,2023,359.31907556664,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
635797515308766,-0.11726640791243,51.54170465408,1694360065382,2023-09-10T15:34:25Z,2023,353.32850353414,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
599299882401479,-0.11666110163325,51.538007442833,1694359972641,2023-09-10T15:32:52Z,2023,351.10346045235,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
180023704428414,-0.115872700036,51.538670559984,1658571292700,2022-07-23T10:14:52Z,2022,237.74910235226,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
137079582068542,-0.1164672,51.5380042,1658571328700,2022-07-23T10:15:28Z,2022,178.68031803531,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
579509423653599,-0.1137839,51.5387148,1658571249000,2022-07-23T10:14:09Z,2022,261.92585965385,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
421313719780074,-0.1147025,51.5386251,1658571269600,2022-07-23T10:14:29Z,2022,207.9808395561,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
1117959612409811,-0.1154136,51.5386285,1658571283500,2022-07-23T10:14:43Z,2022,289.50670453969,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
1082394076021800,-0.11355066363636,51.538723872727,1658571243900,2022-07-23T10:14:03Z,2022,258.57042043466,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
579173047167127,-0.11576404002574,51.538669659987,1658571290500,2022-07-23T10:14:50Z,2022,242.36657344685,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
1100486184207308,-0.1149263,51.5385905,1658571274900,2022-07-23T10:14:34Z,2022,299.86428534561003,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
146762301304392,-0.1165466,51.5387365,1658571309000,2022-07-23T10:15:09Z,2022,200.81190760969,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
725057225277583,-0.1139518,51.5387015,1658571254000,2022-07-23T10:14:14Z,2022,216.73703726719,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
397936425653841,-0.1142889,51.5386248,1658571261700,2022-07-23T10:14:21Z,2022,252.53851446924,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
409948027773014,-0.1162637,51.5387268,1658571299800,2022-07-23T10:14:59Z,2022,275.62174164394,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
1087686972149631,-0.1165012,51.5381899,1658571324600,2022-07-23T10:15:24Z,2022,173.95654339546,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
573922470889278,-0.1155842,51.5386565,1658571286300,2022-07-23T10:14:46Z,2022,280.58909725123,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
3297317837173565,-0.1160635,51.5386705,1658571296100,2022-07-23T10:14:56Z,2022,310.18949871542,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
461978235747016,-0.1165226,51.5384182,1658571318800,2022-07-23T10:15:18Z,2022,177.59348419973,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
122405780517380,-0.1134454,51.5387179,1658571240300,2022-07-23T10:14:00Z,2022,278.31544319657,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
740661307165802,-0.114104,51.5386339,1658571258400,2022-07-23T10:14:18Z,2022,245.32796375748,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
842334246748507,-0.1150853,51.5385948,1658571278200,2022-07-23T10:14:38Z,2022,233.6140457844,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
170255205508078,-0.1143912,51.5386257,1658571263800,2022-07-23T10:14:23Z,2022,305.66874365742,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
783317856032121,-0.1163661,51.5387426,1658571302200,2022-07-23T10:15:02Z,2022,272.5221417872,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
391319859765263,-0.1152063,51.5385991,1658571280300,2022-07-23T10:14:40Z,2022,285.99511909354,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
2901276270177887,-0.1148256,51.5386035,1658571272300,2022-07-23T10:14:32Z,2022,276.11779860668,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
1110865763108996,-0.1165359,51.5385377,1658571315800,2022-07-23T10:15:15Z,2022,175.11176605727,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
593940338999123,-0.1165208,51.5383132,1658571321500,2022-07-23T10:15:21Z,2022,163.89225372203,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
550296540117580,-0.1161636,51.5387091,1658571297800,2022-07-23T10:14:57Z,2022,287.23746146157,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
623770678896444,-0.11531,51.5386174,1658571281900,2022-07-23T10:14:41Z,2022,258.46113701222,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
794191905264765,-0.1136748,51.5387145,1658571246800,2022-07-23T10:14:06Z,2022,264.80012623125,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
390568066497459,-0.1146034,51.5386487,1658571267800,2022-07-23T10:14:27Z,2022,289.95296073446,3000,4000,E01002714,Islington 017D,Islington,TRUE,1
