lsoa_code,n_images_total,n_images_processed,mean_gvi,median_gvi,std_gvi,min_gvi,max_gvi,q25_gvi,q75_gvi
E01000882,120,20,16.86920166015625,15.53955078125,9.434639707870193,0.84228515625,35.443115234375,9.71832275390625,23.1842041015625
E01001646,100,20,17.728271484375,16.6046142578125,10.536332406715019,3.228759765625,52.569580078125,11.71112060546875,20.361328125
E01001701,100,20,22.86712646484375,19.8577880859375,17.538674640721144,5.55419921875,66.14990234375,9.0179443359375,25.64697265625
